Record Number~Publication Info.~Call No.~Horizon checkouts~Old in-house uses~Checkout Date~Standard No.~Title~CNY
i11289843~New York : Oxford University Press, 1978.~323.42 S623, v.1~14~~  -  -    ~195024184~A new deal for Blacks : the emergence of civil rights as a national issue / Harvard Sitkoff.~
i11289879~Cambridge, Mass. : Ballinger Pub. Co., c1978.~696 S367~2~1~  -  -    ~884100804~Saving energy in the home : Princeton's experiments at Twin Rivers / edited by Robert H. Socolow.~
i11289910~New York : Oxford University Press, 1979.~301.45 D585~0~~  -  -    ~0195024265. 0195024273 pbk.~Natives and strangers : ethnic groups and the building of America / Leonard Dinnerstein, Roger L. Nichols, David M. Reimers.~
i11290092~Oxford : Clarendon Press, 1978.~070.509 S965~0~~  -  -    ~0199510849 : L.6.75~The Oxford University Press : an informal History / P. H. Sutcliffe.~
i11290109~New York : Oxford University Press, 1979.~362.5 F686~3~~  -  -    ~0195023633 : $17.95. 0195023641 pbk. : $10.95~Food and nutrition policy in a changing world / edited by Jean Mayer and Johanna T. Dwyer, with Kathryn Dowd and Laura Mayer.~
i11290110~Baltimore : Johns Hopkins University Press, c1978.~301.155 H638~10~~  -  -    ~801820367~Ethnic leadership in America / edited by John Higham.~
i11290286~London ; New York : Academic Press, 1977.~660.28 J55M2~20~~  -  -    ~123844568~Mathematical methods in chemical engineering / V. G. Jenson and G. V. Jeffreys.~
i11290602~New York, Putnam, 1897.~134 P742~3~~  -  -    ~~Studies in psychical research, by Frank Podmore.~
i11290626~Trieste, [1967]~655.2 S454I~7~~  -  -    ~~"Segni nello spazio. Catalogo edito dall'Azienda autonomo [i. e. autonoma] di soggiorno, Trieste, per l'esposizione internazionale ""segni nello spazio."" Castello di San Giusto, 8/31 luglio 1967."~
i11290912~New York : Columbia University Press, 1978.~361.973 L525~2~~  -  -    ~231033524~A history of social welfare and social work in the United States / James Leiby.~
i11291023~Boston : Houghton Mifflin, 1978.~113 M973S~13~~  -  -    ~0395263107 : $17.95~The seven mysteries of life : an exploration in science & philosophy / Guy Murchie ; illustrated by the author.~
i11291102~Cambridge, Mass. : Ballinger Pub. Co., c1977.~333.73 H343~6~~  -  -    ~884100618~Using land to save energy / Corbin Crews Harwood.~
i11291114~New York : Oxford University Press, 1978.~659.143 B529~1~~  -  -    ~0195023110 : $10.00~The sponsor : notes on a modern potentate / Erik Barnouw.~
i11292209~Philadelphia : Lippincott, c1978.~364.155 R284~8~~  -  -    ~397012837~The train robbers / Piers Paul Read.~
i11292337~New York : Vintage Books [1968, c1967]~327.019 F828~1~1~  -  -    ~~Sanity and survival : psychological aspects of war and peace / [by] Jerome D. Frank.~
i11292477~London, Faber and Faber [1958]~616.8916 M483D~5~1~  -  -    ~~The doors to serenity; a study in the therapeutic use of symbolic painting.~
i1129291x~New York : Simon & Schuster, 1978.~301.42 H849~2~~  -  -    ~671225367~Families / by Jane Howard.~
i11292957~New York : Macmillan, c1979.~658 M143M5~4~~  -  -    ~23788909~Management : foundations and practices / Dalton E. McFarland.~
i11292969~New York : Basic Books, c1978.~509.22 B531~8~~  -  -    ~465021859~Experiencing science / Jeremy Bernstein.~
i11293020~New York : Random House, c1978.~031 B565~6~~  -  -    ~039441201X~The Bettmann Archive picture history of the world : the story of Western civilization retold in 4460 pictures / by Otto L. Bettmann ; Manley Stolzman, editor.~
i11293032~New York : Random House, c1978.~031 B565~3~~  -  -    ~039441201X~The Bettmann Archive picture history of the world : the story of Western civilization retold in 4460 pictures / by Otto L. Bettmann ; Manley Stolzman, editor.~
i11293044~New York : Random House, c1978.~031 B565~3~~  -  -    ~039441201X~The Bettmann Archive picture history of the world : the story of Western civilization retold in 4460 pictures / by Otto L. Bettmann ; Manley Stolzman, editor.~
i1129369x~Beverly Hills, Calif. : Sage Publications, c1977.~307.76 U72~1~~  -  -    ~0803910290. 0803910304 pbk.~The Rise of the Sunbelt cities / edited by David C. Perry and Alfred J. Watkins.~
i11293731~Boston : Houghton Mifflin, c1978.~610.28 M4893~26~4~  -  -    ~395254116~Medical instrumentation : application and design / John G. Webster, editor ; contributing authors, John W. Clark ... [et al.].~
i11293743~New York, International Publishers, [1966, c1965]~149.94 C816~1~~  -  -    ~~Marxism and the linguistic philosophy, by Maurice Cornforth.~
i11293755~New York, International Publishers, [1966, c1965]~149.94 C816~4~~  -  -    ~~Marxism and the linguistic philosophy, by Maurice Cornforth.~
i11293834~Indianapolis : Bobbs-Merrill, c1978.~643.7 D186~5~~  -  -    ~0672523043 : $11.95~How to remodel and enlarge your home / by M. E. Daniels.~
i11294012~Old Greenwich, Conn. : The Devin-Adair Company, 1978.~301.434 E47~2~~  -  -    ~815961162~Life's second half : the pleasures of aging / Jerome Ellison.~
i11294085~London, Heinemann; New York, Putnam, 1923-1988.~610 H66H~1~~  -  -    ~0674995201 (v. 5);0674995228 (v. 6)~Hippocrates, with an English translation by W. H. S. Jones.~
i11294097~London, Heinemann; New York, Putnam, 1923-1988.~610 H66H~1~~  -  -    ~0674995201 (v. 5);0674995228 (v. 6)~Hippocrates, with an English translation by W. H. S. Jones.~
i11294103~London, Heinemann; New York, Putnam, 1923-1988.~610 H66H~0~~  -  -    ~0674995201 (v. 5);0674995228 (v. 6)~Hippocrates, with an English translation by W. H. S. Jones.~
i11294115~London, Heinemann; New York, Putnam, 1923-1988.~610 H66H~1~~  -  -    ~0674995201 (v. 5);0674995228 (v. 6)~Hippocrates, with an English translation by W. H. S. Jones.~
i11294127~London, Heinemann; New York, Putnam, 1923-1988.~610 H66H~1~~  -  -    ~0674995201 (v. 5);0674995228 (v. 6)~Hippocrates, with an English translation by W. H. S. Jones.~
i11294139~London, Heinemann; New York, Putnam, 1923-1988.~610 H66H~0~~  -  -    ~0674995201 (v. 5);0674995228 (v. 6)~Hippocrates, with an English translation by W. H. S. Jones.~
i11294255~London : Trubner & Co., 1877-1881.~146 L27~1~~  -  -    ~~The history of materialism and criticism of its present importance / by Frederick Albert Lang ; authorized translation by Ernest Chester Thomas.~
i11294267~London : Trubner & Co., 1877-1881.~146 L27~0~~  -  -    ~~The history of materialism and criticism of its present importance / by Frederick Albert Lang ; authorized translation by Ernest Chester Thomas.~
i11294437~New Haven : Yale University Press 1944.~321.6 V947O~4~~  -  -    ~~Omnipotent government : the rise of the total state and total war / by Ludwig von Mises.~
i11294553~Chicago : Quadrangle Paperbacks, 1964.~338 K59~19~~  -  -    ~~Dream and thought in the business community, 1860-1900 / by Edward Chase Kirkland.~
i11295491~Garden City, N.Y. : Sun Dial Press, l937.~343.1 B619F~0~~  -  -    ~~Famous trials of history / by the Rt. Hon. the Earl of Birkenhead.~
i11295715~London ; New York, Macmillan, c1968~532.5 M659T5~4~~  -  -    ~333078764~Theoretical hydrodynamics / L.M. Milne-Thomson.~
i1129596x~London : Quartet Books, 1977.~070.172 T822~0~~  -  -    ~704331241~Tribune 40 : the first forty years of a socialist newspaper / edited by Douglas Hill.~
i11297049~Littleton, Mass. : PSG Pub. Co., c1978.~616.97 S742~5~~  -  -    ~0884161846 : $16.00~Food allergy / Frederic Speer.~
i11297232~White Plains, N.Y. : Knowledge Industry Publications, c1978.~070.592 C736~3~~  -  -    ~0914236164 : $24.95~The book industry in transition : an economic study of book distribution and marketing / by Benjamin M. Compaine.~
i11297323~Chicago : Science Research Associates, c1978.~658.054 G982~0~~  -  -    ~057421190X~Applications and algorithms in business : module A / Frances G. Gustavson, C. William Gear.~
i11297426~New York : F. Watts, 1978.~373.24 A466~0~~  -  -    ~531014959~Alternatives to college / by Linda Atkinson.~
i11297438~New York : Van Nostrand Reinhold Co., c1978.~001.6424 K19F~25~~  -  -    ~442242786~FORTRAN 77 / Harry Katzan, Jr.~
i11297566~New York : Wiley, c1978.~658.4032 H3154~0~~  -  -    ~471041238~Precedence and arrow networking techniques for construction / Robert B. Harris.~
i11297608~Boston : Beacon Press, c1978.~331.88 R564~1~~  -  -    ~0807047864 : $10.95. 0807047872 pbk. : $4.95~The North will rise again : pensions, power, and politics in the 1980's / By Jeremy Rifkin and Randy Barber.~
i1129761x~New York : Wiley, c1978.~542 G891~1~~  -  -    ~471030740~Megawatt infrared laser chemistry / Ernest Grunwald, David F. Dever, Philip M. Keehn.~
i11297827~Washington : American chemical Society, 1978.~662.622 O68~2~~  -  -    ~841204276~Organic chemistry of coal : a symposium / sponsored by the Division of Fuel Chemistry at the 174th meeting of the American Chemical Society, Chicago, Illinois, August 29-September 1, 1977 ; John W. Larsen, editor.~
i11297888~New Haven, Conn. : Yale University Press, 1978.~324.15 G243~2~~  -  -    ~300022476~Protest at Selma : Martin Luther King, Jr., and the Voting rights act of 1965 / David J. Garrow.~
i11298029~Lincoln : University of Nebraska Press, c1978.~509.2 H986P~1~~  -  -    ~803209177~T. H. Huxley : man's place in nature / James G. Paradis.~
i11298212~Baltimore : Published for Resources for the Future by the Johns Hopkins University Press, c1978.~333.79 C976~1~~  -  -    ~0801821185. 0801821193 pbk.~Current issues in U.S. environmental policy / Paul R. Portney, editor ; A. Myrick Freeman III ... [et al.].~
i11298248~New York : Wiley, c1978.~537 P852~8~~  -  -    ~471019062~Electromagnetic fields : sources and media / Alan M. Portis.~
i11298662~London : Oxford University Press, 1950.~301.15 S134W~3~1~  -  -    ~~Walker Trust lectures on leadership, delivered before the University of St. Andrews 1930-49.~
i11298844~Boston, Little, Brown & Company, 1926.~090 O64~3~~  -  -    ~~In quest of the perfect book; reminiscences & reflections of a bookman [by] William Dana Orcutt.~
i11299125~Garden City, N.Y. : Anchor Press, 1978.~573.2 L435P~6~1~  -  -    ~0385130252 : $10.95~People of the lake : mankind and its beginnings / by Richard Leakey and Roger Lewin.~
i11299149~New York : Viking Press, 1978.~509.2 A916C~3~~  -  -    ~670140538~Audubon : a biography / by John Chancellor.~
i11299290~New York : Oxford University Press, 1979.~327.73 D146~0~~  -  -    ~195024575~Franklin D. Roosevelt and American foreign policy, 1932-1945 / Robert Dallek.~
i11299447~Lexington, Mass. : Lexington Books, c1978.~332.41 B516~1~~  -  -    ~669023469~Inflation and the money supply in the United States, 1956-1977 / Peter I. Berman.~
i11299745~Oxford : CLarendon Press, 1976.~301.4120951 D259~2~~  -  -    ~0198272316 : $5.00~Woman-Work : Women and the Party in Revolutionary China / by Delia Davin.~
i11299757~Oxford : CLarendon Press, 1976.~301.4120951 D259~3~~  -  -    ~0198272316 : $5.00~Woman-Work : Women and the Party in Revolutionary China / by Delia Davin.~
i11299824~Cambridge, Mass., Addison-Wesley Pub. Co., 1954.~531 C757~1~~  -  -    ~~Theoretical physics; mechanics of particles, rigid and elastic bodies, fluids, and heat flow.~
i11300164~Westport, Conn. : Avi, c1977.~664.9 F113T~2~~  -  -    ~870552430~Training manual for meat cutting and merchandising / Thomas Fabbricante.~
i11300541~New York : Simon and Schuster, c1978.~616.0754 R813~3~~  -  -    ~671228447~The complete medical exam : what your doctor knows is critical : what you know is crucial / by Isadore Rosenfeld.~
i11300577~New York : McGraw-Hill, c1978.~307.76 D551~1~1~  -  -    ~0070167982 : $24.00~Analytic techniques in urban and regional planning : with applications in public administration and affairs / John W. Dickey, Thomas M. Watts.~
i11300656~Princeton, Princeton University Press, 1966.~301 P831O5~0~~  -  -    ~~The open society and its enemies, by K. R. Popper.~
i11300668~Princeton, Princeton University Press, 1966.~301 P831O5~0~~  -  -    ~~The open society and its enemies, by K. R. Popper.~
i1130067x~Princeton, Princeton University Press, 1966.~301 P831O5~0~~  -  -    ~~The open society and its enemies, by K. R. Popper.~
i11300747~New York, Basic Books, Inc. [1967]~187 F246~3~~  -  -    ~~The faith of Epicurus.~
i11300887~Chicago, Ill., Pub. by the Mathematical Association of America with the cooperation of the Open Court Publishing Company [1934]~510.9 S645H4~0~~  -  -    ~~A history of mathematics in America before 1900, by David Eugene Smith ... and Jekuthiel Ginsburg ...~
i11300929~New York : Simon and Schuster, c1978.~301.4157 B433~2~~  -  -    ~0671242121 : $9.95~Homosexualities : a study of human diversity / Alan P. Bell, Martin S. Weinberg.~
i11301053~New York : McGraw-Hill, c1979.~614.85 P484O1~0~~  -  -    ~007049598X : $27.50~The OSHA compliance manual / Dan Petersen.~
i11301168~Detroit : Gale Research Co., [1978]~016.720942 W838~2~~  -  -    ~810313936~British architects, 1840-1976 : a guide to information sources / Lawrence Wodehouse.~
i1130117x~Detroit : Gale Research Co., [1978]~016.720942 W838~0~~  -  -    ~810313936~British architects, 1840-1976 : a guide to information sources / Lawrence Wodehouse.~
i11301429~New York, For the members of this Limited Editions Club, 1945.~342.73 F293F2~1~~  -  -    ~~Federalist.;The Federalist; or, The new Constitution. Papers by Alexander Hamilton, James Madison & John Jay. Together with an appendix which contains the Articles of confederation and the federal Constitution. With an introduction by Carl Van Doren.~
i11302070~New York : Wiley, c1979.~624.171 M213~9~~  -  -    ~471030597~Matrix structural analysis / William McGuire and Richard H. Gallagher.~
i11302227~Garden City, N.Y., Doubleday [1951]~221.9 O93G~3~~  -  -    ~~The greatest book ever written; the Old Testament story.~
i1130246x~Copenhagen, Hassing, 1952.~391 A544F~2~~  -  -    ~~Folk costumes in Denmark; pictures and descriptions of local dresses in the National Museum. [Translated by Birthe Andersen]~
i11302598~New York Macmillan Co. [1948]~334.7 B571V~2~~  -  -    ~~Voluntary action; a report on methods of social advance.~
i11302975~New York : Wiley, c1978.~515.62 B828~1~~  -  -    ~470264381~The boundary element method for engineers / C. A. Brebbia.~
i11302987~New York : Wiley, c1979.~620.3 S818~0~~  -  -    ~471820830~An introduction to mechanical vibrations / Robert F. Steidel, Jr.~
i11302999~New York : Wiley, c1979.~620.3 S818~0~~  -  -    ~471820830~An introduction to mechanical vibrations / Robert F. Steidel, Jr.~
i11303001~Baltimore : Johns Hopkins University Press, c1978.~331.252 K63~30~~  -  -    ~0801821150. 0801821169 pbk.~Can we afford early retirement? / Frank M. Kleiler.~
i11303098~New York : Dial Press, c1978.~616.8917 H816R~6~~  -  -    ~803744250~Karen Horney : gentle rebel of psychoanalysis / Jack L. Rubins.~
i11303256~Lexington, Mass. : Lexington Books, c1978.~342.73 G862~1~~  -  -    ~669023442~Democracy and the amendments to the Constitution / Alan P. Grimes.~
i1130327x~Garden City, N.Y. : Anchor Press, 1978.~190 B274I~13~~  -  -    ~0385112017 : $12.95~The illusion of technique : a search for meaning in a technological civilization / William Barrett.~
i11303281~Garden City, N.Y. : Anchor Press, 1978.~190 B274I~1~~  -  -    ~0385112017 : $12.95~The illusion of technique : a search for meaning in a technological civilization / William Barrett.~
i11303402~New York : Random House, c1978.~659.196292 S839~27~~  -  -    ~0394500946 : $12.95~Auto ads / Jane & Michael Stern.~
i11303463~Oxford [Eng.] ; New York : Oxford University Press, 1978.~160 P912~0~~  -  -    ~0198750412 : L.1.95~Practical reasoning / edited by Joseph Raz.~
i11303785~[Bethesda, MD] : U.S. Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health ; Washington : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1978.~610.696 D637~3~~  -  -    ~~The doctor-patient relationship in the changing health scene : proceedings of an international conference / editor: Eugene B. Gallagher.~
i11303797~New Haven, Yale university press, 1919.~324.273 O77~1~~  -  -    ~~The boss and the machine ; a chronicle of the politicians and party organization / by Samuel P. Orth.~
i11303943~Boston, Hale, Cushman & Flint [c1933]~330.973 B817~3~~  -  -    ~~Business--a profession, by Louis D. Brandeis, with preliminary chapters regarding the author by Ernest Poole, Professor Felix Frankfurter and Professor James C. Bonbright.~
i11304157~New York, Prager [c1967]~335.42 B825~0~~  -  -    ~~History of the International. Translated [from the German] by Henry Collins and Kenneth Mitchell.~
i11304169~New York, Prager [c1967]~335.42 B825~0~~  -  -    ~~History of the International. Translated [from the German] by Henry Collins and Kenneth Mitchell.~
i11304170~[New York] Philosophical Library [c1969]~371.1009 B189~0~~  -  -    ~~The story of teaching.~
i11304418~New York : Modern Language Association of America, c1977.~371.97 M666~1~~  -  -    ~873523504~Minority language and literature : retrospective and perspective / edited by Dexter Fisher.~
i11304431~London ; New York : McGraw-Hill International Book Co., c1979.~551.49 B368~22~2~  -  -    ~0070041709 : L.16.66 ($30.00 U.S.)~Hydraulics of groundwater / Jacob Bear.~
i11304558~New York : McGraw-Hill, 1978.~301.45 H827~1~~  -  -    ~0070304351 : $8.95~Thirty-five years in the frying pan / Bill Hosokawa.~
i11304698~Washington : U.S. General Accounting Office : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1977.~333.79 U58~2~~  -  -    ~~GAO energy digest : a bibliography / issued by the Comptroller General of the United States.~
i11304923~[New York] New York University Press, 1963.~285.9 M847~2~~  -  -    ~~Visible saints; the history of a Puritan idea.~
i11305137~Austin : University of Texas Press, c1977.~192 H92zE~3~1~  -  -    ~292715153~David Hume : bicentenary papers / edited by G. P. Morice.~
i11305502~New York : Harper & Row, [c1973-78]~365.45 S692~~~  -  -    ~~The Gulag Archipelago, 1918-1956 : an experiment in literary investigation, I-VII / [by] Aleksandr I. Solzhenitsyn ; translated from the Russian by Thoman P. Whitney.~
i11305526~New York : Harper & Row, [c1973-78]~365.45 S692~0~~  -  -    ~~The Gulag Archipelago, 1918-1956 : an experiment in literary investigation, I-VII / [by] Aleksandr I. Solzhenitsyn ; translated from the Russian by Thoman P. Whitney.~
i11306233~New York : Barnes & Noble Books, 1979.~200.1 B959~2~~  -  -    ~0064907767 : $22.50~The fragile universe : an essay in the philosophy of religions / Patrick Burke.~
i11306269~New York : Norton, c1978.~330.904 H466B~1~~  -  -    ~393057070~Beyond boom and crash / by Robert L. Heilbroner.~
i11306312~Cambridge : Harvard University Press, 1978.~301.2 W747~6~1~  -  -    ~674634411~On human nature / Edward O. Wilson.~
i11306592~New York, G. Braziller [1970]~301.155 R971~10~~  -  -    ~0807605409;9780807605400~Philosophers and kings; studies in leadership. Edited by Dankwart A. Rustow.~
i11306609~New York : Hawthorn Books, 1978.~646.3 C964~14~~  -  -    ~080154310X : 9.95~Furs / Edythe Cudlipp.~
i11306828~Boulder, Colorado: Western Interstate Commission for Higher Education, 1969.~378.11 L419~0~~  -  -    ~~Compatible management information systems; a technical report concerning the concepts underlying compatibility in the WICHE management information systems program. Prepared by Dr. Ben Lawrence. Reviewed by Analytical TaskForce and Data Element Task Force.~
i11306981~New York : Henry Holt, [1937]~137 A441P~2~~  -  -    ~~Personality: a psychological interpretation / Gordon W. Allport.~
i11307110~Palo Alto, Calif. : Science and Behavior Books, c1977.~616.891 U19~2~~  -  -    ~831400536~You must always be good / [Anneliese Ude-Pestel ; translated by Suzanne Pestel].~
i11307845~Amsterdam ; New York : Elsevier Scientific Pub. Co. ; New York : distributors for the U.S. and Canada, Elsevier North-Holland, 1978, c1977.~519.5 G796~1~1~  -  -    ~444417257~Statistical treatment of experimental data / J. R. Green and D. Margerison.~
i11307900~Cambridge, Mass. : MIT Press, [1978]~153.35 B869~12~~  -  -    ~262021293~The visionary eye : essays in the arts, literature, and science / J. Bronowski ; selected and edited by Piero E. Ariotti in collaboration with Rita Bronowski.~
i11307912~Cambridge, Mass. : MIT Press, [1978]~153.35 B869~9~~  -  -    ~262021293~The visionary eye : essays in the arts, literature, and science / J. Bronowski ; selected and edited by Piero E. Ariotti in collaboration with Rita Bronowski.~
i11308011~New York : Random House, [1979]~301.4492 D668~1~~  -  -    ~0394496043 : $10.00~The powers that be : processes of ruling class domination in America / G. William Domhoff.~
i11308084~New York : Times Books, [1978]~639.9 C191~5~~  -  -    ~812907671~Lifeboats to Ararat / Sheldon Campbell.~
i11308096~Westport, Conn. : Greenwood Press, 1978.~301.451 W952W~4~~  -  -    ~313205337~White man, listen! / Richard Wright.~
i11308163~New York : Pantheon Books, c1978.~338.767 H276~8~~  -  -    ~0394488417 : $15.00~Amoskeag : life and work in an American factory-city / by Tamara Hareven and Randolph Langenbach.~
i11308187~Indianapolis : Hackett Pub. Co., c1978.~511.3 L554B2~5~~  -  -    ~0915144506 pbk.~Beginning logic / E. J. Lemmon.~
i11308242~New York : Scribner, c1978.~071 V713~0~~  -  -    ~0684156024 : $14.95~The great American newspaper : the rise and fall of the Village Voice / Kevin Michael McAuliffe.~
i11308412~London ; Boston : Butterworths, 1979.~690.24 B932~8~~  -  -    ~0408003138 : L.12.00~Building conversion and rehabilitation : designing for change in building use / edited by Thomas A. Markus.~
i11308448~Metuchen, N.J. : Scarecrow Press, 1978.~016.704042 B124~0~~  -  -    ~810811499~Women artists : an historical, contemporary, and feminist bibliography / by Donna G. Bachmann and Sherry Piland.~
i11308564~New York : Wiley, c1978.~668.4227 L716~1~~  -  -    ~471046108~Silicones under the monogram : a story of industrial research / Herman A. Liebhafsky ; collaborating editors, Sybil Small Liebhafsky, George Wise.~
i11308606~New York : Delacorte Press, c1978.~370.97291 K88~1~~  -  -    ~0440009820 : $8.95~Children of the revolution : a Yankee teacher in the Cuban schools / Jonathan Kozol.~
i11308692~Alexandria, Va. : Time-Life Books, 1978.~359 H853~3~~  -  -    ~0809426684. 0809426676 lib. bdg.~The men of war / by David Howarth and the editors of Time-Life Books.~
i1130876x~Chicago : American Library Association, 1978.~686.43 S228CO~3~~  -  -    ~838932177~Computer-output microfilm : its library applications / William Saffady.~
i11308886~San Francisco : Harper & Row, c1978.~248 S582~5~~  -  -    ~60613149~Silent fire : an invitation to Western mysticism / by Walter Holden Capps and Wendy M. Wright [editors].~
i11309039~Lewisburg [Pa.] : Bucknell University Press, c1979.~200.19 H473~1~~  -  -    ~0838720765 : $17.00~Imago Dei : a study of C. G. Jung's psychology of religion / James W. Heisig.~
i11309118~San Francisco : Harper & Row, [1978]~200.973 C319~10~1~  -  -    ~60654333~Religion in America, 1950 to the present / Jackson W. Carroll, Douglas W. Johnson, Martin E. Marty ; afterword by George Gallup, Jr.~
i11310029~[Muncie] Dept. of History, Ball State University [1968?]~301.451 N393N~1~~  -  -    ~~The Negro in America, 1619-1968.~
i11310066~Boston, D. C. Heath & Co., 1899.~220.88 M927L2~3~~  -  -    ~~The literary study of the Bible; an account of the leading forms of literature represented in the sacred writings, intended for English readers, by Richard G. Moulton...~
i11310108~Oxford, Clarendon Press, [1963, c1957].~599 Y73L2~7~1~  -  -    ~~The life of mammals.~
i11310406~New York : Academic Press, 1978-~612.014 D155~8~~  -  -    ~0122012011 (v. 1)~Medical physics / A. C. Damask.~
i11310509~Englewood Cliffs, N.J. : Prentice-Hall, c1978.~658.408 R943~0~~  -  -    ~0137838948. 0137838867 pbk.~Running the American corporation.~
i11310583~Cambridge, Mass. : Harvard University Press, 1978.~153.4 P579S~1~~  -  -    ~674853873~Success and understanding / Jean Piaget, collaborators M. Amann ... [et al.] ; translated by Arnold J. Pomerans.~
i11310716~New York : M. Dekker, c1978.~658.155 C592~4~~  -  -    ~824766547~Applied cost engineering / Forrest D. Clark, A. B. Lorenzoni.~
i11310728~New York : Wiley, c1979.~530.141 Z19~16~~  -  -    ~471021989~Electromagnetic field theory : a problem solving approach / Markus Zahn.~
i11310790~Garden City, N.Y. : Doubleday, 1978.~388.5 M479~11~~  -  -    ~0385115784 : $12.95~Journeys down the line : building the Trans-Alaskan pipeline / Robert Douglas Mead.~
i11310960~London : British Petroleum Co., 1977.~338.476655 B862~5~~  -  -    ~~Our industry, petroleum : a handbook dealing with the organisation and functions of an integrated international oil company, with particular reference to the British Petroleum Company Limited.~
i11312026~Beverly Hills, Calif. : Sage Publications, c1978.~302.5 D492W~8~1~  -  -    ~0803910401. 080391041X pbk.~Deviance and mass media / edited by Charles Winick.~
i11312324~New York, Lifetime Editions [1950]~311 K11S~2~~  -  -    ~~Statistics without numbers, a visual explanation.~
i1131235x~[New York] Minerva Press [1968, c1956]~327.42 T888B~2~~  -  -    ~~Bible and sword; England and Palestine from the bronze age to Balfour [by] Barbara W. Tuchman.~
i1131414x~New York, F. A. Praeger [1957]~335.4 N152O~1~~  -  -    ~~On communism, in defense of the new course.~
i11314230~San Francisco : Jossey-Bass Inc., 1978.~378.12 E55~0~~  -  -    ~~Employing part-time faculty / David W. Leslie, issue editor.~
i11314242~Berlin ; Heidelberg ; New York : Springer-Verlag, 1977.~519.2 C891~6~~  -  -    ~3540084088~An introduction to the regenerative method for simulation analysis / M.A. Crane, A.J. Lemoine.~
i11314394~Cambridge, Mass. : Ballinger, c1978.~330.973 S698~15~~  -  -    ~884100766~The energy connections : between energy and the economy / Sidney Sonenblum.~
i11314758~New York : St. Martin's Press, c1978.~301.155 P228~9~~  -  -    ~0312633726 : $12.95. 0312633734 pbk.~Power and the powerless / Michael Parenti.~
i1131509x~New York : Barnes, 1938, c1936.~331.84 N277~7~~  -  -    ~~Playgrounds : their administration and operation / National Recreation Association ; edited by George D. Butler.~
i11315350~New York, Sheed & Ward, inc., 1934.~204 D272~1~1~  -  -    ~~Mediaeval religion (the Forwood lectures 1934) and other essays, by Christopher Dawson.~
i11315647~New York : Seabury Press, 1978.~200.973 U55~1~~  -  -    ~0816404038 : $14.50. 0816421889 pbk. : $6.95~Understanding the new religions / edited by Jacob Needleman and George Baker.~
i11315672~Syracuse, N.Y. : Syracuse University Press, 1978.~336.73 F528~0~~  -  -    ~0815601476. 0815601484 pbk.~The Fiscal outlook for cities : implications of a national urban policy / edited by Roy Bahl ; with contributions from Bernard Jump, Jr. ... [et al.] ; foreward by Lee Alexander ; pref. by Patricia Harris.~
i11315891~Reading, Mass. : Addison-Wesley Pub. Co., c1978.~300.18 K19~4~~  -  -    ~020100948X~Evaluating information : a guide for users of social science research / Jeffrey Katzer, Kenneth H. Cook, Wayne W. Crouch.~
i11316056~Tucson, 1959.~398.2 G453Y~6~~  -  -    ~~Yaqui myths and legends.~
i11316305~Oxford [Eng.] ; New York : Oxford University Press, c1978.~153 Y73~16~~  -  -    ~0198575459 : L.5.95~Programs of the brain : based on the Gifford lectures, 1975-7 / J. Z. Young.~
i11316494~New York : Putnam, c1978.~658.871 B619~3~~  -  -    ~0399118993 : $12.50~Store / by Nan Tillson Birmingham.~
i11316548~New York : New York University Press, 1978.~363.7 E36~7~~  -  -    ~0814721540 : $19.50~Environment, technology, and health : human ecology in historical perspective / Merril Eisenbud.~
i11316676~Oxford ; New York : Oxford University Press, 1978.~307.76 S915~2~~  -  -    ~0192191349 : L.3.95. 0192891219 pbk.~Urban planning in rich and poor countries / Hugh Stretton.~
i11316718~Oxford ; New York : Pergamon Press, 1979.~501.41 G244~3~~  -  -    ~0080222544 : L.15.00 ($30.00). 0080233449 pbk. : L.6.00 ($12.00)~Communication, the essence of science : facilitating information exchange among librarians, scientists, engineers, and students / by William D. Garvey.~
i11316937~New York : Harper & Row, c1978.~301.412 G671~11~~  -  -    ~0060116277 : $10.00~Essays in feminism / Vivian Gornick.~
i11316962~New York, F.S. Crofts & co., 1939.~330.15 G767C~0~~  -  -    ~~Casebook in American business history [by] N.S.B. Grass ... and Henrietta M. Larson.~
i11317103~Englewood Cliffs, N.J. : Prentice-Hall, c1978.~607.36 E36~1~~  -  -    ~137621388~Reading technical books : how to get the most out of your readings in general physics and chemistry, automotive, electrical, and mechanical technology, civil and construction technology, metallurgy, industrial arts, data processing, technical courses, engineering technology courses / Anne Eisenberg.~
i11317188~Cape Town, Timmins, 1967.~599.7 T943~33~~  -  -    ~~The leopard.~
i11317656~London, Macmillan; New York, St. Martin's Press, 1958.~517 G448A~1~~  -  -    ~~Advanced calculus, by George A. Gibson.~
i11317711~Ann Arbor, Mich. : Ann Arbor Science Publishers, c1978.~614.85 R161~13~~  -  -    ~250402270~Engineering aspects of asbestos dust control / by Gyan S. Rajhans, Gordon M. Bragg.~
i11318168~London : Dent ; New York : Dutton, [1972], 1976 printing.~171.5 M645~6~~  -  -    ~460114824~Utilitarianism, liberty, representative government / John Stuart Mill.~
i11318181~New York, H. Holt and Company, 1887.~282 S988~5~~  -  -    ~~Renaissance in Italy: the Catholic reaction ... By John Addington Symonds ...~
