Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i12921026,"Washington, D.C. : Island Press, ©2005.",628 T635,,,  -  -    ,1559637781 (acid-free paper);9781559637787 (acid-free paper);1559637803 (pbk. ; acid-free paper);9781559637800 (pbk. ; acid-free paper),A safe and sustainable world : the promise of ecological design / Nancy Jack Todd.,X
i12921166,"Lanham : Lexington Books, [2016]",590 T443,,,  -  -    ,9781498527965 (cloth : alk. paper);1498527965 (cloth : alk. paper);9781498527972;40026013295,"Thinking about animals in the age of the Anthropocene / edited by Morten Tønnessen, Kristin Armstrong Oma, and Silver Rattasepp.",X
i12921191,"Lanham, Maryland : Lexington Books, an imprint of The Roman & Littlefield Publishing Group, Inc., [2016]",320.51 K96,,,  -  -    ,9781498527408 (hardcover alkaline paper);149852740X (hardcover alkaline paper);9781498527422 (paperback alkaline paper);1498527426 (paperback alkaline paper),The theological origins of liberalism / by İsmail Kurun.,ONLY PRATT
i1292135x,"Cambridge, U.K. : Cambridge University Press, 2010.",338.9 S964,,,  -  -    ,9780521653053;0521653053;9780521153294 (pbk. -kapco);0521153298,Sustainable development : the challenge of transition / edited by Jurgen Schmandt and C.H. Ward ; with the assistance of Marilu Hastings.,ONLY PRATT
i12921385,"Philadelphia : University of Pennsylvania Press, ©2009.",381.41 F686,,,  -  -    ,9780812241280 (alk. paper);0812241282 (alk. paper);9780812221343 (pbk.);0812221346 (pbk.);2832073,Food chains : from farmyard to shopping cart / edited by Warren Belasco and Roger Horowitz.,
i12921403,"Lanham, Maryland : Rowman & Littlefield, [2017]",375.001 N969,,,  -  -    ,9781475821819 hardcover alkaline paper;1475821816 hardcover alkaline paper;9781475821826 paper alkaline paper;1475821824 paper alkaline paper;9781475821833,Curriculum : from theory to practice /c Wesley Null.,ONLY PRATT
i12921476,"Reston, Va. : National Art Education Association, 2006.",371.9044 R281,,,  -  -    ,1890160369;9781890160364,"Reaching and teaching : students with special needs through art / Beverly Levett Gerber and Doris M. Guay, editors.",X
i12921634,"Princeton, N.J. : Princeton University Press, ©1989 (1992 printing)",199.492 Y83,,,  -  -    ,0691020787 (v. 1 ; pbk. ; alk. paper);9780691020785 (v. 1 ; pbk. ; alk. paper);0691020795 (v. 2 ; pbk. ; alk. paper);9780691020792 (v. 2 ; pbk. ; alk. paper);0691073465 (v. 1 ; alk. paper);9780691073460 (v. 1 ; alk. paper);0691073449 (v. 2 ; alk. paper);9780691073446 (v. 2 ; alk. paper),Spinoza and other heretics / Yirmiyahu Yovel.,X
i12921658,"Princeton, N.J. : Princeton University Press, ©1989 (1992 printing)",199.492 Y83,,,  -  -    ,0691020787 (v. 1 ; pbk. ; alk. paper);9780691020785 (v. 1 ; pbk. ; alk. paper);0691020795 (v. 2 ; pbk. ; alk. paper);9780691020792 (v. 2 ; pbk. ; alk. paper);0691073465 (v. 1 ; alk. paper);9780691073460 (v. 1 ; alk. paper);0691073449 (v. 2 ; alk. paper);9780691073446 (v. 2 ; alk. paper),Spinoza and other heretics / Yirmiyahu Yovel.,X
i1292166x,"Lanham : Lexington Books, 2016.;2014",322.109 R382,,,  -  -    ,1498550568 (paperback);9781498550567 (paperback),"Religion and regimes : support, separation, and opposition / edited by Mehran Tamadonfar and Ted G. Jelen.",ONLY PRATT
i12921762,"Lanham : Lexington Books, 2016.",305.4201 M478,,,  -  -    ,9781498513395 (cloth ; alk. paper);1498513395 (cloth ; alk. paper);9781498513401;40026297664,"Liminal bodies, reproductive health, and feminist rhetoric : searching the negative spaces in histories of rhetoric / Lydia M. McDermott.",ONLY PRATT
i12921798,"Lanham : Lexington Books, [2015]",111.85092 S511,,,  -  -    ,9780739184240 (cloth ; alk. paper);0739184245 (cloth ; alk. paper);9781498512541;1498512542,Aquinas on beauty / Christopher Scott Sevier.,X
i12921907,"Lanham : Lexington Books, [2016]",201.77 T391,,,  -  -    ,9781498523585 hardcover alkaline paper;1498523587 hardcover alkaline paper,Theological and ethical perspectives on climate engineering : calming the storm / edited by Forrest Clingerman and Kevin J. O'Brien.,ONLY PRATT
i12923138,"Lanham, Maryland : Lexington Books, [2016]",142.78 M625,,,  -  -    ,9781498517652 (hardcover alkaline paper);149851765X (hardcover alkaline paper),Coexistentialism and the unbearable intimacy of ecological emergency / Sam Mickey.,X
i12923503,"Lanham : Rowman & Littlefield, [2017]",201.76332 S464,,,  -  -    ,9781442276833 (hardcover alkaline paper);1442276835 (hardcover alkaline paper);9781442276840 (paperback alkaline paper);1442276843 (paperback alkaline paper),Sacred fury : understanding religious violence / Charles Selengut.,X
i12924507,"New York : Holt Paperbacks, [2016]",371.782 C592,,,  -  -    ,9781627795333 (paperback);1627795332 (paperback),We believe you : survivors of campus sexual assault speak out / Annie E. Clark and Andrea L. Pino.,X
i12924544,"Gainesville : University Press of Florida, [2017]",629.478 W538,,,  -  -    ,9780813062464 hardcover;0813062462 hardcover,"The final mission : preserving NASA's Apollo sites / Lisa Westwood, Beth Laura O'Leary, and Milford Wayne Donaldson.",X
i12925172,"Akron, Ohio : University of Akron Press, 1996.",363.73 T192,,,  -  -    ,1884836054 (alk. paper);9781884836053 (alk. paper);1884836062 (pbk. ; alk. paper);9781884836060 (pbk. ; alk. paper),The search for the ultimate sink : urban pollution in historical perspective / Joel A. Tarr.,
i12925287,"Lanham : Lexington Books, [2017];©2017",305.896 G854,,,  -  -    ,9781498527439;1498527434;9781498527446;1498527442,Art and ritual in the Black diaspora : archetypes of transition / Paul Griffith.,ONLY PRATT
i12925378,"Chicago ; London : The University of Chicago Press, 2017.;©2017",307.3416 H999R,,,  -  -    ,9780226449364 (cloth : alk. paper);022644936X (cloth : alk. paper);9780226449531 (pbk : alk. paper);022644953X (pbk : alk. paper),"Race, class, and politics in the Cappuccino City / Derek Hyra.",X
i12926139,"London ; New York : Bloomsbury Academic, An imprint of Bloomsbury Publishing Plc, 2016.;©2016",391 B885,,,  -  -    ,9781472595911 (hardback);1472595912 (hardback);9781472595904 (paperback);1472595904 (paperback),The superhero costume : identity and disguise in fact and fiction / Barbara Brownie and Danny Graydon.,ONLY PRATT
i12926243,"New York : Anchor Books, 2001, ©2000.",307.336 G213,,,  -  -    ,0385720394 (pbk.);9780385720397 (pbk.),Sex and real estate : why we love houses / Majorie Garber.,
i12926577,"Madison, Wisconsin : The University of Wisconsin Press, [2017];©2017",261.832 D599,,,  -  -    ,9780299311308 (hardcover);0299311309 (hardcover),To offer compassion : a history of the Clergy Consultation Service on Abortion / Doris Andrea Dirks and Patricia A. Relf.,X
i12926644,"Princeton, New Jersey : Princeton University Press, 2016.",321.8 W861,,,  -  -    ,9780691133645 (hardback);0691133646 (hardback),Fugitive democracy : and other essays / Sheldon S. Wolin ; edited by Nicholas Xenos.,X
i12926747,"Princeton : Princeton University Press, [2017]",646.77 R815,,,  -  -    ,9780691150673;0691150672,Mate choice : the evolution of sexual decision making from microbes to humans / Gil G. Rosenthal.,X
i12927028,"New York : Ecco, 2011.",546.8 A362,,,  -  -    ,9780061824722 (hardback ; acid-free paper);0061824720 (hardback ; acid-free paper);9780061824739 (paperback);0061824739 (paperback);40019257296,"Periodic tales : a cultural history of the elements, from arsenic to zinc / Hugh Aldersey-Williams.",X
i12927132,"Göttingen : V & R Unipress ; [Vienna] : Vienna University Press, [2015];©2015",307.3416 F837,,,03-14-2018 16:08:15.0,9783847104001 (alk. paper);3847104004 (alk. paper);9783847104001,"Gentrification in neighbourhood development : case studies from New York City, Berlin, and Vienna / Yvonne Franz.",X
i12927156,"Oxford, United Kingdom ; New York, NY : Oxford University Press, [2017]",305.800973 H783,,,03-13-2018 13:42:09.0,9780190633691 (hardcover : alkaline paper);0190633697 (hardcover : alkaline paper);0190671270,"Theorizing race in the Americas : Douglass, Sarmiento, Du Bois, and Vasconcelos / Juliet Hooker.",X
i12927193,"New York : Routledge, 2011.",307.7609747 C557,,,  -  -    ,9780415891585 (hbk.);0415891582 (hbk.);0415850797 (pbk),Spatial regulation in New York City : from urban renewal to zero tolerance / Themis Chronopoulos.,ONLY PRATT
i12927211,"London ; New York : Routledge, 2012.",307.121601 C581,,,  -  -    ,9780415601771 (hb ; alk. paper);0415601770 (hb ; alk. paper);9780415601788 (pb ; alk. paper);0415601789 (pb ; alk. paper);6628136;9780415601771,"Cities for people, not for profit : critical urban theory and the right to the city / edited by Neil Brenner, Peter Marcuse and Margit Mayer.",X
i12927223,"London ; New York : Routledge/Taylor & Francis Group, 2013.",690.837 R628E,,,  -  -    ,9780415526777 (pb ; alk. paper);0415526779 (pb ; alk. paper),"Ecohouse : a design guide / Sue Roaf, with Manuel Fuentes and Stephanie Thomas-Rees.",X
i12927302,"[United States] : Extrapolationfactory.com, 2016.",003.2 M787,,,  -  -    ,9781532713354;1532713355,Extrapolation factory operator's manual / Elliott P. Montgomery and Chris Woebken.,ONLY PRATT
i12928082,"London, Grafton, 1959.",655.24 J66,,,  -  -    ,,Type designs: their history and development.,
i12928501,"Salenstein : Niggli, imprint of Braun Publishing AG, 2017.",686.22 K96P,,,  -  -    ,9783721209648 (pbk.);3721209648 (pbk.);9783721209648,Phantasmagorias - Willi Kunz : daydreaming with lines = Tagträumen mit Linien = Reveries en lignes.,X
i12929049,"Lanham, Md. [u.a.] : Lexington Books, 2015.",304.2 S344,,,  -  -    ,9780739195758;0739195751;9780739195765;073919576X;9780739195772;0739195778,"Urban ecologies : city space, material agency, and environmental politics in contemporary culture / Christopher Schliephake.",X
i12929177,"Berkeley, Calif. : Ten Speed Press, 1971-",331.702 B691W,,,  -  -    ,8755-4658,What color is your parachute? / Richard Nelson Bolles.,
i12930015,"New York : Lantern Books, 2017.;©2017",179.3 M478,,,  -  -    ,1590565622;9781590565629,Captive / Jo-Anne McArthur ; with contributions from Virginia McKenna and Lori Gruen.,ONLY PRATT
i12932796,"Boston, Massachusetts : Harvard Business Review Press, [2017];©2017",305.56208909 W724,,,  -  -    ,9781633693784 (hardcover ; alkaline paper);1633693783 (hardcover ; alkaline paper);40027175491,White working class : overcoming class cluelessness in America / Joan C. Williams.,X
i12932802,"New York : Hachette Books, 2017.;©2017",658.001 M183,,,  -  -    ,9780316393249 hardcover;031639324X hardcover;99971475929;40027175473,Sensemaking : the power of the humanities in the age of the algorithm / Christian Madsbjerg.,X
i12932887,"New York : Princeton Architectural Press, [2014]",391.0019 S761,,,  -  -    ,9781616892760 (hardback);1616892765 (hardback),Worn stories / Emily Spivack.,ONLY PRATT
i12933521,"Oxford ; New York : Oxford University Press, 2006.",391.5089 J17,,,  -  -    ,0195304152 (alk. paper);0195304160 (pbk. : alk. paper);9780195304152;9780195304169;9780195304152;9780195304169,From the kitchen to the parlor : language and becoming in African American women's hair care / Lanita Jacobs-Huey.,
i12933685,"London, UK ; New York, NY, USA : Bloomsbury Academic, an imprint of Bloomsbury Publishing Plc, 2017.;©2017",307.1216 F947,,,  -  -    ,9781474224161 hardcover;1474224164 hardcover;9781474224154 paperback : $29.95;1474224156 paperback,Remaking cities : an introduction to urban metrofitting / Tony Fry.,ONLY PRATT
i12933739,"Armonk, NY : Sharpe Focus, ©2008.",299.3113 K89,,,  -  -    ,9780765681058;0765681056,"Egyptian myth : a treasury of legends, art, and history / Ann Kramer.",ONLY PRATT
i1293379x,"London, UK ; New York, NY, USA : Bloomsbury Academic, an imprint of Bloomsbury Publishing Plc, 2017.;©2017",307.76 M178,,,  -  -    ,9781474220712 (paperback);1474220711 (paperback);9781474220729 (hardback);147422072X (hardback);40026950006,Cities in time : temporary urbanism and the future of the city / Ali Madanipour.,ONLY PRATT
i12933831,"Cambridge, Massachusetts : The MIT Press, [1990];©1990",609.73 T255T2,,,  -  -    ,0262660679;9780262660679;0262660490 (pbk.);9780262660495;0262660490,"Technology in America : a history of individuals and ideas / edited by Carroll W. Pursell, Jr.",X
i12934410,"Berkeley, CA : Counterpoint, 2017.;©2017",277.30092 S558,,,  -  -    ,9781619029538 (hardcover);1619029537 (hardcover);40027423756,And your daughters shall prophesy : stories from the byways of American women and religion / Adrian Shirk.,X
i12934768,"London, England : Laurence King Publishing, 2017.;©2017",686.224 H997,,,  -  -    ,1780679750 (pbk.);9781780679754 (pbk.),How to draw type and influence people : an activity book / Sarah Hyndman.,ONLY PRATT
i12934951,"Zürich : Lars Müller Publisher ; Cambridge, MA : Harvard University Graduate School of Design, [2017].;©2017",307.76 E84U,,,  -  -    ,9783037783818 (pbk.);3037783818;9783037783818,Ethics of the urban : the city and the spaces of the political / edited by Mohsen Mostafavi.,X
i12934987,"New York : Abrams Image, 2017.;©2017",391.0019 S761W,,,  -  -    ,9781419727078;1419727079,Worn in New York : 68 sartorial memoirs of the city / Emily Spivack.,ONLY PRATT
i12935116,"San Francisco : Chronicle Books, [2017]",070.509 B194,,,  -  -    ,9781452158655 paperback;1452158657 paperback,Chronicle Books : the first 50 years / written by Julianne Balmain ; introduction by Jack Jensen.,ONLY PRATT
i12935761,"Oxford ; New York : Oxford University Press, 2010.",573.8717 B814,,,  -  -    ,9780199551200 (hbk.);0199551200,Do fish feel pain? / Victoria Braithwaite.,
i12935797,"Cambridge, Massachusetts : The MIT Press, [2017]",363.728 O32,,,  -  -    ,9780262036733 hardcover ; alkaline paper;0262036738 hardcover ; alkaline paper,Waste is information : infrastructure legibility and governance / Dietmar Offenhuber ; foreword by Carlo Ratti.,ONLY PRATT
i12935815,"Cambridge, Mass. : Blackwell, 1996.",304.23 S683,,,  -  -    ,1557866740 (alk. paper);9781557866745 (alk. paper);1557866759 (alk. paper);9781557866752 (alk. paper),Thirdspace : journeys to Los Angeles and other real-and-imagined places / Edward W. Soja.,X
i12935827,"New York : Terreform, Inc., [2016]",321.9 B573,,,  -  -    ,9780996004145;0996004149,"Beyond the square : urbanism and the Arab uprisings / Deen Sharp and Claire Panetta, editors.",ONLY PRATT
i12935852,"Cheshire, Conn. : Graphics Press, ©2001.",001.4226 T914,,,  -  -    ,0961392142;9780961392147;9781930824133;1930824130,The visual display of quantitative information / Edward R. Tufte.,X
i12936285,"Cambridge, UK ; Malden, MA, USA : Polity, 2017.",362.1 B291,,,  -  -    ,9780745691091 (hardcover ; alk. paper);0745691099 (hardcover ; alk. paper);9780745691107 (pbk. ; alk. paper);0745691102 (pbk. ; alk. paper),"Health inequality : an introduction to concepts, theories and methods / Mel Bartley.",X
i1293639x,"Charlotte, N.C. : KoSa, ©1999.",677 D554,,,  -  -    ,0967007100;9780967007106,Dictionary of fiber & textile technology.,X
i12936455,"Berlin : Edition Brusberg, 2001.",578.4 B478,,,  -  -    ,,"Fernando Botero, Harald Metzkes : ""naturaleza muerta oder stilles Leben"" : Bilder und Blätter 1955-2001 : Ausstellung vom 8. September bis 3. November 2001, Galerie Brusberg Berlin / Texte von Fernando Botero [and others].",ONLY PRATT
i12936613,"New York : Scribner, 2017",641.59 H314,,,  -  -    ,9781501125904 (hardcover);1501125907 (hardcover);9781501125928 (pbk.);1501125923 (pbk.),My soul looks back : a memoir / Jessica B. Harris.,X
i12936637,"Cambridge ; New York : Cambridge University Press, 2007.",174.95 P613,,,  -  -    ,9780521873208 (hbk.);0521873207 (hbk.);9780521694810 (pbk.);0521694817 (pbk.),"The honest broker : making sense of science in policy and politics / Roger A. Pielke, Jr.",
i12936674,"New York : William Morrow, an imprint of HarperCollins Publishers, 2014.",613.69 W814,,,  -  -    ,9780062378071 (pbk.);0062378074 (pbk.),"SAS survival handbook : the ultimate guide to surviving anywhere / John ""Lofty"" Wiseman.",ONLY PRATT
i12936698,"Vancouver ; Berkeley : Figure 1, [2016];©2016",333.7315 A917,,,  -  -    ,9781927958797 (hardcover);1927958792 (hardcover),"Placemakers : emperors, kings, entrepreneurs : a brief history of real estate development / Herb Auerbach with Ira Nadel.",ONLY PRATT
i12937332,"Bristol, UK : Intellect, 2017.;©2017",629.47 K79,,,  -  -    ,9781783207428 (paperback);1783207426 (paperback),Picturing the cosmos : a visual history of early Soviet space endeavor / Iina Kohonen ; translation: Albion Butters and Tiina Hyytiäinen ; foreword by Slava Gerovitch.,ONLY PRATT
i12937769,"Minneapolis : University of Minnesota Press, ©2010.",306.01 T737,,,  -  -    ,9780816655977 (hc ; alk. paper);0816655979 (hc ; alk. paper);9780816655984 (pb ; alk. paper);0816655987 (pb ; alk. paper),"Toward a sociology of the trace / Herman Gray and Macarena Gómez-Barris, editors.",
i12938956,"New York : OR Books, 2015.;©2015",331.544 R823,,,  -  -    ,9781682190043 paperback;1682190048 paperback;9781682190050 e-book,"The Gulf : high culture, hard labor / edited by Andrew Ross (for Gulf Labor).",ONLY PRATT
i1293897x,"Bloomington : Indiana University Press, ©1994.",155.3443 L378,,,  -  -    ,0253316812 (cloth ; alk. paper);9780253316813 (cloth ; alk. paper);0253208785 (pbk. ; alk. paper);9780253208781 (pbk. ; alk. paper),The practice of love : lesbian sexuality and perverse desire / Teresa de Lauretis.,X
i12942066,"New York : Facts on File, 2002.",595.4 P942S,,,  -  -    ,081605214X;9780816052141,Spiders of the world / Rod & Ken Preston-Mafham.,ONLY PRATT
