Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i11118635,"Cambridge, Harvard University Press, 1964.",070.50942 S896C,0,,  -  -    ,,"Dr. Johnson's printer; the life of William Strahan, by J. A. Cochrane.",
i11118726,"New York, Harcourt, Brace & World [1961]",305.40973 S878H,1,,  -  -    ,,Morning star: a biography of Lucy Stone.,
i11118738,"New York, Harcourt, Brace & World [c1965]",381.45 S824R,0,,  -  -    ,,Wise men fish here; the story of Frances Steloff and the Gotham Book Mart [by] W.G. Rogers.,
i11118817,"New York, London, Harper and Brothers, 1923.",658.314 T241C,2,,  -  -    ,,"Frederick W. Taylor, father of scientific management, by Frank Barkley Copley ...",
i11118829,"New York, London, Harper and Brothers, 1923.",658.314 T241C,0,,  -  -    ,,"Frederick W. Taylor, father of scientific management, by Frank Barkley Copley ...",
i11119007,"New York, N.Y. : J. Aronson, c1981.",616.8914 P895,2,,  -  -    ,876684835,Practical problems of a private psychotherapy practice / compiled and edited by George D. Goldman and George Strickler.,
i11119044,"New York, London, Whittlesey house, McGraw-Hill book company, inc. [1943]",647.94 T245,3,,  -  -    ,,"Chicken every Sunday; my life with mother's boarders, by Rosemary Taylor.",
i11119445,"Evanston, IL : Northwestern University Press, c1988.",302.234 M649,8,,  -  -    ,0810107910;0810107929 (pbk.),Boxed in : the culture of TV / Mark Crispin Miller.,X
i11119470,"Reading, Mass. : Addison-Wesley, c1988.",621.382 S927,15,,  -  -    ,201095181,"First principles of discrete systems and digital signal processing / Robert D. Strum, Donald E. Kirk.",X
i1111972x,[New York] Macmillan [1969],070.92 S954,2,,  -  -    ,,"A long row of candles; memoirs and diaries, 1934-1954 [by] C. L. Sulzberger.",
i11119949,"Chicago, Ill. : Planners Press, American Planning Association, c1987.",338.973 S797,12,,  -  -    ,0918286468 (pbk.),The State and local industrial policy question / edited by Harvey A. Goldstein.,ONLY PRATT
i11120332,"Armonk, N.Y. : M.E. Sharpe, Inc., 1988.",370.952 L989,9,,  -  -    ,873324692,Educational achievement in Japan : lessons for the West / Richard Lynn.,X
i1112040x,"New York : E.P. Dutton, c1989.",636.8 N568,7,,  -  -    ,0525247092;0525484302 (pbk.),Cat condominiums and other feline furniture / George Ney with Susan Sherman Fadem ; foreword by Ellen Sawyer.,ONLY PRATT
i11120630,"New Haven, Yale university press; London, H. Milford, Oxford university press, 1933.",300.973 S956K,0,,  -  -    ,,"Reminiscences (mainly personal) of William Graham Sumner, by A. G. Keller.",
i11120745,"New York, H. Holt and company, 1925.",300.973 S956S,8,,  -  -    ,,"William Graham Sumner, by Harris E. Starr.",
i11121142,"New York, Reynal & Hitchcock [c1936]",266 S982B,0,,  -  -    ,,"Fighting angel; portrait of a soul, by Pearl S. Buck ...",
i11121257,"New York : Wiley, c1988.",621.382 H419,8,,  -  -    ,471629472,Digital communications / Simon Haykin.,
i11121476,"New York : Wiley, c1988.",621.38153 O89N,2,,  -  -    ,471850683,Noise reduction techniques in electronic systems / Henry W. Ott.,
i11121488,"New York : Wiley, c1988.",621.4021 M829,4,1,  -  -    ,471895768,"Fundamentals of engineering thermodynmaics / Michael J. Moran, Howard N. Shapiro.",ONLY PRATT
i11121531,"New York : Wiley, c1988.",620.0044 B279C,3,,  -  -    ,047183663X,Construction measurements / B. Austin Barry.,ONLY PRATT
i11121543,"Boston : Allyn and Bacon, c1988.",537.5 L861,0,,  -  -    ,0205111416;0205114091 (International),Introduction to physical electronics / Karl E. Lonngren.,ONLY PRATT
i11122055,"[Swarthmore, Pa.] : Swarthmore College, c1986.",378.748 S973W,1,,  -  -    ,,Swarthmore College : an informal history / by Richard J. Walton.,
i11122225,"New York : Wiley, c1987.",624.068 A549,2,,  -  -    ,471861898,"Project manpower management : decision-making processes in construction practice / S.D. Anderson, R.W. Woodhead.",ONLY PRATT
i11122249,"Brooklyn, N.Y. (300 Jay St., Brooklyn 11201) : Technical College Press, c1986.",607.1 N532F,24,,  -  -    ,,City Tech : the first 40 years / by Harvey Frommer.,ONLY PRATT
i11122365,"New York : McGraw-Hill, c1988.",621.3815 Y22,12,,  -  -    ,70722382,Microelectronic devices / Edward S. Yang.,
i11122377,"New York : Elsevier, c1989.",620 F715,4,,  -  -    ,044401330X,"Forensic engineering / editor, Kenneth L. Carper.",X
i11122456,"Gloucester, Mass. : Peter Smith, 1976.",293 G864,4,,  -  -    ,844621684,Teutonic mythology / by Jacob Grimm ; translated from the fourth edition with notes and appendix by James Steven Stallybrass.,
i11122468,"Gloucester, Mass. : Peter Smith, 1976.",293 G864,2,,  -  -    ,844621684,Teutonic mythology / by Jacob Grimm ; translated from the fourth edition with notes and appendix by James Steven Stallybrass.,
i1112247x,"Gloucester, Mass. : Peter Smith, 1976.",293 G864,3,,  -  -    ,844621684,Teutonic mythology / by Jacob Grimm ; translated from the fourth edition with notes and appendix by James Steven Stallybrass.,
i11122535,"Philadelphia : Temple University Press, c1987.",230.046 L695B,4,1,  -  -    ,087722479X,Liberation theology : essential facts about the revolutionary movement in Latin America--and beyond / Phillip Berryman.,X
i11122699,"New York, McGraw-Hill [1967]",347.7326 W287K,0,,  -  -    ,,Earl Warren; a political biography.,
i11122766,"Garden City, N.Y., Doubleday, Page & Company, 1916.",378.111 W317S,1,,  -  -    ,,"Booker T. Washington, builder of a civilization, by Emmett J. Scott and Lyman Beecher Stowe; illustrated from photographs.",
i11122791,"New York, Fleming H. Revell [1916]",378.111 W317R,1,,  -  -    ,,"The life and times of Booker T. Washington, by B.F. Riley ... introd. by Edgar Y. Mullins.",
i11124015,"[Washington, D.C.] : National Endowment for the Humanities : [Supt. of Docs., U.S. G.P.O., distributor, 1987]",001.3 C518,5,,  -  -    ,,American memory : a report on the humanities in the nation's public schools / Lynne V. Cheney.,X
i11124052,"London ; Boston : Butterworths, 1988.",363.11 K64,2,,  -  -    ,408026960,Learning from accidents in industry / Trevor Kletz.,X
i11124271,"Tulsa, Okla. : PennWell Books, c1983.",659.1 S121,8,,  -  -    ,878142401,Advertising management : its role in marketing / William Sachs.,ONLY PRATT
i11124386,"Englewood Cliffs, N.J., Prentice-Hall [1969]",378.111 W317T,2,,  -  -    ,4.95,Booker T. Washington.,
i11124428,"Columbus : C.E. Merrill Pub. Co., c1984.",659.2 S462,7,,  -  -    ,675201047,The practice of public relations / Fraser P. Seitel.,
i11124556,"Boston : Houghton Mifflin Co., c1982.",658.8 F383,10,,  -  -    ,395316960,"Fundamentals of marketing / O.C. Ferrell, William M. Pride.",
i11124751,"New York, Dodd, Mead [1972]",378.111 W317B,2,,  -  -    ,396065147,"Young Booker; Booker T. Washington's early days, by Arna Bontemps.",
i1112538x,"Alexandria, Va. : Time-Life Books, c1988.",697 H765,1,,  -  -    ,0809462443;0809462451 (lib. bdg.),Home heating & cooling.,ONLY PRATT
i11125433,"Newbury Park, Calif. : Sage Publications, c1988.",302.234 M489,14,,  -  -    ,0803930488;0803930496 (pbk.),"Media, myths, and narratives : television and the press / James W. Carey, editor.",X
i11125573,"New York, Knopf, 1968 [c1967]",335.1 W365M,0,1,  -  -    ,,"Beatrice Webb; a life, 1858-1943 [by] Kitty Muggeridge & Ruth Adam.",
i11125585,"Boston, Little, Brown [1956]",609.73 W618G,0,,  -  -    ,,Eli Whitney and the birth of American technology.,
i11125718,"New York, Longmans, Green [1948]",335.1 W365W,1,1,  -  -    ,,"Our partnership, ed. by Barbara Drake [and] Margaret I. Cole.",
i11125731,"Brooklyn, Theo. Gaus' Sons [1962]",413.028 W382K,1,,  -  -    ,,The rainbow in the sky: concerning Noah Webster and his dictionary.,X
i11125755,"New York, Harcourt, Brace and Company [1946]",335.1 W365C,0,1,  -  -    ,,Beatrice Webb.,
i11125822,"[Syracuse, N.Y.] Syracuse University Press, 1961.",335.5 T459S,0,,  -  -    ,,"Norman Thomas, respectable rebel.",
i11125834,"New York, Knopf, 1970 [c1969]",301.0943 W375M,2,,  -  -    ,7.95,The iron cage: an historical interpretation of Max Weber.,
i11125858,"Gretna, La. : Pelican Pub. Co., 1989.",016.7416 S651N,12,,  -  -    ,0882896962;0882896970 (special deluxe ed.),Jessie Willcox Smith : a bibliography / by Edward D. Nudelman.,X
i11128379,"New York : Philosophical Library, ©1961.",001 S413,2,,  -  -    ,,Pilgrimage to humanity / Albert Schweitzer; Translated by Walter E. Stuermann.,
i11128409,"New York, Harper [1947]",610.967 S413SE,1,,  -  -    ,713609486,Albert Schweitzer: the man and his mind; with 30 illus. from photos.,
i11128471,"New York : Ballantine Books, c1961.",616.8914 W348,4,1,  -  -    ,,"Psychotherapy, East & West / Alan W. Watts.",
i11128483,"New York : Bantam Books ; 1971, c1969.",150.1982 P452GE,5,,  -  -    ,553104705,Gestalt therapy verbatim / Frederick S. Perls ; compiled and edited by John O. Stevens.,
i11128653,"Garden City, N.Y., Doubleday, 1956.",510.92 W647W,1,,  -  -    ,,"I am a mathematician, the later life of a prodigy; an autobiographical account of the mature years and career of Norbert Wiener and a continuation of the account of his childhood in Ex-prodigy.",
i11129062,"New York, Harcourt, Brace and company [1943]",629.1309 W952KE,2,,  -  -    ,,"The Wright brothers, by Fred C. Kelly, a biography authorized by Orville Wright.",
i11129189,"New York, Peter Smith, 1941.",323.445 Z54R,3,,  -  -    ,,"John Peter Zenger, his press, his trial and a bibliography of Zenger imprints, by Livingston Rutherfurd; also a reprint of the first edition of the trial.",
i11129347,"Norwood, MA : Artech House, c1988.",621.3848 H845,5,,  -  -    ,890062714,Introduction to sensor systems / S.A. Hovanessian.,X
i11130015,"St. Louis : C.V. Mosby, 1984.",611.002 V653,140,,  -  -    ,801652448,"Photographic atlas of the human body / Branislav Vidic, Faustino R. Suarez.",
i11130076,"London ; New York : Academic, 1989.",006.6 I617,21,,  -  -    ,122861604,An Introduction to ray tracing / editor Andrew Glassner.,
i1113057x,"Palm Harbor, Fla. : MBA Press, c1988.",658.4038 B916,10,,  -  -    ,962118907,The IRM revolution : blueprint for the 21st century / by Milt Bryce & Tim Bryce.,ONLY PRATT
i11130787,"Washington, DC : Congress of the U.S., Office of Technology Assessment : For sale by the Supt. of Docs., U.S. G.P.O., 1987-<1989 >",660.6 N532,1,,  -  -    ,,New developments in biotechnology.,
i11131081,"[Kennedy Space Center?, Fla. : John F. Kennedy Space Center?, 1986]",629.478 K36K,8,,  -  -    ,,The Kennedy Space Center story.,
i11131871,"New York : J. Aronson, c1982.",616.8914 F595,6,,  -  -    ,876684967,Techniques of brief psychotherapy / Walter V. Flegenheimer.,
i11131950,"New York, NY : Simon & Schuster, c1987-",071.05 P981,,,  -  -    ,0896-2197,The Pulitzer Prizes.,
i11131962,"New York, NY : Simon & Schuster, c1987-",071.05 P981,,,  -  -    ,0896-2197,The Pulitzer Prizes.,
i11132280,"Boston : Houghton Mifflin, c1988.",658.4 V252,27,,  -  -    ,395433711,Contemporary management / David D. Van Fleet.,
i11132437,"London : Von Hunersdorff, [198-]",016.712 V946,7,,  -  -    ,,"Gardens, horticulture, floral art / Richard von Hunersdorff.",ONLY PRATT
i11133302,"New York : Wiley, c1989.",650.1 B531,4,,  -  -    ,047161808X,Dinosaur brains : dealing with all those impossible people at work / Albert J. Bernstein and Sydney Craft Rozen.,X
i11133521,"London ; New York : Elsevier Applied Science, c1988.",624.1513 S681,3,,  -  -    ,185166209X,Soft soil stabilization using geosynthetics / edited by R.M. Koerner.,ONLY PRATT
i11134094,"New York : Holt, Rinehart and Winston, c1988.",621.39 K35,20,,  -  -    ,30019486,Operational amplifier circuits : theory and applications / E.J. Kennedy.,ONLY PRATT
i11134434,"New York : McGraw-Hill, c1989.",681.2 M649F,6,,  -  -    ,70420467,Flow measurement engineering handbook / R.W. Miller.,
i11134495,"New York : Feminist Press at the City University of New York, c1988.",376.65 K19,5,,  -  -    ,0935312862;0935312870 (pbk.),Get smart! : a woman's guide to equality on campus / Montana Katz and Veronica Vieland.,X
i11134586,"New York, N.Y. : Industrial Press, c1987-",670 P258,4,,  -  -    ,0831111755 (v. 1),Industrial control handbook / E.A. Parr.,X
i11134598,"New York, N.Y. : Industrial Press, c1987-",670 P258,2,1,  -  -    ,0831111755 (v. 1),Industrial control handbook / E.A. Parr.,X
i1113463x,"New York : McGraw-Hill, c1986.",690.028 F453,3,,  -  -    ,70079323,"Field inspection handbook : an on-the-job guide for construction inspectors, contractors, architects, and engineers / Dan S. Brock, editor ; Lystre L. Sutcliffe, Jr., associate editor.",X
i11134665,"Englewood Cliffs, N.J. : Prentice Hall, c1989.",621.382 S461,4,,  -  -    ,136384048,Optoelectronics for technicians and engineering / Robert G. Seippel.,X
i11134677,"New York : Crown, c1989.",030 S622,2,,  -  -    ,517572605,"What are the chances? : risks, odds, and likelihood in everyday life / Bernard Siskin, Jerome Staller, David Rorvik.",X
i11134811,"New York : Wiley, c1989.",670.285 U46,0,,  -  -    ,471611891,"Microcomputer applications in manufacturing / A. Galip Ulsoy, Warren R. DeVries.",X
i11134823,"New York : Marcel Dekker, c1989.",519.233 N497,3,,  -  -    ,0824782836 (alk. paper),Structured stochastic matrices of M/G/1 type and their applications / Marcel F. Neuts.,X
i11134835,"New York : McGraw-Hill, c1988.",620.004 C319,4,,  -  -    ,70101485,"Product assurance principles : integrating design assurance and quality assurance / Eugene R. Carrubba, Ronald D. Gordon.",X
i11134902,"New York : J. Wiley, c1988.",537.6 V833,23,,  -  -    ,047182884X,Fields and electrodynamics : a computer-compatible introduction / Pieter B. Visscher.,X
i11134963,"New York : Harper & Row, c1989.",658.4092 Z22,3,,  -  -    ,0060161051 : $19.95,The managerial mystique : restoring leadership in business / Abraham Zaleznik.,X
i11135013,"New York, N.Y. : Industrial Press, c1987.",620.0044 K35,1,,  -  -    ,0831111496 : $24.95,"Inspection and gaging : a training manual and reference work that discusses the place of inspection in industry ... / Clifford W. Kennedy, Edward G. Hoffman, Steven D. Bond.",ONLY PRATT
i11135037,"New York : Wiley, c1989.",670.427 P475,,,  -  -    ,471600717,Industrial automation : circuit design and components / David W. Pessen.,X
i11135323,"Berkeley, Calif. : Osborne/McGraw-Hill, c1982.",658.472 P822,1,,  -  -    ,931988721,Trade secrets : how to protect your ideas and assets / by James Pooley ; illustrations by James E. Hummell.,X
i11135335,"New York : Wiley, c1988.",547.84 E38,0,,  -  -    ,471608963,"Electrical and electronic properties of polymers : a state-of- the-art compendium / editor, Jacqueline I. Kroschwitz.",ONLY PRATT
i11135347,"New York : M. Dekker, c1989.",658.4034 H357,0,,  -  -    ,0824780396 (alk. paper),Introduction to the mathematics of operations research / Kevin J. Hastings.,X
i11135736,"New York : McGraw-Hill, 1987.",659.1 R835,6,,  -  -    ,70539073,"Advertising and promotion management / John R. Rossiter, Larry Percy.",
i1113575x,"Stillwater, OK, Lacebark Publications, 1985, c1983.",635.9 W581,2,,  -  -    ,961310901,"Know it and grow it, 'II': a guide to the identification and use of landscape plants / by Carl E. Whitcomb.",ONLY PRATT
i11135797,"Cambridge, Mass. : Ballinger Pub. Co., 1988.",338.6 B644,1,,  -  -    ,887300650,Employee ownership : revolution or ripoff? / Joseph Raphael Blasi.,
i11135839,"Boston, Mass. : Harvard Business School Press, c1989.",658.8 C797G,5,,  -  -    ,875842216,"Going to market : case studies in industrial distribution / E. Raymond Corey, Frank V. Cespedes, V. Kasturi Rangan.",ONLY PRATT
i1113592x,"London ; New York : McGraw-Hill, c1988.",659 H326,9,,  -  -    ,77070798,Practical advertising and publicity : effective promotion of products and services to industry and commerce / Norman A. Hart.,ONLY PRATT
i11135931,"London ; New York : Methuen, 1987.",302.234 F541,21,,  -  -    ,0416924301 (pbk.);0416924409 (hard),Television culture / John Fiske.,X
i11135967,"San Diego : Academic Press, c1989.",621.38152 S556,3,,  -  -    ,0126400458 (alk. paper),Semiconductor silicon crystal technology / Fumio Shimura.,X
i11136327,"Philadelphia : Running Press, c1974.",611 G779AN,45,,  -  -    ,0914294490;0914294083 (pbk.),"Anatomy, descriptive and surgical / by Henry Gray ; edited by T. Pickering Pick and Robert Howden.",X
i11136406,"Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1984.",658.575 P248,7,,  -  -    ,521257964,New product development in engineering : a comparison of the British and West German machine tool industries / Stephen T. Parkinson.,X
i11136443,"New York : Wiley, c1989.",620.0045 G877,1,,  -  -    ,047163820X,A primer of reliability theory / Doris Lloyd Grosh.,X
i11137034,"Alexandria, Va. : Time-Life Books, c1977.",643.7 T5829,12,,  -  -    ,,Kitchens and bathrooms / by the editors of Time-Life Books.,X
i11137095,"New York : Pantheon Books, 1989.",305.55 E33,6,,  -  -    ,394566925,Fear of falling : the inner life of the middle class / by Barbara Ehrenreich.,
i11137228,"New York : Springer-Verlag, c1988.",624.1776 G697,7,1,  -  -    ,387965858,Analysis of shells and plates / Phillip L. Gould.,
i11137241,"[Alexandria, Va.] : Stonehenge, in association with the American Museum of Natural History, c1982.",621.382 S791,11,,  -  -    ,0867060131;0867060646 (lib. bdg.);0867060336 (retail ed.),Discovering communications / by John Stansell.,ONLY PRATT
i11137290,"New York : S.D. Scott Printing Co., 1983, c1977.",658.1512 S741,6,,  -  -    ,,Speaking out on annual reports : commentaries on the organization and creation of annual reports / as compiled by the S.D. Scott Printing Co.,ONLY PRATT
i11137447,"New York : Neal-Schuman Publishers, c1988.",363.31 W519,3,,  -  -    ,1555700217 (pbk.),Trust your children : voices against censorship in children's literature / by Mark I. West.,ONLY PRATT
i1113768x,"New York : Wiley, c1989.",650.0285 S525,63,,  -  -    ,471601144,Designing intelligent front ends for business software / Dan Shafer.,ONLY PRATT
i1113785x,"New York : McGraw-Hill, c1989.",624.25 J22,4,1,  -  -    ,007032333X,"Bridge analysis by microcomputer / Leslie G. Jaeger, Baidar Bakht.",X
i11138361,"Cincinnati, Ohio : Writer's Digest Books, c1989.",652.5 B218,4,,  -  -    ,898793483,Word processing secrets for writers / Michael A. Banks & Ansen Dibell.,ONLY PRATT
i11138403,"Chicago, Ill. : Thomas More Press, c1988.",231 G794,9,,  -  -    ,883472341,God in popular culture / Andrew Greeley.,X
i11138415,"Chicago : Science Research Associates, c1985.",003 T253,4,,  -  -    ,057421495X (pbk.),"Structured analysis methods for computer information systems / Lavette C. Teague, Jr., Christopher W. Pidgeon.",ONLY PRATT
i1113849x,"New York : Crossroad, 1988.",299.7 V413,9,,  -  -    ,824508785,Imagine ourselves richly : mythic narratives of North American Indians / Christopher Vecsey.,
i11138750,"Berkeley : University of California Press, c1988.",330.952 I79,17,,  -  -    ,0520062884 (alk. paper);0520062892 (pbk. : alk. paper),Japan Inc. : an introduction to Japanese economics : the comic book / Shotaro Ishinomori ; translated by Betsey Scheiner ; with an introduction by Peter Duus.,X
i11139080,"New York : PEN American Center, c1988.",363.31 D369,3,,  -  -    ,934638098,Liberty denied : the current rise of censorship in America / Donna A. Demac ; preface by Arthur Miller ; foreword by Walter Karp.,
i11139456,"Englewood Cliffs, N.J. : Prentice-Hall, c1988.",004.6 M129,3,,  -  -    ,134739760,Internetworking computer systems : interconnecting networks and systems / John McConnell.,X
i1113950x,"New York : Praeger, 1985.",657 T589,8,,  -  -    ,0275917584 0030016576,Paper prophets : a social critique of accounting / by Tony Tinker.,X
i11139705,"[Cambridge, MA.] : The MIT Press, [1982, c1957]",501 S623,4,,  -  -    ,262690047,The Tao of science : an essay on Western knowledge and Eastern wisdom / R. G. H. Siu.,
i11139870,"[Oxford, England] : Oxford University Press ; [New York] : Cambridge University Press, 1989.",220.5206 B582R,0,,  -  -    ,0195294076;9780195294071;0521151368 (Cambridge);9780521151368 (Cambridge);0798208848;9780798208840;0798208899;9780798208895;0798208856;9780798208857;0521507235 (CAMBRIDGE UNIVERSITY PRESS);9780521507233 (CAMBRIDGE UNIVERSITY PRESS);0191012106;9780191012105;0191012084;9780191012082,The Revised English Bible.,X
i1114001x,"Chicago : Science Research Associates, c1983.",658.4038 M165,4,,  -  -    ,574214100,"Management information systems / Raymond McLeod, Jr.",
i11140070,"New York : McGraw-Hill, c1989.",621.38152 Z24,15,,  -  -    ,0070727007;0070727015 (solutions manual),Semiconductor devices / Mauro Zambuto.,X
i11140665,"New York : Wiley, c1990.",384.51 R328,11,,  -  -    ,471622435,Satellite communications : the first quarter century of service / David W.E. Rees.,X
i11141141,"New York : Macmillan ; London : Collier Macmillan Publishers, c1986.",621.382 H111,2,,  -  -    ,29488605,Digital satellite communications / Tri T. Ha.,
i11141190,"Englewood Cliffs, N.J. : Prentice-Hall, c1988.",621.382 S628,12,,  -  -    ,132119390,Digital communications : fundamentals and applications / Bernard Sklar.,X
i11141219,"New Brunswick, N.J., U.S.A. : Transaction Publishers, c1990.",338.04 G798,7,,  -  -    ,887382908,Black entrepreneurship in America / Shelley Green and Paul Pryde.,
i11141645,"Oxford [Oxfordshire] : Clarendon Press ; New York : Oxford University Press, 1986.",519.2 G864,4,,  -  -    ,0198532644 (pbk.);0198532725,"Probability : an introduction / Geoffrey Grimmett, Dominic Welsh.",X
i11141839,"New York : Oxford University Press, 1988.",297 E77,11,,  -  -    ,0195043987 (alk. paper);0195043995 (pbk. : alk. paper),Islam : the straight path / John L. Esposito.,X
i11141980,"New York : Community Service Society of New York, 1989.",307.336 W436,0,,  -  -    ,,"Worlds apart : housing, race/ethnicity, and income in New York City, 1978-1987 / by Phillip Weitzman in association with the Dept. of Research, Policy and Program Development.",X
i11142054,"Cambridge, Mass. : MIT Press, c1988.",621.367 H464,9,,  -  -    ,262081660,Image synthesis : elementary algorithms / Gerard Hegron ; translated by David Beeson.,X
i11142893,"San Francisco : Fine Arts Museums of San Francisco Portland : Portland Art Museum, Oregon Art Institute ; New York : Rizzoli, 1989.",391.0944 D419,1,2,  -  -    ,0847811395 (Rizzoli),"New look to now : French haute couture, 1947-1987 / Stephen de Pietri and Melissa Leventon with contributions by Katell le Bourhis, Marie Andree Jouve, Caroline Rennolds Milbank.",
i1114290x,"San Francisco : Fine Arts Museums of San Francisco Portland : Portland Art Museum, Oregon Art Institute ; New York : Rizzoli, 1989.",391.0944 D419,24,2,  -  -    ,0847811395 (Rizzoli),"New look to now : French haute couture, 1947-1987 / Stephen de Pietri and Melissa Leventon with contributions by Katell le Bourhis, Marie Andree Jouve, Caroline Rennolds Milbank.",
i11143071,"New York : Wiley, 1988.",006.6 A583,6,,  -  -    ,470211644,High-resolution computer graphics using Pascal / Ian O. Angell and Gareth Griffith.,X
i11143101,"Blue Ridge Summit, PA : Windcrest Books, 1988.",652.5 W924MO,21,,  -  -    ,083069384X (pbk.),Mastering WordPerfect 5.0 / by Donna M. Mosich.,ONLY PRATT
i11143137,"Harmondsworth, Middlesex, England ; New York : Penguin Books, 1982.",070.573 B716,4,1,  -  -    ,0140060715 (pbk.),Under cover : an illustrated history of American mass-market paperbacks / by Thomas L. Bonn ; foreword by John Tebbel.,X
i11143149,"Harmondsworth, Middlesex, England ; New York : Penguin Books, 1982.",070.573 B716,2,,  -  -    ,0140060715 (pbk.),Under cover : an illustrated history of American mass-market paperbacks / by Thomas L. Bonn ; foreword by John Tebbel.,X
i11143241,"Farmington Hills, Mich. : Home Planners, Inc., 1989.",690.869 H765,14,2,  -  -    ,918894670,"Home plans for solar living / [produced and designed by the Compage Company ; editorial director, Philip Alan Cecchettini ; managing editor, Jessie Wood ; writer, Bob Beckstrom].",X
i11143472,"Harmondsworth, Penguin, 1971.",170 P718,22,1,  -  -    ,0140440941 L.0.35; ($1.85 U.S.),Gorgias; translated (from the ancient Greek) with an introduction by Walter Hamilton.,X
i11143903,"New York : Simon & Schuster, 1989, c1988.",353.0084 P485,39,,  -  -    ,067168373X,On borrowed time : how the growth in entitlement spending threatens America's future / Peter G. Peterson and Neil Howe.,X
i11143988,"Drexel Hill, PA : Published by the author, 1986.",016.7415 L574,2,1,  -  -    ,,Comic art : an international bibliography / by John A. Lent.,ONLY PRATT
i11144191,"Littleton, CO : F.B. Rothman, 1988.",342.747 C324,0,,  -  -    ,837704596,New York State Constitution : sources of legislative intent / Robert Allan Carter.,
i11144385,"New York : Doubleday, 1989.",500 A832A,1,,  -  -    ,385263457,Asimov on science : a 30-year retrospective / Isaac Asimov.,X
i11144415,"San Francisco : Fine Print : Bedford Arts, 1989.",686.22 F495,11,,  -  -    ,0960729011;096072902X (soft);0938491164 (Bedford Arts);0938491172 (Bedford Arts : soft),"Fine print on type : the best of Fine print magazine on type and typography / edited by Charles Bigelow, Paul Hayden Duensing, Linnea Gentry.",X
i11144439,"San Francisco : Fine Print : Bedford Arts, 1989.",686.22 F495,3,,  -  -    ,0960729011;096072902X (soft);0938491164 (Bedford Arts);0938491172 (Bedford Arts : soft),"Fine print on type : the best of Fine print magazine on type and typography / edited by Charles Bigelow, Paul Hayden Duensing, Linnea Gentry.",X
i11144713,"New York, NY : AMACOM, American Management Association, c1989.",658.3 B534,8,,  -  -    ,814459048,The manager's desk reference / Cynthia Berryman-Fink.,
i1114483x,"New York : McGraw-Hill, c1990",339 M129,61,,  -  -    ,007045521X,"Macroeconomics : principles, problems, and policies / Campbell R. McConnell, Stanley Brue.",ONLY PRATT
i11144841,"New York : McGraw-Hill, c1988.",658.15 S298,25,,  -  -    ,007055112X,"Introduction to financial management / Lawrence D. Schall, Charles W. Haley.",ONLY PRATT
i11144919,"New York : Harper & Row, c1989.",658.81 D249,5,,  -  -    ,60161809,Total customer service : the ultimate weapon / William H. Davidow and Bro Uttal.,
i1114502x,"New York : Pantheon Books, 1989.",659.104 S897,16,,  -  -    ,039455292X,Satisfaction guaranteed : the making of the mass market / Susan Strasser.,X
i1114516x,"New York, Sierra Club-Ballantine Book [1971, c1970]",508.759 C372,6,,  -  -    ,345023536,"Everglades. Selections from the writings of Peter Matthiessen. Essay by John G. Mitchell. Edited, with an introd., by Paul Brooks.",
i11145262,"Cambridge, Mass. : MIT Press, c1989.",629.892 R6669,2,,  -  -    ,262111357,"The Robotics review 1 / edited by Oussama Khatib, John J. Craig, and Tomas Lozano-Perez.",X
i11145286,"New York : Summit Books, c1989.",635.93 C556,6,,  -  -    ,671662201,In search of lost roses / Thomas Christopher.,
i11145523,"New York : Pharos Books, c1989.",395 M379M,6,,  -  -    ,088687551X,Miss Manners' guide to the turn-of-the-millennium / by Judith Martin ; illustrated by Gloria Kamen.,X
i1114595x,"Englewood Cliffs, N.J. : Prentice Hall, 1990.",658.5 L742,54,,  -  -    ,134873157,"Manufacturing technology / John Robert Lindbeck, Molly W. Williams, Robert M. Wygant ; contributing authors, Paul V. Engelmann, Nancy H. Steinhaus.",
i11145961,"Englewood Cliffs, N.J. : Prentice Hall, 1990.",658.5 L742,13,,  -  -    ,134873157,"Manufacturing technology / John Robert Lindbeck, Molly W. Williams, Robert M. Wygant ; contributing authors, Paul V. Engelmann, Nancy H. Steinhaus.",
i11146060,"Albany : State University of New York Press, c1984.",179.4 R877,7,1,  -  -    ,0873957768;0873957776 (pbk.),"Of mice, models, and men : a critical evaluation of animal research / Andrew N. Rowan.",X
i11146266,"Washington, DC : Congress of the United States, Office of Technology Assessment : For sale by Supt. of Docs., U.S. G.P.O., [1989]",629.47 R859,1,,  -  -    ,,Round trip to orbit : human spaceflight alternatives : special report.,X
i11146369,"New York : M. Dekker, c1989.",620.0045 M174,2,,  -  -    ,0824780752 (alk. paper),Purchasing and quality / R. Max McRobb.,ONLY PRATT
i11146527,"New York : Marcel Dekker, c1989.",660.6 H111,4,,  -  -    ,0824778812 (alk. paper),Experimental design in biotechnology / Perry D. Haaland.,X
i11146783,"New York : Wiley, c1985.",651.8 H662,14,,  -  -    ,471805629,Office automation : tools and methods of system building / V. Douglas Hines.,ONLY PRATT
i11147210,"Blue Ridge Summit, PA : Tab Books, c1986.",621.38 S635,4,,  -  -    ,0830629246 (pbk.),Introduction to telecommunications systems / P.H. Smale.,ONLY PRATT
