Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i11086579,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",515.0245 P868,7,,  -  -    ,135611849,"Mathematical methods / Merle C. Potter, Jack Goldberg.",
i11086580,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",621.38173 H481,12,,  -  -    ,133808335,Handbook of practical I.C. circuits / Harry L. Helms.,X
i11086634,"New York : Hemisphere Pub. Corp., c1988.",690.22 H236,2,,  -  -    ,0891168230 (Hemisphere Pub. Corp.),"Handbook of radon in buildings : detection, safety, and control / Mueller Associates, Inc., SYSCON Corporation, Brookhaven National Laboratory ; under the direction and authority of the United States Department of Energy, Office of Environmental Analysis.",X
i11086683,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",530.141 N218,0,,  -  -    ,132641933,Elements of engineering electromagnetics / Nannapaneni Narayana Rao.,
i11086750,"Englewood Cliffs, N.J. : Prentice-Hall, c1986.",621.3817 A435,12,,  -  -    ,835945871,"Microelectronics / Charles L. Alley, Kenneth W. Atwood.",
i1108683x,"New York : Oxford University Press, 1988.",573 E61,7,,  -  -    ,195206215,The Environment of life / [edited by] Colin Tudge.,
i11086919,"New York : Oxford University Press, 1987.",658.4038 E53,6,,  -  -    ,0195043928 (alk. paper),Management information systems : the critical strategic resource / James C. Emery.,X
i11087067,"New York, N.Y. : Times Books, c1988.",551.22 H529,11,,  -  -    ,812916166,The coming quake : science and trembling on the California earthquake frontier / T.A. Heppenheimer.,X
i11087080,"New York, New York : Facts on File Publications, 1984.",510 F311,10,,  -  -    ,871969904,Mathematics / Irene Fekete & Jasmine Denyer.,
i11087158,"Englewood Cliffs, N.J. : Prentice/Hall International, c1987.",620.11 R264,7,1,  -  -    ,0139020993;0139020810 (pbk.),The technology and applications of engineering materials / Martyn S. Ray.,ONLY PRATT
i11087730,"New York, N.Y. : Yourdon Press, c1981.",003 F589,49,,  -  -    ,0917072227 (pbk.),Fundamental concepts of information modeling / by Matt Flavin.,ONLY PRATT
i11088084,"New York : Prentice Hall Press, 1987.",643.7 T583,13,,  -  -    ,139216367,Time-Life Books complete home repair manual.,X
i11088096,"Westbury, N.Y. : J.L. Wilkerson Pub. Co., [1986].",370.973 L674,2,,  -  -    ,0915253038 : $18.95,"Achieving excellence in our schools-- by taking lessons from America's best-run companies / James Lewis, Jr.",X
i11088102,"New York : Plenum Press, c1988.",620.11297 S596,10,,  -  -    ,306429594,Superconductors : conquering technology's new frontier / Randy Simon and Andrew Smith.,X
i11088114,"New York, NY : American Management Association, c1987.",658.11 M571,3,,  -  -    ,0814458955;0814476805,The new venture handbook : everything you need to know to start and run your own business / Ronald E. Merrill and Henry D. Sedgwick.,X
i11088126,"London ; Boston : Allen & Unwin, 1986.",627 C432,16,,  -  -    ,0046270035 (alk. paper);0046270043 (pbk. : alk. paper),"Hydraulics in civil engineering / A.J. Chadwick, J.C. Morfett.",X
i11088175,"New York : W.W. Norton, c1988.",550 C647,3,1,  -  -    ,393019527,Oasis in space : Earth history from the beginning / Preston Cloud.,X
i11088527,"New York : Morrow, c1988.",523.101 F394,15,,  -  -    ,688058892,Coming of age in the Milky Way / Timothy Ferris.,
i11088746,"Englewood Cliffs, N.J. : Prentice-Hall, c1988.",621.39 D578,7,,  -  -    ,139427317,VLSI engineering / Thomas E. Dillinger.,
i11088783,"Lawrence, Kan. : Ergosyst Associates, c1987.",363.18 S281,7,,  -  -    ,916313131,"VDT health and safety : issues and solutions / Elizabeth Scalet ; T.F.M. Stewart, consulting editor ; Kate McGee, research associate.",X
i11088874,"Chichester, West Sussex, England : E. Horwood ; New York : Distributed by Halsted Press, 1987.",620.0042 I71N,3,,  -  -    ,0470208031 (Halsted Press : lib. bdg.);0745801013 (E. Horwood : lib. bdg.);0745801714 (E. Horwood : student ed.),"Numerical methods in engineering and applied science : numbers are fun / B. Irons, N.G. Shrive.",X
i11089209,"New York : Academic Press, c1978.",541.39 H224,0,,  -  -    ,123219507,Principles of chemical kinetics / Gordon G. Hammes.,
i11089313,"Sparkford : Haynes, 1987.",623.746 B827,24,,  -  -    ,854295828,Supersonic fighter development / Roy Braybrook.,X
i11089672,"New York : Free Press, 1988.",155.92 S886,37,,  -  -    ,29316200,Solitude : a return to the self / Anthony Storr.,X
i11089738,"New York : H. Holt, c1988.",591.56 E42,3,,  -  -    ,805007024,The female animal / Irene Elia.,
i11089763,"Oxford [Oxfordshire] ; Boston : Blackwell Scientific Publications, 1987.",536.23 H646,10,,  -  -    ,632017163,Heat conduction / James M. Hill & Jeffrey N. Dewynne.,
i11089799,"New York : Prentice Hall Press, c1988.",658.022 M269,13,,  -  -    ,0138130809;0135518881 (pbk.),Mancuso's small business resource guide / Joseph R. Mancuso.,ONLY PRATT
i11090741,"New York, Harper & Row [c1962]",509 T724,19,,  -  -    ,,The architecture of matter [by] Stephen Toulmin [and] June Goodfield.,
i11090832,"New York: Distributed by Crown Publishers, c1976.",333.72 M953J,4,1,  -  -    ,517526387,John Muir's America / photos. by Dewitt Jones ; text by T. H. Watkins.,X
i11090856,"London, Allen and Unwin [1964]",382.45687 A221,0,,  -  -    ,,"Shops and shopping, 1800-1914; where, and in what manner the well-dressed Englishwoman bought her clothes.",X
i11090911,"London, Barrie and Rockliff [1964]",261.1 G641,4,,  -  -    ,,The Popes.,
i11090935,"London, Oxford University Press, 1951.",220.52 B58S,11,,  -  -    ,,"Bible. English. Oxford Bible. Selections. 1951.;The shorter Oxford Bible, abridged and edited by G. W. Briggs, G. B. Caird [and] N. Micklem.",
i11091186,"New York, American Heritage Pub. Co.; book trade distribution by McGraw-Hill [1974]",340.0973 S899,6,,  -  -    ,0070557497 0070793859 (deluxe),"The American heritage history of the law in America. Editor: Alvin M. Josephy, Jr.",X
i11091228,"New York : Harcourt Brace Jovanovich, c1981.",345.0523 T829,1,,  -  -    ,151769028,Mrs. Harris : the death of the Scarsdale diet doctor / Diana Trilling.,X
i11091721,"New York : Springer Verlag, 1979.",005.43 L773,6,,  -  -    ,,Fundamentals of operating systems / A. M. Lister.,
i11091952,"Los Angeles : J.P. Tarcher ; New York : Distributed by St. Martin's Press, c1986.",327.172 S446,5,,  -  -    ,0874774071 (pbk.),Securing our planet : how to succeed when threats are too risky and there's really no defense / edited by Don Carlson and Craig Comstock.,X
i11092609,"New York : Holt, Rinehart and Winston, c1985.",670.92 H893D,42,,  -  -    ,30418461,Citizen Hughes / Michael Drosnin.,X
i11092749,"New York : Knopf, 1980.",391.0973 V228,2,,  -  -    ,,Little Gloria ... happy at last / Barbara Goldsmith.,X
i11092968,"New York : Random House, c1978.",309.1497 D643,3,,  -  -    ,0394425383 : $10.00,The Yugoslavs / by Dusko Doder.,X
i11093043,"Northvale, N.J. : J. Aronson, c1988.",296.19 K19,3,,  -  -    ,876689268,Night tales of the Shammas / Michael Jay Katz.,X
i11093493,"New York : Wiley, c1987.",621.3678 E37,40,,  -  -    ,471848107,Introduction to the physics and techniques of remote sensing / Charles Elachi.,
i11093973,"Cambridge, Mass. : Belknap Press of Harvard University Press, 1987-1991.",390.09 H673,9,,  -  -    ,0674399757 (v. 1 : alk. paper);9780674399754 (v. 1 : alk. paper),"Histoire de la vie privée. English.;A history of private life / Philippe Ariès and Georges Duby, general editors.",X
i11094011,"New York : Macmillan, c1988.",658.022 S945,7,,  -  -    ,26144905,The Macmillan small business handbook / Mark Stevens.,X
i11094059,"New York : Random House, c1978.",364.15 K35,2,,  -  -    ,394402731,"The assassination of Robert F. Kennedy : a searching look at the conspiracy and cover-up, 1968-1978 / William W. Turner, John G. Christian.",
i11094394,"New York : McGraw-Hill, c1986.",621.38043 C284,10,,  -  -    ,007009960X;0070099618 (solutions manual),Communication systems : an introduction to signals and noise in electrical communication / A. Bruce Carlson.,X
i11094552,"London, U.K. : P. Peregrinus Ltd on behalf of the Institution of Electrical Engineers, c1986.",621.380283 W144,5,,  -  -    ,0863410545 (pbk.),Introduction to antennas & propagation / James R. Wait.,X
i11095052,"Hawthorne, NJ, Career Press, c1988.",659.1 A244,24,,  -  -    ,934829306,Advertising career directory / editor-in-chief: Ronald W. Fry.,
i11095222,"Berkeley : University of California Press, 1971, c1969.",193 W831zF,7,1,  -  -    ,520018370,Wittgenstein's conception of philosophy / K. T. Fann ; [with enlarged selected addenda to bibliography].,
i11095738,"Chester, Conn. : Globe Pequot, c1988.",302.234 M696,10,,  -  -    ,0871067706 (pbk.),"Making it in the media professions : a realistic guide to career opportunities in newspapers, magazines, books, television, radio, the movies, and advertising / by Leonard Mogel.",X
i1109574x,"Berkeley, Calif. : Ten Speed Press, 1988.",613 R864,3,,  -  -    ,0898152232 (pbk.);0898152240 (hard),"Your home, your health, and well-being / by David Rousseau, W.J. Rea, Jean Enwright.",ONLY PRATT
i11095969,"San Francisco : Chronicle Books, 1988.",659.196292 A512,12,,  -  -    ,0877014515 (cloth),American car graffiti. English.;The American automobile : advertising from the antique and classic eras / edited and compiled by Yasutoshi Ikuta.,ONLY PRATT
i11096202,"Englewood Cliffs, N.J. : Prentice-Hall, c1986.",515.0285 E26,,,  -  -    ,013112319X (pbk.),"Calculus and the personal computer / C.H. Edwards, Jr.",X
i11096275,"New York : Wiley, c1988.",629.475 F911,8,,  -  -    ,0471625930 (pbk.),Starsailing : solar sails and interstellar travel / Louis Friedman.,X
i11096305,"Emmaus, Pa. : Rodale Press, c1987.",628.53 L159,3,,  -  -    ,0878577122 (pbk.);0878576975 (hard),"Radon : the invisible threat : what it is, where it is, how to keep your house safe / Michael Lafavore.",X
i11096615,"New York : Dover Publications, 1988.",531.09 D866,22,,  -  -    ,0486656322 (pbk.),A history of mechanics / by Rene Dugas ; foreword by Louis de Broglie ; translated into English by J.R. Maddox.,X
i11096664,"Boston : Focal Press, c1987.",384.55 B658,3,,  -  -    ,0240517563 (pbk.),Primetime : network television programming / Richard A. Blum and Richard D. Lindheim.,X
i11096743,"New York : Dover Publications, 1988, c1975.",537 S524,4,,  -  -    ,0486656608 (pbk.),The electromagnetic field / Albert Shadowitz.,X
i11096780,"San Francisco : Chronicle Books, 1985, c1984.",629.222 V789,35,,  -  -    ,0877013578 (pbk.);0877013543,Vintage Volkswagens / photography by FLAT 4 Project.,ONLY PRATT
i11096846,"New York : St. Martin's Press, 1985.",355.03 G255,1,,  -  -    ,312708238,Searching for world security : understanding global armament and disarmament / Curt Gasteyger.,X
i11096949,"Washington : Urban Mass Transportation Administration ; Springfield, Va. : Available through the National Technical Information Service, 1976.",380.5 A216,3,,  -  -    ,,"Urban design and usage factors of paratransit vehicles and facilities / Ronald Adams, George Hildebrand.",ONLY PRATT
i11096962,"Letchworth, Hertfordshire, England : Research Studies Press ; New York : J. Wiley [distributor], c1987.",621.48 H288,1,,  -  -    ,0863800572;0471916285 (Wiley),Principles of nuclear science and engineering / A.A. Harms.,X
i11097036,"New York : Dover Publications, 1976.",658.827 A512,22,,  -  -    ,048623259X,"American trademark designs : a survey with 732 marks, logos, and corporate-identity symbols / [compiled] by Barbara Baer Capitman.",X
i11097280,"New York : Simon and Schuster, c1988.",363.50973 W445,1,,  -  -    ,0671638696 : $18.95,Where we live : a social history of American housing / Irving Welfeld.,X
i11097292,"Beverly Hills, Calif. : Sage Publications, 1988.",338.604 E19,3,,  -  -    ,0803931840;0803931859 (pbk.),"Economic restructuring and political response / Robert A. Beauregard, editor.",X
i11097395,"New York : Oxford University Press, 1987, c1986.",574 E93,30,,  -  -    ,195205324,The Evolution of life / edited by Linda Gamlin and Gail Vines.,
i11097449,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",621.3 B499,8,,  -  -    ,134813839,"Introduction to electric energy devices / F. Robert Bergseth, Subrahmanyam S. Venkata.",X
i11097772,"Boston : Academic Press, [1987]",511.3 S173,0,,  -  -    ,0126157502 (alk. paper),Formal languages / Arto Salomaa.,ONLY PRATT
i11098144,"Amsterdam ; New York : Elsevier ; New York, NY, U.S.A. : Distributors in the U.S. and Canada, Elsevier Science Pub. Co., 1987.",660.28 R824,2,,  -  -    ,0444428364 (U.S.);0444428372 (U.S. : pbk.),Computer programming examples for chemical engineers / George Ross.,ONLY PRATT
i11098156,"Amsterdam ; New York : Elsevier, 1986.",660.281 W454,0,,  -  -    ,0444427007 (U.S.),The art of chemical process design / G.L. Wells and L.M. Rose.,ONLY PRATT
i11098399,New York : Van Nostrand Reinhold 1985.,621.38 S645,2,,  -  -    ,534033822,Digital transmission systems / David R. Smith.,
i11098624,"Washington : Hemisphere Pub. Corp., c1987.",512.9434 K91,19,,  -  -    ,891166467,Matrices for engineers / Allan D. Kraus.,X
i11099239,"New York, N.Y. : Dorset House, c1986.",658.4092 W423,4,,  -  -    ,0932633021 (pbk.),Becoming a technical leader : an organic problem-solving approach / Gerald M. Weinberg ; foreword by Ken Orr.,X
i11099240,"New Haven, Conn. : Yale University Press, c1988.",236 M134,17,,  -  -    ,300043465,Heaven : a history / Colleen McDannell and Bernhard Lang.,
i11099653,"Philadelphia : Temple University Press, 1988.",342.730853 F853,3,,  -  -    ,0877225435 (alk. paper),"Freedom at risk : secrecy, censorship, and repression in the 1980s / edited by Richard O. Curry.",X
i11099872,"Cambridge, Eng. : Pevensey Press, 1982.",378.42 H178C,1,,  -  -    ,907115098 (hard cover);907115101 (paperback),Cambridge / text by Michael Hall ; with photographs by Ernest Frankl.,
i11099896,"Cambridge, England : Pevensey Press, 1983.",378.42 H178,2,,  -  -    ,0907115128 (pbk.),Oxford / text by Michael Hall ; with photographs by Ernest Frankl.,ONLY PRATT
i11100291,"[Washington] : American Council on Education [in association with the] Education Commission of the States, 1988.",370.193 O158,3,,  -  -    ,,One-third of a nation / a report of the Commission on Minority Participation in Education and American Life.,
i11100667,"Boulder : Colorado Associated University Press, c1977.",523.7 S684,2,,  -  -    ,8718007105,The Solar output and its variation / edited by Oran R. White.,X
i11101155,"London : Pitman ; New York : Watson Guptill, 1978.",666.4 W877,7,,  -  -    ,0823033856 (Watson Guptill),"Oriental glazes : their chemistry, origins, and re-creation / Nigel Wood.",X
i11101179,"Englewood Cliffs, N.J. : Prentice-Hall, c1980.",658.3 S912,5,,  -  -    ,136578098,"Personnel, the human problems of management / George Strauss, Leonard R. Sayles.",
i11101180,"New York : Harper & Row, c1987.",526.9 M695,9,,  -  -    ,60445548,"Surveying / Francis H. Moffitt, Harry Bouchard.",
i11101313,"New York : McGraw-Hill, c1987.",621.3817 M655M2,15,,  -  -    ,007042330X;0070423318 (solutions manual),"Microelectronics / Jacob Millman, Arvin Grabel.",X
i11101465,"Boston : Houghton Mifflin, c1985.",620.106 R638,6,,  -  -    ,395357128,Engineering fluid mechanics / John A. Roberson and Clayton T. Crowe.,
i11101672,"New York, Hillary House, 1957.",193 B917zC,2,,  -  -    ,,Martin Buber.,
i11101854,"New York : Holt, Rinehart and Winston, [1977] c1968.",306.76 C932,12,,  -  -    ,30224519,The naked civil servant / Quentin Crisp ; pref. by Michael Holroyd.,
i11101970,"New York, Time, inc. [1964]",500 M328,5,,  -  -    ,,"The scientist, by Henry Margenau, David Bergamini, and the editors of Life.",
i11101982,"New York : Wiley, c1989.",517.382 R826I4,53,,  -  -    ,471098817,Introduction to ordinary differential equations / Shepley L. Ross.,
i11102378,"Glenview, Ill. : Scott, Foresman, c1984.",330 B995,14,,  -  -    ,673166260,"Economics / Ralph T. Byrns, Gerald W. Stone.",
i11102391,"Firenze, Camera di commercio, industria, artigianato e agricoltura, 1970.",380.06 B251,6,,  -  -    ,,Il bicentenario della Camera di commercio fiorentina. 1770-1970.,
i11102743,"New York, Time, inc. [1964]",574.994 B493,12,,  -  -    ,,"The land and wildlife of Australia, by David Bergamini and the editors of Life.",
i1110353x,"San Francisco : Chronicle Books, 1988.",598.34 I88,18,2,  -  -    ,877015236,The white egret / Shingi Ito.,
i11103607,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",620.0042 W667,13,,  -  -    ,0132779897 (pbk.),Engineering design : project guidelines / Alan D. Wilcox.,X
i11103930,"Chichester [West Sussex] ; New York : Wiley, c1987.",621.380414 H187,9,,  -  -    ,047191410X (pbk.),Fibre optic systems / Pierre Halley ; translated by John C.C. Nelson.,X
i1110451x,"Alexandra, Va. : Time-Life Books, c1987.",643.7 W765,13,,  -  -    ,0809462168;0809462176 (lib. bdg.),Windows & doors.,
i11104776,"Cambridge, Mass. : Harvard University Press, 1988.",153 J68,8,,  -  -    ,674156153,The computer and the mind : an introduction to cognitive science / P.N. Johnson-Laird.,X
i11105379,"Boston : Little, Brown, c1988.",183 S678S,8,,  -  -    ,316817589,The trial of Socrates / I.F. Stone.,
i11105422,"New York : Prentice Hall, c1988.",005.43 K29,10,,  -  -    ,0136380409;0136380328 (pbk.),Operating systems : communicating with and controlling the computer / Laurie S. Keller.,X
i11105483,"San Francisco : Chronicle Books, c1988.",070.50285 H613,10,,  -  -    ,0877015651 (pbk.),Introduction to desktop publishing : a guide to buying and using a desktop publishing system / David Hewson.,ONLY PRATT
i11106268,"Cambridge, Mass., Harvard University Press, 1969.",371.3078 O29,7,,  -  -    ,,"Run, computer, run; the mythology of educational innovation. An essay by Anthony G. Oettinger. With the collaboration of Sema Marks.",
i11106542,"New York, Longmans, Green, 1951.",370.15 W893,2,,  -  -    ,,The psychology of teaching.,
i11106694,"New York, Columbia university press [1944]",320.51 M645M,0,,  -  -    ,,Autobiography of John Stuart Mill.,
i11106761,"[Ann Arbor, Mich.? : National Center for Research to Improve Postsecondary Teaching and Learning], c1986.",378.1 O68,3,,  -  -    ,,The Organizational context for teaching and learning : a review of the research literature / Marvin W. Peterson ... [et al.].,
i11107418,"New York : Longman, c1983.",338.9 S927,3,,  -  -    ,0582283841 (pbk.),The Struggle for economic development : readings in problems and policies / edited by Michael P. Todaro.,X
i11107583,"Philadelphia, London, J. B. Lippincott Company, 1935.",305.52 L524D,0,,  -  -    ,,"King Lehr"" and the gilded age, by Elizabeth Drexel Lehr; with extracts from the locked diary of Harry Lehr; with 32 illustrations.
i11107716~New York, Macmillan [1963]~371.1 H891~21~~""  -  -    ",
i11107765,"New York, McGraw-Hill [1973]",370.78 V224,3,,  -  -    ,70668825,Understanding educational research: an introduction [by] Deobold B. Van Dalen.,
i11107789,"Homewood, Ill. : Dow Jones-Irwin, [1985?]",650.0285 T175,6,,  -  -    ,870946536,"Planning for integrated office systems : a strategic approach / Tapscott, Henderson, and Greenberg.",X
i11108137,"New York, Macmillan, 1954.",320.51 M645P,3,,  -  -    ,,The life of John Stuart Mill. With a pref. by F. A. Hayek.,X
i11108897,"New York : Wiley, c1989.",659.2 S255,15,2,  -  -    ,471609366,"Image wars : protecting your company when there's no place to hide / by Stan Sauerhaft, Chris Atlkins.",X
i11108927,"New York, The Modern Library [1934]",291.13 B933,13,,  -  -    ,,Bulfinch's mythology; the age of fables; The age of chivalry; Legends of Charlemagne.,
i11108964,"New York : Times Books, 1988.",323.44 B792,3,,  -  -    ,812918010,Article 19 world report 1988 / by Kevin Boyle.,X
i11109063,"New York, N.Y., The American Historical Society, Inc., 1937.",303.484 M921H,3,,  -  -    ,,"The greatest American woman, Lucretia Mott, by Lloyd C.M. Hare.",
i11109166,"Cambridge, Harvard University Press, 1958.",303.484 M921C,1,,  -  -    ,,Lucretia Mott.,
i11109373,"New York : Prepared for the Pratt Institute, Center for Community and Environmental Development, [1982].",363.580974 D317,5,1,  -  -    ,,Impact of a housing voucher program on New York City's population / by Frank F. De Giovanni and Mary E. Brooks ; with Ron Shiffman and Brian T. Sullivan.,ONLY PRATT
i11109683,"New York, Arno Press, 1968.",287 P346,2,,  -  -    ,,Recollections of seventy years.,
i11109725,"New York, St. Martin's Press [1969]",509.2 O62R,7,1,  -  -    ,5.95,The story of J. Robert Oppenheimer.,X
i11109786,"Boston, Little, Brown [1969]",384.54 K33,2,,  -  -    ,8.95,Prime time; the life of Edward R. Murrow.,
i11110119,"New York, Scribner [1969]",509.2 O62RA,6,1,  -  -    ,5.95,Oppenheimer [by] I. I. Rabi [and others],
i11110387,"New York, Harper & Row [1969]",509.2 O62S,5,,  -  -    ,10,"The Oppenheimer case; security on trial, by Philip M. Stern with the collaboration of Harold P. Green. With a special commentary by Lloyd K. Garrison.",
i11110661,Teaneck [N.J.] Fairleigh Dickinson University Press [1971],509.2 P949P,3,1,  -  -    ,0838678310 $10.00,Autobiography of Joseph Priestley. Memoirs written by himself. An account of further discoveries in air. Introd. by Jack Lindsay.,
i11110673,"New York, Oxford university press, 1937.",152.322 F929,6,1,  -  -    ,,"Pavlov and his school; the theory of conditioned reflexes, by Professor Y. P. Frolov ...",
i11110715,"New York, Reynal & Hitchcock [c1938]",274.1 P314G,0,,  -  -    ,,I follow Saint Patrick [by] Oliver St. John Gogarty.,
i11111422,"New Haven, Yale University Press, 1969.",307.7609 Y17,5,,  -  -    ,300011512 (pbk.) 4.95,Nineteenth-century cities; essays in the new urban history. Edited by Stephan Thernstrom and Richard Sennett.,
i11111434,"Boston, Allyn and Bacon [1969]",370.1 G846,5,,  -  -    ,,Introduction to philosophy of education.,
i1111146x,"New York, Macmillan [1964]",370.73 D511,0,,  -  -    ,,The experience of student teaching.,
i11111471,"Guilford, Conn. : Dushkin Pub. Group, c1982.",150 T136,2,,  -  -    ,0879673834 (pbk.),"Taking sides, clashing views on controversial psychological issues / edited, selected, and with introductions by Joseph Rubinstein, Brent D. Slife.",X
i11111549,"Philadelphia, Lippincott, 1957 [c1956]",289.6 P412P,1,,  -  -    ,,William Penn; a biography.,
i11111586,"New York, Putnam [1967]",002.075 P552M,0,,  -  -    ,,"Portrait of an obsession; the life of Sir Thomas Phillipps, the world's greatest book collector; adapted by Nicolas Barker from the five volumes of Phillipps studies by A. N. L. Munby.",
i11111690,"Harmondsworth ; Baltimore [etc.] : Penguin, 1976.",305.56 J77,1,,  -  -    ,140551034,Outcast London : a study in the relationship between classes in Victorian society / Gareth Stedman Jones.,
i11111732,"Chicago, Ill. : Planners Press, c1988.",333.337 D489,1,,  -  -    ,918286557,"Development impact fees : policy rationale, practice, theory, and issues / edited by Arthur C. Nelson.",X
i11112621,"Boston, Little, Brown [1967-1969]",192 R961Au,4,,  -  -    ,,The autobiography of Bertrand Russell.,
i11112633,"Boston, Little, Brown [1967-1969]",192 R961Au,1,,  -  -    ,,The autobiography of Bertrand Russell.,
i11112645,"Boston, Little, Brown [1967-1969]",192 R961Au,1,,  -  -    ,,The autobiography of Bertrand Russell.,
i11112876,Chichester : Horwood ; New York : Wiley 1988.,621.436 A244,2,,  -  -    ,0745801307;0470211423 (U.S.),"Advanced diesel engineering and operation / editor-in-chief, Sam D. Haddad.",ONLY PRATT
i11112967,"New York, Scribner [1967]",071 P981S,0,,  -  -    ,,"Pulitzer, by W. A. Swanberg.",
i11113121,"Boston, Houghton Mifflin, 1969.",192 R961D,2,,  -  -    ,5.95,"Dear Bertrand Russell ... a selection of his correspondence withthe general public, 1950-1968. Introduced and edited by Barry Feinberg and Ronald Kasrils.",
i11113297,"New York : Wiley, c1988.",621.381 S819,0,,  -  -    ,471633011,Vibration analysis for electronic equipment / Dave S. Steinberg.,
i11113418,"Cleveland, World Pub. Co. [1960]",002.023 R813W,0,,  -  -    ,,Rosenbach; a biography.,
i11113455,"New York, Harper & Row [1966]",384.54 S246L,3,,  -  -    ,,"David Sarnoff, a biography.",
i1111356x,"Ithaca, N.Y., Cornell University Press [1962]",338.47674 S129G,1,,  -  -    ,,"Biography of a businessman: Henry W. Sage, 1814-1897.",
i11113571,"New York, Harcourt, Brace and Company [c1931]",194 R864J,2,,  -  -    ,,"Jean-Jacques Rousseau, by Matthew Josephson.",
i11113686,"New York : J. Aronson, c1979.",616.92 M214,0,1,  -  -    ,876683715,"The selected papers of Margaret S. Mahler, M.D.",ONLY PRATT
i11115117,"New York : Scribner, 1944.",191 S233S,0,,  -  -    ,,Persons and places : the background of my life / by George Santayana.,X
i11115142,"New York, G. Braziller [1963]",191 S233C,2,,  -  -    ,,Santayana: the later years; a portrait with letters.,
i11115221,"New York, Macmillan [1968-73]",194 R864C,0,1,  -  -    ,,"Jean-Jacques Rousseau, by Lester G. Crocker.",
i11115233,"New York, Macmillan [1968-73]",194 R864C,2,,  -  -    ,,"Jean-Jacques Rousseau, by Lester G. Crocker.",
i11115245,"New York, Macmillan [1968-73]",194 R864C,3,,  -  -    ,,"Jean-Jacques Rousseau, by Lester G. Crocker.",
i11115257,"New York, Harcourt, Brace & World [1967]",070.92 R324,,,  -  -    ,,The lost revolutionary; a biography of John Reed [by] Richard O'Connor [and] Dale L. Walker.,
i11115294,"New York, Harcourt, Brace & World [1970, c1969]",629.2222 R396R,0,1,  -  -    ,,Louis Renault; a biography [by] Anthony Rhodes. With a foreword by Lord Montagu of Beaulieu.,
i1111535x,"New York, Simon and Schuster, 1958 [c1957]",192 R961W,1,,  -  -    ,,"Bertrand Russell, the passionate skeptic; a biography.",
i1111552x,"New York, Holt, Rinehart and Winston c1970.",613.94 S225D,5,,  -  -    ,0030818443 7.50,Margaret Sanger; pioneer of the future.,X
i11115543,"New York, Simon and Schuster, 1956.",192 R961R,2,,  -  -    ,,"Portraits from memory, and other essays.",
i11115610,"New York : W.H. Freeman, c1989.",628.535 B838,2,,  -  -    ,716720299,Radon : risk and remedy / David J. Brenner.,X
i11115737,"New York, G. P. Putnam's Sons, 1913.",332.1094 R847B,3,,  -  -    ,,"The romance of the Rothschilds, by Ignatius Balla.",
i11116237,"Washington City : Published by the Smithsonian Institution Press for the National Portrait Gallery, 1988.",384.54 H496,7,,  -  -    ,874744997,On the air : pioneers of American broadcasting / by Amy Henderson.,X
i11117047,"Englewood Cliffs, N.J. : Prentice-Hall, c1988.",333.3 B847,20,,  -  -    ,131620665,"The complete manual of land planning and development / William E. Brewer, Charles P. Alter.",X
i11117424,"London, Routledge & K. Paul; New York, Columbia U.P., 1966.",194 R864GU,2,,  -  -    ,L.5,Jean-Jacques Rousseau; translated from the French by John and Doreen Weightman.,X
i11117436,"London, Routledge & K. Paul; New York, Columbia U.P., 1966.",194 R864GU,1,,  -  -    ,L.5,Jean-Jacques Rousseau; translated from the French by John and Doreen Weightman.,X
i11117734,"New York, London, Harper & Brothers [1915]",324.6 S534S,0,,  -  -    ,,"The story of a pioneer, by Anna Howard Shaw ... with the collaboration of Elizabeth Jordan; illustrated from photographs.",
i11117746,"New York, Harper [1960]",610.967 S413C,1,,  -  -    ,,Dr. Schweitzer of Lambarene. With photos. by Clara Urquhart.,
i11117758,"New York, Philosophical Library [1966]",610.967 S413M,1,,  -  -    ,,"An understanding of Albert Schweitzer, by George N. Marshall.",
i1111776x,"New York, Harper & Row [c1964]",610.967 S413PI,4,,  -  -    ,,"The life and thought of Albert Schweitzer, by Werner Picht. Translated from the German by Edward Fitzgerald.",
i11117771,"New York, H. Holt and company [c1933]",610.967 S413AU,3,,  -  -    ,,"Out of my life & thought; an autobiography, translated by C.T. Campion.",
i11117795,"New York, Harper [c1955]",610.967 S413A,0,,  -  -    ,,"The world of Albert Schweitzer, a book of photographs by Erica Anderson. With text and captions by Eugene Exman.",
i11118143,"Cambridge, Mass., Sci-Art Publishers [1962]",610.967 S413R,10,,  -  -    ,,"In Albert Schweitzer's realms, a symposium.",X
i11118192,"New York, Appleton-Century-Crofts [1954]",266 S487M,3,,  -  -    ,,The long road of Father Serra.,
i11118283,"New York, London, Harper & brothers [c1922]",324.6 S792S,1,,  -  -    ,,"Elizabeth Cady Stanton as revealed in her letters, diary and reminiscences, ed. by Theodore Stanton and Harriot Stanton Blatch, illustrated from photographs ...",
i11118581,"New York, Statler Foundation [1968]",647.94 S797M,0,,  -  -    ,,"Statler, America's extraordinary hotelman.",X
