Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i12539934,"New York : Bonanza Books : Distributed by Crown, 1984.",599 B963,,,  -  -    ,0517447436;0517249456,North American mammals / text by Barbara Burn ; foreword by James Doherty.,ONLY PRATT
i12542969,"New York : Alfred A. Knopf, 2014.;©2014",363.25 U58M,,,  -  -    ,9780307962959 (hardcover : alk. paper);0307962954 (hardcover : alk. paper);9780307962966 (ebook),The burglary : the discovery of J. Edgar Hoover's secret FBI / Betty Medsger.,X
i12543007,"New York : Basic Books, [2013]",305.800973 J77,,,  -  -    ,9780465036707 (hbk.);0465036708 (hbk.);9780465069804 (ebk.),A dreadful deceit : the myth of race from the colonial era to Obama's America / Jacqueline Jones.,X
i12543044,,199.7 M187,,,  -  -    ,9781607322221 (cloth : alk. paper);1607322226 (cloth : alk. paper);9781607322238 (ebook),Aztec philosophy : understanding a world in motion / James Maffie.,
i12543925,"New York : W.W. Norton & Co., 2012.",362.592092 S495,,,  -  -    ,9780393088908 (hardcover);0393088901 (hardcover);40021501130,A free man : a true story of life and death in Delhi / Aman Sethi.,X
i12544322,"New York : Skira Rizzoli ; Museum of the City of New York, 2013.",391.0973 B972S,,,  -  -    ,9780847841189;0847841189,"Stephen Burrows : when fashion danced / Daniela Morera, editor and art director.",X
i12546884,"Lanham, Md. : AltaMira Press, c2012.",069.097 G347,,,03-05-2018 10:37:06.0,9780759121393 (cloth : alk. paper);0759121397 (cloth : alk. paper);9780759121409 (pbk. : alk. paper);0759121400 (pbk. : alk. paper);9780759121416 (electronic);0759121419 (electronic),Starting right : a basic guide to museum planning / Gerald George and Carol Maryan-George.,
i12548194,"Lanham, Maryland : Rowman & Littlefield, [2014]",344.73093 P538,,,  -  -    ,9780759124349 (cloth : alk. paper);0759124345 (cloth : alk. paper);9780759124356 (electronic);0759124353 (electronic),"Museum law : a guide for officers, directors, and counsel / Marilyn E. Phelan.",
i12549885,"Norman : University of Oklahoma Press, 1950.",299.782 P831P,,,  -  -    ,0806122668;9780806122663,Popol vuh : the sacred book of the ancient Quiché Maya / English version by Delia Goetz and Sylvanus G. Morley from the Spanish translation by Adrián Recinos.,
i12550061,"Chazelles-sur-Lyon : Musée du chapeau ; Paris : Somogy, c1996.",391.43 B693,,,  -  -    ,2850562548;9782850562549,Le chapeau : grand art et savoir-faire / Eliane Bolomier ; photographies de Gilles Rose.,X
i1255098x,"Abingdon, Oxon ; New York : Routledge, 2014.",690 S598,,,  -  -    ,9780415702416 (hb : alk. paper);0415702410 (hb : alk. paper);9780415702423 (pb : alk. paper);0415702429 (pb : alk. paper);9781315778730 (ebook : alk. paper),Life cycle assessment / Kathrina Simonen.,X
i12552306,"[S.l. : s.n., 2008?]",321.8 L766,,,  -  -    ,9781605979205;1605979201,Public opinion / Walter Lippmann.,ONLY PRATT
i12554674,"New York : Knopf, c1998.",150.1952 F889zFRE,,,  -  -    ,0679451161 (alk. paper);9780679451167 (alk. paper),Freud : conflict and culture / edited by Michael S. Roth.,X
i12555046,"New York : Basic Books, c2001.",576.8 M474,,,  -  -    ,0465044255 (alk. paper);9780465044252 (alk. paper);0465044263 (pbk. : alk. paper);9780465044269 (pbk. : alk. paper),What evolution is / Ernst Mayr.,X
i1255554x,"Walnut Creek, CA : AltaMira Press, c2002.",374.973 F191,,,  -  -    ,0759101604 (pbk. : alk. paper);9780759101609 (pbk. : alk. paper),Lessons without limit : how free-choice learning is transforming education / John H. Falk and Lynn D. Dierking.,X
i12555587,"Princeton, NJ : Princeton University Press, c2001.",598 S627,,,  -  -    ,0691088632;9780691088631,Birds of the Seychelles / Adrian Skerrett and Ian Bullock ; illustrated by Tony Disley.,ONLY PRATT
i12555605,"London ; Sterling, Va. : Pluto Press, 2003.",338.973 P154,,,  -  -    ,0745319432 (hbk);9780745319438 (hbk);0745319424 (pbk.);9780745319421 (pbk.),"Democracy and regulation : how the public can govern essential services / Greg Palast, Jerrold Oppenheim, and Theo MacGregor.",
i12557481,"New York : Bloomsbury, 2013.",193 H811E,,,  -  -    ,9781780938189 (pbk.);1780938187 (pbk.);9781472504579 (epub);9781472504586 (epdf),Eclipse of reason / Max Horkheimer.,ONLY PRATT
i1255795x,"[New York, N.Y.] : Ralph Pucci, [2011];©2011.",391.0973 P913,,,  -  -    ,,Pratt + paper & Ralph Pucci / photographs by Antoine Bootz ; Ralph Pucci.,ONLY PRATT
i12560765,,306.484 P769,,,  -  -    ,9781409446224 (hardcover : alk. paper);1409446220 (hardcover : alk. paper);9781409446231 (ebook);9781409473053 (epub);1409446239 (ebook);9781409446231 (ebook);1409473058 (epub);9781409473053 (epub);40022724164,"Political rock / edited by Mark Pedelty and Kristine Weglarz, University of Minneota, USA.",X
i12561411,"Albany : State University of New York Press, c2000.",372.21 R454,,,  -  -    ,0791444678 (alk. paper);0791444686 (pbk. : alk. paper),Revisiting a progressive pedagogy : the developmental-interaction approach / edited by Nancy Nager and Edna K. Shapiro.,X
i1277957x,"New York : New York University Press, 1992.",305.42 K17,,,  -  -    ,0814746225;9780814746226;0814746233 (pbk.);9780814746233 (pbk.),Contemporary Western European feminism / Gisela Kaplan.,X
i12779647,"Tustin, CA : Out of Your Mind ... and Into the Marketplace, [2014];©2014",658.4012 P658,,,  -  -    ,0944205550 (pbk.);9780944205556 (pbk.),Anatomy of a business plan : the step-by-step guide to building your business and securing your company's future / Linda Pinson.,
i12782993,"[Den Haag, Netherlands] : Sakura Foundation, c2012.",158.7 A714,,,  -  -    ,9789081927727;9081927728,The cutting edge : the martial art of business / Bjørn Aris.,ONLY PRATT
i12784412,"New York : Routledge, 2013.",338.473 G578,,,  -  -    ,9780415589925 (hbk.);0415589924 (hbk.);9780203068366 (e-book);020306836X (e-book),The university and the city / by John Goddard and Paul Vallance.,ONLY PRATT
i12785027,"London : V&A Publishing, 2013.",391.709 C432,,,  -  -    ,9781851777556 (hbk.);1851777555 (hbk.),Pearls / Beatriz Chadour-Sampson with Hubert Bari.,X
i12786305,"Washington, D.C. : International Sculpture Center, [1994?]",391.0973 H551,,,  -  -    ,0963363808;9780963363800,Brilliant stories : American narrative jewelry / curated by Lloyd E. Herman.,ONLY PRATT
i12786342,"[Milan, Italy] : Edizione Condé Nast, c2010.",658.827 I17,,,  -  -    ,,"Icons / [direttore responsabile, Franca Sozzani].",
i12788302,"Athens, Ga. : University of Georgia Press, 1998.",598.092 S915,,,  -  -    ,0820320056 (pbk. : alk. paper);9780820320052 (pbk. : alk. paper),Audubon : life and art in the American wilderness / Shirley Streshinsky.,ONLY PRATT
i12788739,"Berlin : Form + Zweck, 2008.",005.437 F959,,,  -  -    ,,"Die Fühlbarkeit des Digitalen = Tangibility of the digital / [Herausgeber: Jörg Petruschat, Johann Habakuk Israel ; Redaktion: Angelika Petruschat]",
i12789410,"Deer Isle, ME : Haystack Mountain School of Crafts, 2012.;©2013",153.35 B154,,,  -  -    ,,Hiophony : the sound of humans making things / by Elisabeth Tova Bailey.,ONLY PRATT
i12789616,"New York : Vintage Books, 1994.",364.66 P924,,,  -  -    ,0679751319;9780679751311;0785753001;9780785753001,Dead man walking : an eyewitness account of the death penalty in the United States / Helen Prejean.,X
i1278980x,"New York : Hyperion, c2005.",070.92 W192,,,  -  -    ,1401300294;9781401300296;9780786888436;0786888431,Between you and me : a memoir / Mike Wallace with Gary Paul Gates.,X
i12790163,"Boston : McGraw-Hill, c2004.",028.534 H882C8,,,  -  -    ,0072562811 (alk. paper),Children's literature in the elementary school / Charlotte S. Huck ... [et al.].,ONLY PRATT
i12790850,"High Point, N.C. : Hʺafele, 1996-",683 H138CO,,,  -  -    ,,The complete Häfele : Furniture hardware.,ONLY PRATT
i1279109x,"London : Frances Lincoln, c2007.",635.092 S167,,,  -  -    ,9780711226494 (hbk.);0711226490 (hbk.),A gardener's life / the Dowager Marchioness of Salisbury ; photographs by Derry Moore.,ONLY PRATT
i12791374,"Montreal ; Toronto ; Pittsburgh : The Company, c1952.",502.84 F533,,,  -  -    ,,"Fisher's modern laboratory appliances for chemical, metallurgical, pathological laboratories.",ONLY PRATT
i12791763,"New York, N.Y. : Picador, 2014.;©2014",363.46 P775,,,  -  -    ,9780312620547 (hardcover) : $25.00;0312620543 (hardcover);9781250055842 (e-book),Pro : reclaiming abortion rights / Katha Pollitt.,X
i12791787,"Lanham : Lexington Books, 2014.",070.4499 A415,,,  -  -    ,9780739190760 (cloth : alk. paper);0739190768 (cloth : alk. paper);9780739190777 (electronic);40023903594,The African American press in World War II : toward victory at home and abroad / Paul Alkebulan.,X
i12795392,"New York : Farrar, Straus and Giroux, 2010.",204.36 S986,,,  -  -    ,9780374236762 (hc : alk. paper);0374236763 (hc : alk. paper);9780374532840 (pbk.);0374532842 (pbk.),The subtle body : the story of yoga in America / Stefanie Syman.,X
i12795975,"New Brunswick : Rutgers University Press, ©1991.",500 M869,,,  -  -    ,0813516358;9780813516356,The thermodynamics of pizza / Harold J. Morowitz.,X
i1279627x,"Newtown, CT : Taunton Press ; [Emeryville, CA] : Distributed by Publishers Group West, c2002.",684.1 C518,,,  -  -    ,1561584843;9781561584840,"Concrete countertops : designs, forms, and finishes for the new kitchen and bath / Fu-Tung Cheng with Eric Olsen ; photography by Matt Millman.",X
i12796475,"New York, New York : Princeton Architectural Press, [2014]",691.9 P451,,,  -  -    ,9781616891664 (hardback);1616891661 (hardback),"Permanent change : plastics in architecture and engineering / Michael Bell and Craig Buckley, editors.",
i12796499,"New York : Harcourt, c2001.",649.58 F793,,,  -  -    ,0156010763 (pbk.);9780156010764 (pbk.);0151006245;9780151006243;0156011557;9780156011556,Reading magic : why reading aloud to our children will change their lives forever / Mem Fox ; illustrations by Judy Horacek.,X
i12796517,"Washington, DC : American Institute of Architects Press ; Melbourne, Australia : Image Pub. Group, c1992-",690.837 A512,,,  -  -    ,1558350276 (USA);9781558350274 (USA);1875498109 (Australia);9781875498109 (Australia),The American house : design for living.,X
i12796669,"New York : J. Wiley & Sons, ©1996.",338.70973 G878,,,  -  -    ,0471143146 (cloth : alk. paper);9780471143147 (cloth : alk. paper);0471196533;9780471196532,Forbes greatest business stories of all time / by Daniel Gross and the editors of Forbes magazine.,X
i12800442,"New York, N.Y. : Historic Districts Council, c2006.",363.69097 C912,,,  -  -    ,0975408909;9780975408902,Creating an historic district : a guide for neighborhoods.,ONLY PRATT
i12800454,"New York, N.Y. : Historic Districts Council, c2006.",363.69097 C912,,,  -  -    ,0975408909;9780975408902,Creating an historic district : a guide for neighborhoods.,ONLY PRATT
i12801872,"Princeton : Princeton University Press, ©2013.",174.9005 C692,,,  -  -    ,9780691144603 (hbk. : alk. paper);0691144605 (hbk. : alk. paper);9780691144610 (pbk. : alk. paper);0691144613 (pbk. : alk. paper);40021660679,Coding freedom : the ethics and aesthetics of hacking / E. Gabriella Coleman.,X
i12802499,"NYC : 218 Press, c2013.",322.4097 S736,,,  -  -    ,9780988399716;0988399717,"Parades, parties and protests : creative resistance culture / essays and photography by Sarah Sparkles.",ONLY PRATT
i12802670,"Chicago, IL : Haymarket Books, 2014.",320.531 M442,,,  -  -    ,160846377X;9781608463770,"The New Left, national identity, and the break-up of Britain / Wade Matthews.",ONLY PRATT
i12802682,"Chicago, IL : Haymarket Books, 2014.",335.401 B672,,,  -  -    ,9781608463787;1608463788,In the vale of tears / Roland Boer.,ONLY PRATT
i12802761,"Chicago, Illinois : Haymarket Books, 2013.",199.43 L954,,,  -  -    ,9781608463374 (pbk.);1608463370 (pbk.),"The culture of people's democracy : Hungarian essays on literature, art, and democractic transition, 1945-1948 / by György Lukács ; translated & edited by Tyrus Miller.",ONLY PRATT
i12803029,"[Bolton, Mass.] : Anker Pub. Co., [2004]",378.107 A425,,,  -  -    ,1882982673;9781882982677,Assessing academic programs in higher education / Mary J. Allen.,X
i12803820,"New York : Agathon Press, ©2000.",378.101 N619,,,  -  -    ,087586130X;9780875861302,The department head's guide to assessment implementation in administrative and educational support units / by Karen W. Nichols and James O. Nichols.,X
i12804216,"San Francisco, CA : Anker Pub. Co., c2006.",378.01 A427,,,  -  -    ,1882982959;9781882982950,Assessing general education programs / Mary J. Allen.,X
i12805051,"Cambridge, Mass., Harvard University Press, 1971.",362.50945 P982,,,  -  -    ,0674769406;9780674769403,"Rich and poor in Renaissance Venice; the social institutions of a Catholic state, to 1620 [by] Brian Pullan.",X
i12805555,"New York : Black Dog & Leventhal Publishers, [2014];©2014",615.78 B126,,,  -  -    ,9781579129514 (pbk.);157912951X (pbk.);9781603763349 (ebook),"Cannabis pharmacy : the practical guide to medical marijuana / Michael Backes ; foreword by Andrew Weil, M.D.",ONLY PRATT
i12807758,"Lanham, Maryland : Lexington Books, [2014]",320.55 J47,,,  -  -    ,9780739176535 (cloth : alk. paper);0739176536 (cloth : alk. paper);9780739176542 (electronic);0739176544 (electronic);40023616755,"A nation can rise no higher than its women : African American Muslim women in the movement for Black self determination, 1950-1975 / Bayyinah S. Jeffries.",X
i12808945,"Burlington, MA : Focal Press, 2015.",006.693 A115,,,  -  -    ,9780240525990 pbk.;024052599X pbk.;9780240526072,"3D machine techniques : where inspiration, techniques, and digital art meet / edited by Duncan Evans.",ONLY PRATT
i12809032,"Lanham, Maryland. : Lexington Books, [2014]",320.97301 P371,,,  -  -    ,9780739189160 (cloth : alk. paper);0739189166 (cloth : alk. paper);9780739189177 (electronic),The religious origins of American freedom and equality : a response to John Rawls / David Peddle.,
i12811610,"San Diego : Harcourt Brace Jovanovich, ©1989.",616.89 C524W,,,  -  -    ,0156982951;9780156982955,Women and madness / by Phyllis Chesler.,X
i12811622,"New York : Crown, ©1995.",362.7097 K88A,,,  -  -    ,0517799995;9780517799994,Amazing grace : the lives of children and the conscience of a nation / Jonathan Kozol.,X
i12811798,"La Jolla, CA : Athenaeum Music & Arts Library, 2010.",016.70904 R951E,,,  -  -    ,0974480487;9780974480480,"Ed Ruscha : Erika and Fred Torri Artists' Books Collection, Athenaeum Music & Arts Library / [edited by Erika Torri].",X
i12812171,"Lanham : Rowman & Littlefield Publishers, Inc., [c2015]",342.730852 M967,,,  -  -    ,9781442208285 (pbk.);1442208287 (pbk.);9781442250321 (electronic),Religious liberty and the American Supreme Court : the essential cases and documents / Vincent Phillip Munoz.,ONLY PRATT
i12812250,"New York : Scribner, 2013.",070.92 H153H,,,  -  -    ,9781451676563 (hardback);1451676565 (hardback);9781451676617 (trade paperback);1451676611 (trade paperback);145167662X (ebk.);9781451676624 (ebk.),After visiting friends : a son's story / Michael Hainey.,X
i12812626,"Oakland, California : University of California Press, [2014];©2014",305.896073 L778T,,,  -  -    ,9780520279339 (hardcover : alk. paper);0520279336 (hardcover : alk. paper),The night Malcolm X spoke at the Oxford Union : a transatlantic story of antiracist protest / Stephen Tuck ; with a foreword by Henry Louis Gates Jr.,X
i12812651,"Thousand Oaks, Calif. : Corwin Press, ©2010.",371.102 C727,,,  -  -    ,9781412980562 (pbk.);1412980569 (pbk.),Defusing disruptive behavior in the classroom / Geoff Colvin ; foreword by Robert H. Horner.,X
i12812663,"Lanham : Lexington Books, [2015];©2015",373.091732 F533,,,  -  -    ,9781498501828 (cloth : alk. paper);1498501826 (cloth : alk. paper);9781498501835 (electronic),Educating the urban race : the evolution of an American high school / Ericka J. Fisher.,ONLY PRATT
i12812675,"Lanham, Maryland : Lexington Books, [2014]",330.122 K177,,,  -  -    ,9780739188828 (cloth : alk. paper);0739188828 (cloth : alk. paper);9780739188835 (electronic);40023903588,Early Islam and the birth of capitalism / Benedikt Koehler.,X
i12812699,"Lanham, Maryland : Lexington Books, [2014]",323.01 H413,,,  -  -    ,9780739186664 (cloth : alk. paper);0739186663 (cloth : alk. paper);9780739186671 (electronic);40023929827,The freedom of peaceful action : on the origin of individual rights / Stuart K. Hayashi.,
i12812754,"Lanham : Jason Aronson, [2013]",221.8 S399,,,  -  -    ,9780765709851 (cloth : alk. paper);0765709856 (cloth : alk. paper);9780765709868 (electronic);0765709864 (electronic bk.),"Politics in the Hebrew Bible : God, man, and government / Matthew B. Schwartz and Kalman J. Kaplan.",X
i12813357,"University Park, Pa. : Pennsylvania State University Press, ©2011.",305.896 S559,,,  -  -    ,9780271037639 (cloth : alk. paper);0271037636 (cloth : alk. paper);9780271037646 (pbk : alk. paper);0271037644 (pbk : alk. paper),"Knowing otherwise : race, gender, and implicit understanding / Alexis Shotwell.",X
i12813539,"[Place of publication not identified] : Ariane Books, 1976.",155.282 L521,,,  -  -    ,,Graphology / by Monique LeGuen ; translated by David Macrae.,
i1281426x,"New York : Bloomsbury Press, 2014.",342.73085 R595,,,  -  -    ,9781608198245 (hardback);1608198243 (hardback);40023906095,The bill of the century : the epic battle for the Civil Rights Act / Clay Risen.,X
i12814283,"Lanham, Maryland : Lexington Books, ©2013.",576.8 B573,,,  -  -    ,9781498511223;9780739174364 (cloth : alk. paper);0739174363 (cloth : alk. paper);9780739174371 (electronic);0739174371 (electronic);9780739174371 (electronic),Beyond mechanism : putting life back into biology / edited by Brian G. Henning and Adam C. Scarfe ; with a foreword by Stuart A. Kauffman.,X
i12814489,"Brooklyn, NY : Melville House Publishing, [2014]",345.7306 U58,,,  -  -    ,9781612194851 (paperback);1612194850 (paperback),The Senate Intelligence Committee report on torture : committee study of the Central Intelligence Agency's Detention and Interrogation Program / Senate Select Committee on Intelligence.,X
i12814556,"New York : Fordham University Press, 2015.;©2015",194 N176,,,  -  -    ,0823263347 (paperback);9780823263349 (paperback);0823263339;9780823263332;40024265028,What's these worlds coming to? / Jean-Luc Nancy and Aurélien Barrau ; translated by Travis Holloway and Flor Méchain.,X
i1281460x,"New York, New York : Henry Holt and Company, [2014]",342.73085 P985,,,  -  -    ,9780805096729 (hardback);0805096728 (hardback);9780805096736 (electronic book),"An idea whose time has come : two presidents, two parties, and the battle for the Civil Rights Act of 1964 / Todd S. Purdum.",X
i12814660,"Lanham ; Boulder ; New York ; London : Lexington Books, [2015]",371.9 S562,,,  -  -    ,9780739193198 cloth alk. paper;0739193198 cloth alk. paper;9780739193204 ebook,Besieged by behavior analysis for autism spectrum disorder : a treatise for comprehensive educational approaches / Eric Shyman.,ONLY PRATT
i12815202,"Lanham ; Boulder ; New York ; London : Lexington Books, [2014]",330.122 H413,,,  -  -    ,9780739186688 cloth;073918668X cloth;9780739186695 electronic;40024429000,Life in the market ecosystem / Stuart K. Hayashi.,
i12815494,"Cambridge, Mass. ; London : Harvard University Press, [2010]",335.3 D288F,,,  -  -    ,9780674027923 (hbk.);0674027922 (hbk.);9780674057203 (pbk.);0674057201 (pbk.),"Democracy's prisoner : Eugene V. Debs, the Great War, and the right to dissent / Ernest Freeberg",
i1281636x,"Boston : Beacon Press, ©1994.",304.2082 D537,,,  -  -    ,0807067725;9780807067727,"Fertile ground : women, earth, and the limits of control / Irene Diamond.",X
i12816413,"New Haven : Yale University Press, ©1958.",261.5 W527,,,  -  -    ,,Science and religion in seventeenth-century England / Richard S. Westfall.,
i1281684x,"Great Barrington, MA : New Economics Institute, c2011.",330.0112 B 657,,,  -  -    ,,What can we hope for the world in 2075? / presented by Neva Goodwin ; [introduction by Dan Levinson].,ONLY PRATT
i12816905,"Great Barrington, Mass. : New Economics Institute, 2011, c2007.",330.092 S392,,,  -  -    ,,E.F. Schumacher : he taught us to build bridges and plant trees / presented by Will Raap.,ONLY PRATT
i12817892,"New York : Springer, [2014];©2014",500.5 M433,,,  -  -    ,1461494257 (pbk.);9781461494256 (pbk.);1461494273 (Paper);9781461494270 (Paper),"Harvesting space for a greener Earth / Greg Matloff, C. Bangs, Les Johnson.",ONLY PRATT
i12820672,"Farnham, Surrey, England : Ashgate, [2014]",069.5094 P123,,,  -  -    ,9781409447078 (hardback : alkaline paper);1409447073 (hardback : alkaline paper);9781409447085 (ebook);9781472406255 (ePub),Redisplaying museum collections : contemporary display and interpretation in British museums / Hannah Paddon.,ONLY PRATT
i12821925,"Farnham, Surrey, UK : Ashgate, [2013]",069.07 M986,,,  -  -    ,9781409448761 (hardback : alk. paper);1409448762 (hardback : alk. paper);9781409448778 (ebook);9781472406422 (epub);1409448770 (ebook);1472406427 (epub),"Museums and higher education working together : challenges and opportunities / edited by Anne Boddington, Jos Boys and Catherine Speight.",ONLY PRATT
i12822322,"New York : Bloomsbury Press, 2015.;©2013.",338.473 M667,,,  -  -    ,160819793X;9781608197934,Junkyard planet : travels in the billion-dollar trash trade / Adam Minter.,ONLY PRATT
i12822334,"Amherst : University of Massachusetts Press, [2014]",363.32 A229,,,  -  -    ,9781625340702 (pbk. : alk. paper);1625340702 (pbk. : alk. paper);9781625340696 (hardcover : alk. paper);1625340699 (hardcover : alk. paper);40023555276,Beyond the checkpoint : visual practices in America's global war on terror / Rebecca A. Adelman.,
i12823508,"[New York] : Sumzine, [2014]-",391.02 S956,,,  -  -    ,,Sumzine.,ONLY PRATT
i12823533,"Great Barrington, Mass. : E.F. Schumacher Society, c2006.",333.7313 M6828,,,  -  -    ,,Declaration of independents / presented by Stacy Mitchell.,
i12823569,"Great Barrington, MA : E.F. Schumacher Society, c2006.",332.024 B927,,,  -  -    ,,The role of the individual in localizing money issue and credit creation / presented by Christopher Houghton Budd.,ONLY PRATT
i12823600,"Great Barrington, MA : E.F. Schumacher Society, c2002.",338.927 T634,,,  -  -    ,,Ecological design : reinventing the future / presented by John Todd.,ONLY PRATT
i12823624,"Great Barrington, Mass. : E.F. Schumacher Society, c2005.",303.372 W637,,,  -  -    ,,"Good morning, beautiful business / presented by Judy Wicks.",
i12824665,"Great Barrington, MA : E.F. Schumacher Society, c2005.",327.172092 S972,,,  -  -    ,,"Bob Swann's ""Positively dazzling realism"" / presented by Stephanie Mills.",ONLY PRATT
i12824677,"Great Barrington, MA : E.F. Schumacher Society, c2005.",363.7 L991,,,  -  -    ,,The ice is melting / presented by Oren Lyons.,
i12824689,"Great Barrington, MA : E.F. Schumacher Society, c2008.",338.927 K49,,,  -  -    ,,Salmon economics : (and other lessons) / presented by Andrew Kimbrell.,ONLY PRATT
i12824690,"Great Barrington, MA : Schumacher Center for a New Economics, 2013, c2004.",333.72 B534,,,  -  -    ,,Every being has rights / by Thomas Berry.,ONLY PRATT
i12824719,"Great Barrington, MA : E.F. Schumacher Society, c2007.",338.9 S562,,,  -  -    ,,Going local : new opportunities for community economies / presented by Michael H. Shuman ; edited by Hildegarde Hannum.,ONLY PRATT
i12825931,"Great Barrington, MA : Schumacher Center for a New Economics, [2014]",330.122 B261,,,  -  -    ,,Economics for the Anthropocene / presented by Peter Barnes.,ONLY PRATT
i12827745,"Deer Isle, ME : Haystack Mountain School of Crafts, 2015.;©2015",153.35 P164,,,  -  -    ,,Seeking a needle in the Haystack / by Juhani Pallasmaa.,ONLY PRATT
i12827782,"Amherst, New York : Prometheus Books, 2013.",539.72 L473,,,  -  -    ,9781616148010 (hardback);1616148012 (hardback);9781616148027 (ebook),"Beyond the god particle / Leon M. Lederman, Christopher T. Hill.",X
i12827988,"Great Barrington, MA : E.F. Schumacher Society, c2000",333.2 G558,,,  -  -    ,,A Map : (from the old Connecticut path to the Rio Grande Valley and the the meaning inbetween) / Chellis Glendinning.,ONLY PRATT
i1282799x,"Great Barrington, MA : E.F. Schumacher Society, c2003.",628 L991,,,  -  -    ,,Greening the campus from a purchasing perspective / presented by Kevin Lyons.,ONLY PRATT
i12828002,"Great Barrington, Mass. : E. F. Schumacher Society, c2001.",333.3 C578,,,  -  -    ,,Stories from an Appalachian community / presented by Marie Cirillo ; [edited by Hildegarde Hannum; introduction by Susan Witt].,ONLY PRATT
i12828014,"Great Barrington, MA : E.F. Schumacher Society, 2005, c2002.",303.483 K49,,,  -  -    ,,Cold evil : technology and modern ethics / presented by Andrew Kimbrell.,ONLY PRATT
i12828026,"Great Barrington, MA : E.F. Schumacher Society, c2001.",338.973 K85,,,  -  -    ,,Creating a post-corporate world / presented by David C. Korten.,ONLY PRATT
i12828038,"Great Barrington, MA : E.F. Schumacher Society, 1999.",338.926 E47,,,  -  -    ,,Flapping butterfly wings : a retrospect of TRANET's first twenty years / William Ellis.,ONLY PRATT
i1282804x,"Great Barrington, MA : E.F. Schumacher Society, 2007, c2002.",333.73 H338,,,  -  -    ,,"Democracy, earth rights, and the next economy / presented by Alanna Hartzok.",ONLY PRATT
i12828063,"Great Barrington, MA : E.F. Schumacher Society, c2003.",338.973 L911,,,  -  -    ,,Natural capitalism : the next industrial revolution / presented by Amory Lovins.,ONLY PRATT
i12828440,"New York : Scholastic, c1992.",305.567 T874M,,,  -  -    ,0590446908;9780590446907;0590446916;9780590446914,Sojourner Truth : ain't I a woman? / by Patricia C. McKissack and Fredrick McKissack.,X
i12830641,"Great Barrington, MA : E.F. Schumacher Society, ©1999.",307 M875,,,  -  -    ,,Reclaiming community / presented by David Morris.,
i12833514,"New York, N.Y. : Furman Center for Real Estate and Urban Policy, New York University, 2001-",363.509747 D186,,,  -  -    ,,State of New York City's housing & neighborhoods.,ONLY PRATT
i1283368x,"Cambridge, MA : The MIT Press, [2014]",001 T355,,,  -  -    ,9780262527415 (pbk. : alk. paper);0262527413 (pbk. : alk. paper);40024661954,"Textures of the anthropocene : grain, vapor, ray / edited by Katrin Klingan, Ashkan Sepahvand, Christoph Rosol, and Bernd M. Scherer.",X
i12833691,"Cambridge, MA : The MIT Press, [2014]",001 T355,,,  -  -    ,9780262527415 (pbk. : alk. paper);0262527413 (pbk. : alk. paper);40024661954,"Textures of the anthropocene : grain, vapor, ray / edited by Katrin Klingan, Ashkan Sepahvand, Christoph Rosol, and Bernd M. Scherer.",X
i1283371x,"Cambridge, MA : The MIT Press, [2014]",001 T355,,,  -  -    ,9780262527415 (pbk. : alk. paper);0262527413 (pbk. : alk. paper);40024661954,"Textures of the anthropocene : grain, vapor, ray / edited by Katrin Klingan, Ashkan Sepahvand, Christoph Rosol, and Bernd M. Scherer.",X
i12834580,"Detroit : Wayne State University Press, [2014]",070.18 D6371,,,03-06-2018 13:54:31.0,9780814339718 (pbk.);0814339719 (pbk.);9780814339725 (ebook);0814339727 (ebook),Documenting the documentary : close readings of documentary film and video / with a foreword by Bill Nichols ; edited by Barry Keith Grant and Jeannette Sloniowski.,
i12835663,"Cambridge, Mass. : Belknap Press of Harvard University Press, [2012]",639.2 B693,,,  -  -    ,9780674047655;0674047656,The mortal sea : fishing the Atlantic in the Age of Sail / W. Jeffrey Bolster.,
i12835675,"New York : Metropolitan Books/Henry Holt and Company, 2014.",306.362098 G753,,,  -  -    ,9780805094534 (hardcover);0805094539 (hardcover);9781429943178 (electronic book),"The Empire of Necessity : Slavery, Freedom, and Deception in the New World / Greg Grandin.",
i12837118,"Great Barrington, MA : E.F. Schumacher Society, c2000.",306.20973 S299,,,  -  -    ,,The Friendship club and the well-springs of civil society / presented by William Schambra.,ONLY PRATT
i12837180,"Princeton, N.J. : Princeton University Press, 2011, c2009.",355.7 V782,,,  -  -    ,9780691149837 (pbk.);0691149836 (pbk.),Island of shame : the secret history of the U.S. military base on Diego Garcia / David Vine ; with a new afterword by the author.,ONLY PRATT
i12837192,"Berkeley : University of California Press, ©1997.",304.2 L675,,,  -  -    ,0520207424 (alk. paper);9780520207424 (alk. paper);0520207432 (pbk. : alk. paper);9780520207431 (pbk. : alk. paper),"The myth of continents : a critique of metageography / Martin W. Lewis, Kären E. Wigen.",
i12837829,"New York : Free Press, 1965.",136.74 P579M,,,  -  -    ,0317305913;9780317305913;0029252407 (pbk.);9780029252406 (pbk.),The moral judgment of the child / Jean Piaget ; with the assistance of seven collaborators ; translated by Marjorie Gabain.,X
i12837921,"Princeton, N.J. : Princeton University Press, [1970]","131 J95C2, v.14",,,  -  -    ,691097666,Mysterium coniunctionis : an inquiry into the separation and synthesis of psychic opposites in alchemy / C. G. Jung ; translated by R. F. C. Hull.,
