Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i11224897,"Columbia : University of Missouri Press, c1991.",353.031 C973,2,,  -  -    ,826207820,"Popular images of the presidency : from Washington to Lincoln / Noble E. Cunningham, Jr.",X
i11224915,"Cambridge, Mass. : MIT Press, c1991.",003.3 C994,27,,  -  -    ,026202327X,Cyberspace : first steps / edited by Michael Benedikt.,X
i11225026,"Reading, Mass. : Addison-Wesley Pub., c1991.",004.6 L378,27,,  -  -    ,201510480,Computers as theatre / Brenda Laurel.,
i11225233,"New York : Knopf : Distributed by Random House, 1991.",323.097 B967,1,,  -  -    ,394577639,A people's charter : the pursuit of rights in America / James MacGregor Burns and Stewart Burns.,X
i11225373,"New York : H.N. Abrams in association with the Sierra Club, 1991.",333.7206 S572T,10,,  -  -    ,810938200,Sierra Club : 100 years of protecting nature / by Tom Turner.,X
i11226286,"New York, N.Y. : Laurel, published by Dell Pub., c1992.",378.73 D286,0,,  -  -    ,044050466X (pbk.),Debating P.C. : the controversy over political correctness on college campuses / edited by Paul Berman.,X
i11226298,"New York, N.Y. : Aperture, c1991.",362.82 F379,14,,  -  -    ,893814806,Living with the enemy / Donna Ferrato ; introduction by Ann Jones.,
i11226468,"Naperville, Ill. : Financial Sourcebooks, c1991",658.834 A885,7,,  -  -    ,942061233,Attracting the affluent : the first guide to America's changing ultimate market / from the editors of Research Alert.,X
i11226535,"New York : Simon & Schuster, c1992.",327.73 N736,0,,  -  -    ,0671743430;0671778749 (ltd. ed.),Seize the moment : America's challenge in a one-superpower world / Richard Nixon.,X
i11226699,"Englewood Cliffs, NJ : Prentice Hall, 1992.",621.382 P154,9,,  -  -    ,134735544,Fiber optic communications / Joseph C. Palais.,
i11226936,"Chichester : New York : J. Wiley, c1992.",621.39 H474,2,,  -  -    ,471927813,"Network management : techniques, tools, and systems / Gilbert Held.",ONLY PRATT
i11227205,"New York : M. Dekker, c1985.",519.5 B562,0,,  -  -    ,082477227X,"Statistical methods for engineers and scientists / Robert M. Bethea, Benjamin S. Duran, Thomas L. Boullion.",X
i11227217,"Lilburn, Ga. : Fairmont Press ; Englewood Cliffs, NJ : Distributed by Prentice-Hall, c1989.",697 B517,2,1,  -  -    ,088173084X;0136370268 (Prentice-Hall),Open protocols : communications standard for building automation systems / by John A. Bernaden and Anna Fay Williams.,X
i11227345,"Toronto ; New York : Bantam Books, 1987.",342.7302 C758,2,,  -  -    ,553052020,"The Constitution of the United States of America / Byron Preiss and David Osterlund, editors.",
i11227771,"New York, NY : HarperCollins Publishers, c1991.",337.142 K91,2,,  -  -    ,60391014,Inside the new Europe / Axel Krause.,X
i11227898,"San Francisco, Calif. : Jossey-Bass Publishers, 1990, c1989.",378.194 U65,1,1,  -  -    ,1555421474,"The freshman year experience : helping students survive and succeed in college / M. Lee Upcraft, John N. Gardner, and associates.",X
i11227904,"Washington, D.C. : Brookings Institution, c1990.",378.3097 H374,7,,  -  -    ,0815735022 (alk. paper);0815735014 (pbk. : alk. paper),The tuition dilemma : assessing new ways to pay for college / Arthur M. Hauptman.,X
i11227916,"New York : American Council on Education : Macmillan Pub. Co. ; Toronto : Collier Macmillan Canada ; New York : Maxwell Macmillan International, c1991.",378.73 E14,1,,  -  -    ,28971116,The unfinished agenda : higher education and the 1980's / Judith S. Eaton.,X
i11227928,"New York : W.W. Norton, c1990.",378.73 R822,0,,  -  -    ,393027821,The university : an owner's manual / Henry Rosovsky.,X
i11228106,"New York : Bantam Books, c1992.",610.6 L747,2,,  -  -    ,553075527,Marketplace medicine : the rise of the for-profit hospital chains / Dave Lindorff.,X
i11228349,"Chicago : University of Chicago Press, c19",338.477 E19,3,1,  -  -    ,0226240738 (alk. paper),The Economics of art museums / edited and with an introduction by Martin Feldstein.,
i11228350,"[Washington, D.C.] : Woodrow Wilson International Center for Scholars ; Cambridge [England] ; New York : Cambridge University Press, 1991.",342.73085 C968,0,,  -  -    ,052141637X,"A Culture of rights : the Bill of Rights in philosophy, politics, and law--1791 and 1991 / edited by Michael J. Lacey and Knud Haakonssen.",
i1122874x,"Paducah, KY : American Quilter's Society, c1991.",391 A955,1,,  -  -    ,0891459804 : $24.95,Wonderful wearables : a celebration of creative clothing / by Virginia Avery.,ONLY PRATT
i11228969,"New York : W.W. Norton, 1992.",303.484 D573,1,,  -  -    ,039303075X,The rise and fall of the American left / John Patrick Diggins.,X
i11229111,"New York : New Press, 1992.",305.800973 T318,1,,  -  -    ,1565840003,Race : how Blacks and Whites think and feel about the American obsession / Studs Terkel.,X
i11229160,"New York : Random House, c1992.",363.46 R813,6,,  -  -    ,0812920104;0394582446 :,Life itself : abortion in the American mind / Roger Rosenblatt.,X
i11229354,"[Washington, D.C.] : Commission on the Bicentennial of the U.S. Constitution, [1991]",342.7303 B596,9,,  -  -    ,,"The Bill of Rights and beyond, 1791-1991.",X
i11229366,"[Washington, D.C.] : Commission on the Bicentennial of the U.S. Constitution, [1991]",342.7303 B596,1,,  -  -    ,,"The Bill of Rights and beyond, 1791-1991.",X
i11229391,"Ithaca, N.Y. : Cornell University Press, 1992, c1991.",302.22 C968,3,,  -  -    ,0801427444 (cloth : acid-free paper);080148023X (paper : alk. paper),A Cultural history of gesture / with an introduction by Sir Keith Thomas ; edited by Jan Bremmer and Herman Roodenburg.,X
i11229597,"Boston : Houghton Mifflin Co., 1992.",306.3 G148,2,,  -  -    ,395572282,The culture of contentment / John Kenneth Galbraith.,
i11230678,"Alexandria, Va. : Association of Physical Plant Administrators of Universities and Colleges, c1989.",621.31924 Q1,9,,  -  -    ,0913359491 (alk. paper),Electrical distribution & maintenance / Mohammad H. Qayoumi.,ONLY PRATT
i1123068x,"Englewood Cliffs, N.J. : Prentice-Hall, c1980.",620.1 S528,5,,  -  -    ,132791668,Engineering mechanics : statics and dynamics / Irving H. Shames.,
i1123085x,"Boulder : L. Rienner Publishers, 1989",338.9173 C778,3,,  -  -    ,1555871666 (alk. paper);1555871674 (pbk. : alk. paper),"Cooperation for international development : the United States and the Third World in the 1990s / edited by Robert J. Berg, David F. Gordon.",X
i11231282,"New York : Van Nostrand Reinhold, c1990.",332.63 R919,6,,  -  -    ,442264178,Building economics : theory and practice / Rosalie T. Ruegg and Harold E. Marshall.,X
i11231294,"Philadelphia, PA : ASTM, c1986.",690.24 B9327,5,,  -  -    ,0803104588 (pbk.),"Building performance : function, preservation, and rehabilitation : a symposium sponsored by ASTM Committee E-6 on Performance of Building Constructions, Bal Harbour, FL, 17 Oct. 1983 / Gerald Davis, editor.",X
i11231312,"London : Merehurst, 1987.",641.86 B812,15,,  -  -    ,0948075724;I85391195X.,Royal iced Christmas cakes : festive cakes made easy / Lindsay John Bradshaw.,ONLY PRATT
i11231592,"Oxford [England] ; New York : Oxford University Press, 1991.",612.64 W866,4,1,  -  -    ,198542437,The triumph of the embryo / Lewis Wolpert ; with illustrations drawn by Debra Skinner.,
i11231725,"Grand Rapids, Mich. : W.B. Eerdmans Pub. Co., c1990.",232 W511,0,,  -  -    ,802802877,Images of Jesus : how Jesus is perceived and portrayed in non-European cultures / Anton Wessels ; translated by John Vriend.,X
i11231737,"[Washington, D.C.] : Association of Physical Plant Administrators of Universities and Colleges, c1990.",378.1962 P712,3,,  -  -    ,0913359556 (alk. paper),"Planning, design, and construction.",ONLY PRATT
i11232237,"[Alexandria, Va..] : Association of Physical Plant Administrators of Universities and Colleges, c1988.",378.1962 P467,2,,  -  -    ,913359416,Personnel management and development.,ONLY PRATT
i11232304,"[Alexandria, Va.] Association of Physical Plant Administrators of Universities and Colleges, c1988.",378.1962 W926,2,,  -  -    ,913359440,Work control.,ONLY PRATT
i11232407,"[Alexandria, Va]. : Association of Physical Plant Administrators of Universities and Colleges, c1989.",378.1962 C244,7,,  -  -    ,913359424,Capital renewal and deferred maintenance.,ONLY PRATT
i11232481,"New York, NY : HarperPerennial, c1990.",641.566 W363,5,,  -  -    ,0060552123;0060965525 (pbk.),The Christmas cook : three centuries of American Yuletide sweets / William Woys Weaver ; photography by Jerry Orabona.,ONLY PRATT
i11232547,"New York, N.Y. : Plume, [1985], c1984.",658.562 C949Q,1,1,  -  -    ,0452256585 (pbk.),Quality without tears : the art of hassle-free management / Philip B. Crosby.,ONLY PRATT
i11232833,"Houston, Tex. : University of Houston, c1989.",559.91 K52,1,,  -  -    ,,Moon trip : a personal account of the Apollo Program and its science / by Bert King ; edited by Donna Peterson ; artwork by Lee Sheffield and Jean Perkins.,ONLY PRATT
i11232961,"Washington, DC : Congress of the U.S. Office of Technology Assessment : For sale by the U.S. G.P.O., Supt. of Docs., [1991]",338.766 B616,1,,  -  -    ,0160355419 : $13.00,Biotechnology in a global economy.,
i11233060,"Englewood, Colo. : Libraries Unlimited, 1991.",371.3078 I59,3,,  -  -    ,872878201,"Instructional technology : past, present, and future / edited by Gary J. Anglin.",
i11234647,"Northvale, N.J. : Aronson, c1979",616.8914 G512,4,,  -  -    ,876683472,Treatment of primitive mental states / Peter L. Giovacchini.,
i11234684,"New Haven : Yale University Press, c1985.",616.8914 P649,5,,  -  -    ,0300033087 (alk. paper),Developmental theory and clinical process / Fred Pine.,X
i11234751,"New York : Association for Computing Machinery, c1974-",006.605 C7482,1,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234763,"New York : Association for Computing Machinery, c1974-",006.605 C7482,0,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234775,"New York : Association for Computing Machinery, c1974-",006.605 C7482,2,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234787,"New York : Association for Computing Machinery, c1974-",006.605 C7482,7,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234799,"New York : Association for Computing Machinery, c1974-",006.605 C7482,3,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234805,"New York : Association for Computing Machinery, c1974-",006.605 C7482,0,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234817,"New York : Association for Computing Machinery, c1974-",006.605 C7482,6,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234829,"New York : Association for Computing Machinery, c1974-",006.605 C7482,6,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234830,"New York : Association for Computing Machinery, c1974-",006.605 C7482,5,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234842,"New York : Association for Computing Machinery, c1974-",006.605 C7482,13,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234866,"New York : Association for Computing Machinery, c1974-",006.605 C7482,20,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i11234878,"New York : Association for Computing Machinery, c1974-",006.605 C7482,2,,  -  -    ,,SIGGRAPH conference proceedings / sponsored by the Association for Computing Machinery's Special Interest Group on Computer Graphics.,
i1123524x,"Malabar, Fla. : R.E. Krieger, 1985, c1967.",658.4032 H816,6,,  -  -    ,898740894,Critical path scheduling : management control through CPM and PERT / Joseph Horowitz.,
i11235317,"New York : Oxford University Press, 1986.",346.7303 S666,2,1,  -  -    ,0195039017 (alk. paper),Suing the press / Rodney A. Smolla.,X
i11235950,"Lubbock, Tex., USA : Texas Tech University, 1990-1993.",398.20956 W177,3,,  -  -    ,0896722287 (v. 1 : acid free),The art of the Turkish tale / Barbara K. Walker ; illustrated by Helen Siegl.,X
i11236152,"New York : Summit Books, c1979.",155.633 A973,6,,  -  -    ,0671400215 0671400959 pbk.,Breasts : women speak about their breasts and their lives / Daphna Ayalah and Isaac J. Weinstock.,X
i11236267,"Metuchen, N.J. : Scarecrow Press, 1991.",658.4038 C947,0,,  -  -    ,081082406X,Elements of information management / by Blaise Cronin and Elisabeth Davenport.,X
i11236462,"Albany : New York State Division of the Budget, 1981.",353.9747 E96,0,,  -  -    ,,The Executive budget in New York State : a half-century perspective.,
i11236644,"Ottawa, Ill. : Jameson Books ; [Lanham, Md.] : Distributed to the book trade by National Book Network, c1990.",342.7302 S143,2,,  -  -    ,915463563,A child of fortune : a correspondent's report on the ratification of the U.S. Constitution and the battle for a Bill of Rights / Jeffrey St. John ; foreword by Warren E. Burger.,X
i11236693,"Baltimore : John Hopkins University Press, c1989.",616.042 H758,5,,  -  -    ,0801837308 (alk. paper);0801837375 (pbk. : alk. paper),Proceed with caution : predicting genetic risks in the recombinant DNA era / Neil A. Holtzman.,X
i11237016,"Minneapolis, MN : Woodland Press, c1988.",616.8916083 H458W,6,1,  -  -    ,962050210,When someone very special dies : facilitators guide for leading grief support groups for bereaved children / by Marge Eaton Heegaard.,ONLY PRATT
i11237028,"Mamaroneck, N.Y. : Albin Press, c1991.",616.8916083 S587,12,1,  -  -    ,096214293X,"Stimulus drawings and techniques : in therapy, development, and assessment / Rawley A. Silver.",ONLY PRATT
i11237119,"Chicago : Contemporary Books, c1989.",155.92 M348,0,,  -  -    ,809244942,"Genograms : the new tool for exploring the personality, career, and love patterns you inherit / Emily Marlin.",ONLY PRATT
i11237235,"Boston : Houghton Mifflin, c1983.",599.88 F752,11,,  -  -    ,395282179,Gorillas in the mist / Dian Fossey.,
i11237302,"Boston, MA : Sigo Press, 1981.",616.8916083 K14,13,,  -  -    ,0938434004 (pbk.),Sandplay : a psychotherapeutic approach to the psyche / Dora M. Kalff.,
i11237363,"Santa Monica, CA : Hay House, c1990.",616.8916 C247,5,,  -  -    ,937611689,The picture of health : healing your life through art / Lucia Capacchione.,ONLY PRATT
i11237491,"New York : D.I. Fine, c1988.",363.23 M683,5,,  -  -    ,1556110774 (alk. paper),Dangerous dossiers : exposing the secret war against America's greatest authors / by Herbert Mitgang.,X
i11238446,"New York, Twentieth Century Fund, 1963.",338.98 H669J,1,,  -  -    ,,Journeys toward progress; studies of economic policy-making in Latin America.,
i11238914,"New York, Bramhall House [c1960]",642.8 T565,6,,  -  -    ,,Tiffany table settings.,
i11239104,"New York : Scribner's ; Toronto : Maxwell Macmillan Canada ; New York : Maxwell Macmillan International, c1992.",305.8 H118,8,,  -  -    ,684191482,"Two nations : black and white, separate, hostile, unequal / Andrew Hacker.",
i11239116,"New York : Scribner's ; Toronto : Maxwell Macmillan Canada ; New York : Maxwell Macmillan International, c1992.",305.8 H118,2,,  -  -    ,684191482,"Two nations : black and white, separate, hostile, unequal / Andrew Hacker.",
i11239220,[Baltimore] Published for Resources for the Future by the Johns Hopkins Press [1966],333.70973 E61,1,,  -  -    ,,"Environmental quality in a growing economy; essays from the Sixth RFF Forum, by Kenneth E. Boulding [and others] Edited by Henry Jarrett.",
i1123930x,"New York : Oxford University Press, 1986.",378.12 B786,0,,  -  -    ,019503693X (alk. paper),"American professors : a national resource imperiled / Howard R. Bowen, Jack H. Schuster.",X
i11240337,"Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1986.",658.002 S958,7,1,  -  -    ,0521265452;0521319471 (pbk.),Work places : the psychology of the physical environment in offices and factories / Eric Sundstrom in collaboration with Mary Graehl Sundstrom.,X
i11240489,"Cincinnati, OH : South-Western Pub. Co., c1992.",651.5 R539,24,,  -  -    ,538700688,"Information and image management : a records systems approach / Betty R. Ricks, Ann J. Swafford, Kay F. Gow.",ONLY PRATT
i11240490,"Cincinnati, OH : South-Western Pub. Co., c1992.",651.5 R539,17,,  -  -    ,538700688,"Information and image management : a records systems approach / Betty R. Ricks, Ann J. Swafford, Kay F. Gow.",ONLY PRATT
i11240878,"Lawrence, Kan. : Ergosyst Associates, The Report store, 1990.",616.98 S261,1,,  -  -    ,916313190,"Improving VDT work : causes and control of health concerns in VDT use / prepared for Department of Administration, State of Wisconsin by Steven L. Sauter, L. John Chapman, Sheri J. Knutson.",ONLY PRATT
i11241755,"Niwot, Colo. : University Press of Colorado, c1991.",322.2 F671,2,1,  -  -    ,0870811843 (alk. paper),"Impatient armies of the poor : the story of collective action of the unemployed, 1808-1942 / Franklin Folsom.",X
i1124320x,"Freedom, CA : Crossing Press, c1992.",305.42 S518,4,,  -  -    ,0895945452 (Cloth);0895945444 (Paper),Sexual harassment : women speak out / edited by Amber Coverdale Sumrall & Dena Taylor ; with introductions by Andrea Dworkin & Margaret Randall ; cartoons selected by Roz Warren.,X
i11243247,"New York : Paulist Press, c1992.",297 R394,3,1,  -  -    ,0809133164 (pbk.),In the footsteps of Muhammad : understanding the Islamic experience / John Renard.,X
i11243260,"Dover, N.H. : Upstart Publishing Co. , 1992.",608 M898,10,,  -  -    ,936894334,"Marketing your invention / Thomas E. Mosley, Jr.",
i11244197,"New York : American Council on Education : Macmillan, c1990.",378.111 E58,2,,  -  -    ,0028970543;0028970545,"Enhancing departmental leadership : the roles of the chairperson / edited by John B. Bennett, and David J. Figuli.",ONLY PRATT
i11244240,"New Brunswick, N.J. : Center for Urban Policy Research, c1992.",307.764 M5942,8,,  -  -    ,0882851381;088285139X,"The Metropolis in black & white : place, power, and polarization / edited by George C. Galster and Edward W. Hill.",X
i11244835,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",621.38043 I62,2,1,  -  -    ,138097313,"Signals and systems / Alan V. Oppenheim, Alan S. Willsky with Ian T. Young.",
i11245268,"New York, N.Y. : Amacom, c1991.",658.81 A545,1,,  -  -    ,0814477771 : $15.95,"Delivering knock your socks off service / Kristin Anderson, Ron Zemke.",X
i11245748,"New York : American Showcase : U.S. book trade distribution, Watson-Guptill Publications, c1991-",006.602 N532,5,,  -  -    ,1063-6471,New media showcase : the digital sourcebook.,X
i1124575x,"New York : American Showcase : U.S. book trade distribution, Watson-Guptill Publications, c1991-",006.602 N532,9,,  -  -    ,1063-6471,New media showcase : the digital sourcebook.,X
i11245773,"New York : American Showcase : U.S. book trade distribution, Watson-Guptill Publications, c1991-",006.602 N532,9,,  -  -    ,1063-6471,New media showcase : the digital sourcebook.,X
i11245797,"New York : American Showcase : U.S. book trade distribution, Watson-Guptill Publications, c1991-",006.602 N532,12,,  -  -    ,1063-6471,New media showcase : the digital sourcebook.,X
i11245815,"New York : American Showcase : U.S. book trade distribution, Watson-Guptill Publications, c1991-",006.602 N532,5,1,  -  -    ,1063-6471,New media showcase : the digital sourcebook.,X
i11246029,"Columbus, Ohio : Battelle Press, c1990.",338.09 H296,2,1,  -  -    ,935470468,"Commercial utilization of space : an international comparison of framework conditions / Michael Harr, Rajiv Kohli.",X
i11246236,"Columbus, Ohio : Battelle Press, c1990.",616.994 E96,4,,  -  -    ,0935470484 : $57.50,"Extremely low frequency electromagnetic fields : the question of cancer / edited by Bary W. Wilson, Richard G. Stevens, and Larry E. Anderson.",X
i11246248,"New York, N.Y. : Assoc. for Computing Machinery, c1990.",006.6 S15,4,,  -  -    ,897913787,"SIGGRAPH '90 panel proceedings : SIGGRAPH '90, August 6-10, Dallas, Texas / panel chair, Alyce Kaprow.",ONLY PRATT
i11246297,"Columbus, Ohio : Battelle Press, c1990.",338.94 H633,0,,  -  -    ,935470603,Economic policies for the new Hungary : proposals for a coherent approach / by Otto Hieronymi ; with the participation of an international group of experts.,X
i11246686,"Harmondsworth, Middlesex, England : Penguin, 1975.",294.51 H662,7,,  -  -    ,140443061,Hindu myths : a sourcebook / translated from the Sanskrit with an introduction by Wendy Doniger O'Flaherty.,X
i11247289,"New York : Poseidon, [1987] c1965.",599.74 A182,4,1,  -  -    ,0671634712 (pbk.),My dog Tulip / J.R. Ackerley.,X
i11247563,"Washington : For sale by the Supt. of Docs., U.S. Govt. Print. Off., 1976.",305.56 U2,3,,  -  -    ,$5.00,"The U.S. Department of Labor Bicentennial history of the American worker / Richard B. Morris, editor.",
i11247605,"Pacicic Grove, Calif. : Brooks/Cole Pub. Co., c1987.",616.89152 C797,5,,  -  -    ,0534065406 (pbk.),"Groups : process and practice / Marianne Schneider Corey, Gerald Corey.",X
i11247745,"Cambridge, Mass. : MIT Press, c1991.",384.34 S771,4,,  -  -    ,026219306X,"Connections : new ways of working in the networked organization / Lee Sproull, Sara Kiesler.",X
i11247873,"New York : Macmillan ; London : Collier Macmillan, c1983.",307.76 L723,2,,  -  -    ,23706805,Cities in world perspective / Ivan Light.,ONLY PRATT
i11247903,"New York, Coward McCann [1967, c1966]",616.8917 R991,0,,  -  -    ,,Psychoanalysis observed [by] Geoffrey Gorer [and others] Edited with an introd. by Charles Rycroft.,
i11247927,"Washington, DC : American Psychiatric Press, c1990.",616.89152 M156,12,,  -  -    ,880481684,Introduction to time-limited group psychotherapy / K. Roy MacKenzie.,ONLY PRATT
i11248038,"New York : Penguin Books, 1988, c1987.",323.40973 W724E,7,,  -  -    ,0140096531 (pbk.),"Eyes on the prize : America's civil rights years, 1954-1965 / Juan Williams, with the Eyes on the prize production team ; introduction by Julian Bond.",
i11248658,"Milano : Edizioni DA, 1990.",363.7 M296,1,,  -  -    ,8871840003 : L24000,Artefatti : verso una nuova ecologia dell'ambiente artificiale / Ezio Manzini ; prefazione di Giulio Castelli.,ONLY PRATT
i1124866x,"[S.l. : s.n.], 1985 ([Los Angeles] : Patrick Reagh, Printers).",686.20979 E96,2,,  -  -    ,,"Examples of printing designed by students at the Scripps College Press, 1946-1971.",X
i11249249,"Armonk, N.Y. : M.E. Sharpe, c1990.",330 C321,9,,  -  -    ,0873325834;0873326806 (set :pbk);087332580X (Vol. 1:pbk);0873325818 (Vol. 2:pbk);0873325826 (Vol. 3:pbk),Comparative economic systems / Richard L. Carson.,X
i11249250,"Armonk, N.Y. : M.E. Sharpe, c1990.",330 C321,2,,  -  -    ,0873325834;0873326806 (set :pbk);087332580X (Vol. 1:pbk);0873325818 (Vol. 2:pbk);0873325826 (Vol. 3:pbk),Comparative economic systems / Richard L. Carson.,X
i11249262,"Armonk, N.Y. : M.E. Sharpe, c1990.",330 C321,26,,  -  -    ,0873325834;0873326806 (set :pbk);087332580X (Vol. 1:pbk);0873325818 (Vol. 2:pbk);0873325826 (Vol. 3:pbk),Comparative economic systems / Richard L. Carson.,X
i11249274,"Armonk, N.Y. : M.E. Sharpe, c1990.",330 C321,13,,  -  -    ,0873325834;0873326806 (set :pbk);087332580X (Vol. 1:pbk);0873325818 (Vol. 2:pbk);0873325826 (Vol. 3:pbk),Comparative economic systems / Richard L. Carson.,X
i11250197,"New York, Holt, Rinehart and Winston [1970]",153.45 S318,2,,  -  -    ,30792150,Beliefs and values [by] Karl E. Scheibe.,
i11250446,"Setauket, Long Island, N.Y. : Society for the Preservation of Long Island Antiquities ; New York : Norton, c1983.",621.45 H461,7,,  -  -    ,0393301419 (Norton : pbk.);039301780X (Norton : hard);0939432005,Windmills of Long Island / Robert J. Hefner ; introduction by T. Allan Comp.,X
i11250549,"Los Angeles, Calif. : Getty Center for Education in the Arts, c1987.",370.15 B875,11,,  -  -    ,089236145X (pbk.),The role of imagery in learning / Harry S. Broudy.,X
i11250914,"New York, International Universities Press [1965, c1964]",616.89152 F767,1,,  -  -    ,,"Therapeutic group analysis, by S. H. Foulkes.",
i1125094x,"Reston, Va. : Reston Pub. Co., c1976.",643.2 W637,3,,  -  -    ,879093455,"How to plan, buy, or build your leisure home / Harry Wicks.",ONLY PRATT
i11251360,"Belmont, Calif. : Wadsworth Pub. Co., c1986.",225.6 F853N,5,,  -  -    ,534053882,The New Testament : a critical introduction / Edwin D. Freed.,
i11252005,"New York, N.Y. : Environmental Defense Fund, c1989.",333.72 T245,4,,  -  -    ,,Ahead of the curve : shaping new solutions to environmental problems / Robert E. Taylor.,
i11252133,"Washington, D.C. : The Society, c1993.",508 E19,6,,  -  -    ,870448668,"Forgotten edens : exploring the world's wild places / photographic essays by Frans Lanting ; text essays by Christine K. Eckstrom ; prepared by the Book Division, National Geographic Society, Washington, D.C.",X
i11252480,"London ; Newbury Park, Calif. : Sage, 1991.",001.4 U85,2,,  -  -    ,0803984243;0803984251 (pbk),Using computers in qualitative research / edited by Nigel G. Fielding and Raymond M. Lee.,X
i11252650,"New York : St. Martin's Press, 1992.",004 A784,32,,  -  -    ,312084811,"Visions of the future : art, technology, and computing in the twenty-first century / edited by Clifford A. Pickover.",
i11252674,"New York : Pantheon Books, c1992.",347.7326 R118,7,,  -  -    ,679741453,"Race-ing justice, en-gendering power : essays on Anita Hill, Clarence Thomas, and the construction of social reality / edited and with an introduction by Toni Morrison.",X
i11252704,"New York, NY : HarperCollins, c1993.",286 Y78F,6,,  -  -    ,006016610X (hard),Upon this rock : the miracles of a black church / Samuel G. Freedman.,X
i11253514,"[New York : Association for Computing Machinery, 1992]",006.6 C748AP,4,,  -  -    ,,"Applications of computer graphics to molecular modeling / organizer, T.J. O'Donnell ; lecturers, Arthur J. Olsen ... [et al. ; ACM SIGGRAPH '92].",ONLY PRATT
i11253526,"[New York : Association for Computing Machinery, 1992]",006.6 C748W,5,,  -  -    ,,"Writing RenderMan shaders / co-organizers, Tony Apodaca, Darwyn Peachey ; lecturers, Tom Porter, Rick Sayre, Eliot Smyrl ; [ACM SIGGRAPH '92].",ONLY PRATT
i11253538,"[New York : Association for Computing Machinery, 1992]",006.6 C748P,6,,  -  -    ,,"Procedural modeling and rendering techniques / organizer, David S. Ebert ; lecturers, F. Kenton Musgrave, Darwyn Peachey, Ken Perlin ; [ACM SIGGRAPH '92].",ONLY PRATT
i1125354x,"[New York : Association for Computing Machinery, 1992]",006.6 C748CO,3,1,  -  -    ,,"Color theory and models for computer graphics and visualization / organizer, Haim Levkowitz ; lectures, Phillip K. Robertson, Bernice E. Rogowitz ; [ACM SIGGRAPH '92].",ONLY PRATT
i11253563,"[New York : Association for Computing Machinery, 1992]",006.6 C748C,0,,  -  -    ,,"Cause and cures of performance anxiety in graphics systems / organizer, Eileen McGinnis ; lecturers, Dave Cooper ... [et al. ; ACM SIGGRAPH '92].",ONLY PRATT
i11253575,"[New York : Association for Computing Machinery, 1992]",006.6 C748G,2,,  -  -    ,,"Global illumination / organizer, Paul Heckbert ; lecturers, Francois X. Sillion ,,, [et al. ; ACM SIGGRAPH '92].",
i11253587,"[New York : Association for Computing Machinery, 1992].",006.6 C748INTR,2,,  -  -    ,,"Introduction to volume visualization / organizer, Arie Kaufman ; lecturers, Scott Dyer ... [et al. ; ACM SIGGRAPH '92]",ONLY PRATT
i11253599,"[New York : Association for Computing Machinery, 1992]",006.6 C748GR,22,,  -  -    ,,"Graphic design for user interfaces / organizer, Aaron Marcus ; lecturers, N. Gregory Galle, Grant Letz ; [ACM SIGGRAPH'92].",ONLY PRATT
i11253605,"[New York : Association for Computing Machinery, 1992]",006.6 C748COM,6,,  -  -    ,,"Computer graphics in the production of ""FernGully, the last rainforest"" / organizer, Bill Kroyer ; lecturers, Brian Schindler, Mark Pompian, Steve Wright ; [ACM SIGGRAPH '92].",ONLY PRATT
i11253617,"[New York : Association for Computing Machinery, 1992]",006.6 C748O,5,,  -  -    ,,"The OpenGL graphics interface / organizer, Randi J. Rost ; lecturers, Mason Woo ... [et al. ; ACM SIGGRAPH '92].",ONLY PRATT
i11253629,"[New York : Association for Computing Machinery, 1992]",006.6 C748Th,2,,  -  -    ,,"3D visualization in medicine / co-organizers, Derek Ney, Elliot K. Fishman ; lecturers, Hans-Peter Meinzer, Patrick Hanrahan ; [ACM SIGGRAPH '92].",ONLY PRATT
