Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i11160068,Ljubljana : col. ill. ; 25 cm.,338.762 I81I,2,,  -  -    ,,"Iskra, 1946-1976 / [editor, Stane Bernik ; text, Peter Likar]",ONLY PRATT
i11160378,"Boston : Bulfinch Press, c1989.",574.94 F834,14,2,  -  -    ,821217291,The Undercliff : a naturalist's sketchbook of the Devon to Dorset coast / Elaine Franks ; foreword by John Fowles.,ONLY PRATT
i1116038x,"New Haven : Yale University Press, c1989.",509.5 B287,9,,  -  -    ,0300042612 (alk. paper),The formation of science in Japan : building a research tradition / James R. Bartholomew.,X
i11161735,"New York : W.W. Norton, c1989.",560.9 G698,7,,  -  -    ,393027058,Wonderful life : the Burgess Shale and the nature of history / Stephen Jay Gould.,
i11161747,"New York, N.Y. : Viking Studio Books, 1990.",635.90973 T167,28,1,  -  -    ,067082240X,Gardening America : regional and historical influences in the contemporary garden / Ogden Tanner.,X
i11162235,"Chester, Conn. : Globe Pequot Press, c1989.",387.155 R643,20,,  -  -    ,0871065258;0871065487 (cover),Southern lighthouses : Chesapeake Bay to the Gulf of Mexico / photographs by Bruce Roberts ; text by Ray Jones.,ONLY PRATT
i11162296,"Manchester ; New York : Manchester University Press ; New York : Distributed exclusively in the USA and Canada by St. Martin's Press, c1989.",509.2 J86C,1,,  -  -    ,719030250,James Joule : a biography / Donald S.L. Cardwell.,X
i11162508,"San Mateo, Calif. : Morgan Kaufman Publishers, c1989.",004.22 P317,3,1,  -  -    ,1558600698,"Computer architecture : a quantitative approach / David A. Patterson, John L. Hennessy.",X
i11162570,"New York : Norton, c1989.",303.4834 P419,6,,  -  -    ,393026493,Ideas and information : managing in a high-tech world / Arno Penzias.,
i11162648,"Hertfordshire [England] : Harvester Wheatsheaf ; Boulder, Colo. : L. Rienner Publishers, 1989.",305.4209 M645T,3,,  -  -    ,1555871550;9781555871550;0710813104;9780710813107,Mill and sexual equality / Gail Tulloch.,X
i11162703,"[New York, N.Y.] : New York Public Library ; Detroit, MI : Wayne State University Press [distributor], 1989.",002.023 S3695,4,,  -  -    ,0814321569 (Wayne State University Press) : $29.95;0814321577 (Wayne State University Press : pbk.) : $13.95,"Arthur Alfonso Schomburg, black bibliophile & collector : a biography / by Elinor Des Verney Sinnette.",X
i11162715,"[New York, N.Y.] : New York Public Library ; Detroit, MI : Wayne State University Press [distributor], 1989.",002.023 S3695,5,2,  -  -    ,0814321569 (Wayne State University Press) : $29.95;0814321577 (Wayne State University Press : pbk.) : $13.95,"Arthur Alfonso Schomburg, black bibliophile & collector : a biography / by Elinor Des Verney Sinnette.",X
i11162806,"Cambridge, Mass. : Harvard University Press, 1989.",574.192 K84,4,,  -  -    ,0674307755 (alk. paper),For the love of enzymes : the odyssey of a biochemist / Arthur Kornberg.,X
i1116282x,"New York : Gregg Division, McGraw-Hill, c1990.",621.902 K89,23,2,  -  -    ,70355630,"Technology of machine tools / Steve F. Krar, J. William Oswald.",
i11162831,"New York : Simon and Schuster, c1989.",153 C188,3,,  -  -    ,671657119,The improbable machine : what the upheavals in artificial intelligence research reveal about how the mind really works / Jeremy Campbell.,X
i11163148,"Alexandria, Va. : Time-Life Books, 1987.",502.8 R454,4,,  -  -    ,0809456877;0809456885 (lib. bdg.),Revolution in science / by the editors of Time-Life Books Inc.,
i11163203,"New York, N.Y. : Chemical Engineering, McGraw-Hill, c1980.",660.283 P963,1,,  -  -    ,76066754,Process piping systems / edited by David J. Deutsch and the staff of Chemical engineering.,ONLY PRATT
i11163343,"New York : Oxford University Press, 1989.",519.54 L479,1,,  -  -    ,019520803X (pbk.);0195208021 (hard),Bayesian statistics : an introduction / Peter M. Lee.,X
i1116346x,"New York : McGraw-Hill, c1989.",657.869 C775,5,,  -  -    ,70126135,"Construction accounting and financial management / William E. Coombs, William J. Palmer.",
i11163537,"New York, N.Y. : Chemical Engineering : McGraw-Hill, 1980-cl986.",660.283 P895,0,,  -  -    ,0076066517 (v. 1);0076069281 (v. 2),Practical process instrumentation and control / edited by the staff of Chemical engineering.,X
i11163549,"New York : Chemical Engineering, McGraw-Hill, c1979.",621.6 F646,9,,  -  -    ,0070107696;0076066312 (pbk.),"Fluid movers : pumps, compressors, fans, and blowers / edited by Jay Matley and the staff of Chemical engineering.",X
i11163628,"New York : Perennial Library, 1989, c1988.",502 F586,5,,  -  -    ,60972378,"Rainbows, curve balls, and other wonders of the natural world explained / Ira Flatow ; illustrations by Howard Coale.",
i11163793,"New York : Orion Books, c1989.",623.746 R522,31,,  -  -    ,517573431,Stealth / Doug Richardson.,
i11164566,"Scottsdale, AZ : Todd Publishing, c1988.",333.338 U58,4,,  -  -    ,935988335,The Uniform residential appraisal report handbook / compiled and edited by the National Association of Real Estate Appraisers.,ONLY PRATT
i11164700,"Boston : Allyn and Bacon, c1984.",300.2 K65,0,,  -  -    ,0205079628 (pbk.),Computer usage for social scientists / Douglas M. Klieger.,X
i11165054,"Norwood, N.J. : Ablex Pub. Corp., c1988.",342.730858 R896,2,,  -  -    ,893915181,"Private rights, public wrongs : the computer and personal privacy / Michael Rogers Rubin.",X
i11165509,"Newbury Park, Calif. : Sage Publications, c1990.",363.58 G721,100,1,  -  -    ,0803936664;0803936672 (pbk.),Government and housing : developments in seven countries / edited by Willem van Vliet-- and Jan van Weesep.,X
i11166411,"Berkeley : University of California Press, c1988.",307.764 S425,10,,  -  -    ,0520060784 (alk. paper),Metropolis : from the division of labor to urban form / Allen J. Scott.,X
i11166484,"Blue Ridge Summit, PA : TAB Professional and Reference Books, 1990.",620.0014 H153,7,,  -  -    ,0830633138;0830643133 (pbk.),Roger Haines on report writing : a guide for engineers / by Roger W. Haines.,ONLY PRATT
i11166757,"New York : Oxford University Press, 1990.",323.097 A512W,2,,  -  -    ,0195045394 (alk. paper),In defense of American liberties : a history of the ACLU / Samuel Walker.,X
i11166769,"New York : Oxford University Press, 1990.",323.097 A512W,1,,  -  -    ,0195045394 (alk. paper),In defense of American liberties : a history of the ACLU / Samuel Walker.,X
i11166836,"Englewood Cliffs, N.J. : Prentice-Hall, 1981.",537.6 G855,1,,  -  -    ,013481374X,Introduction to electrodynamics / David J. Griffiths.,X
i11167865,"New York : Macmillan Pub. Co. ; London : Collier Macmillan, c1988.",621.39 S782,20,,  -  -    ,24154512,Data and computer communications / William Stallings.,
i11167889,"New York : Macmillan ; London : Collier Macmillan, c1983.",307.764 G541,6,,  -  -    ,0023441208 (pbk.),"A history of urban America / Charles N. Glaab, A. Theodore Brown.",ONLY PRATT
i11168237,"New York, NY : Warner Books, c1990.",364.138 E34M,2,,  -  -    ,446514187,Eichmann in my hands / Peter Z. Malkin & Harry Stein.,X
i11168614,"New York : McGraw-Hill Pub. Co., c1990.",621.39 G312,10,,  -  -    ,70232539,"VLSI design techniques for analog and digital circuits / Randall L. Geiger, Phillip E. Allen, Noel R. Strader.",X
i1116878x,"Oxford ; New York : Oxford University Press, 1990, c1989.",179.3 R754,7,,  -  -    ,192861042,"The unheeded cry : animal consciousness, animal pain, and science / Bernard E. Rollin.",
i11169412,"San Francisco : Jossey-Bass, 1990.",378.107 B224,0,,  -  -    ,1555422411,"Successful program review : a practical guide to evaluating programs in academic settings / Robert J. Barak, Barbara E. Breier.",X
i11169473,"San Francisco : Jossey-Bass, 1990.",331.252 C734,0,,  -  -    ,1555422241 (alk. paper),"Pension and retirement policies in colleges and universities : an analysis and recommendations / the Commission on College Retirement ; Oscar M. Ruebhausen, general editor.",X
i11169564,"San Francisco : Jossey-Bass, 1989.",378.730904 S529,1,,  -  -    ,1555421911,"Shaping higher education's future : demographic realities and opportunities, 1990-2000 / Arthur Levine and associates.",X
i11169576,"San Francisco : Jossey-Bass, 1990.",371.102 W555,4,,  -  -    ,1555422268 (alk. paper),"What teachers need to know : the knowledge, skills, and values essential to good teaching / [edited by] David D. Dill and associates.",X
i11170049,"Reading, Mass. : Addison-Wesley, c1989.",621.3 L583,4,,  -  -    ,020112906X;0201129078 (solutions manual),Probability and random processes for electrical engineering / Alberto Leon-Garcia.,X
i11170050,"Englewood Cliffs, N.J. : Prentice Hall, c1990.",621.39 W149,21,,  -  -    ,132128381,Digital design : principles and practices / John F. Wakerly.,
i11170086,"Englewood Cliffs, N.J. : Prentice-Hall, c1986.",621.39 M128,4,,  -  -    ,135397847,Logic design principles : with emphasis on testable semicustom circuits / Edward J. McCluskey.,X
i11170098,"Reading, Mass. : Addison-Wesley, c1986.",621.3815 S558,0,,  -  -    ,0201067471 (pbk.),The well-tempered digital design / Robert B. Seidensticker.,X
i11170128,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",621.381535 C854,2,,  -  -    ,013637901X,"Operational amplifiers and linear integrated circuits / Robert F. Coughlin, Frederick F. Driscoll.",X
i1117013x,"St. Paul : West Pub. Co., c1987.",621.38153 B967,4,,  -  -    ,314235051,"Principles of electronic circuits / Stanley G. Burns, Paul R. Bond.",
i11170268,"Oxford, UK ; B. Blackwell, 1988.",335.4 I61,13,,  -  -    ,0631152563 : $19.90 (U.S.),Interpretations of Marx / edited with an introduction by Tom Bottomore.,
i1117027x,"Oxford, UK ; B. Blackwell, 1988.",335.4 I61,10,,  -  -    ,0631152563 : $19.90 (U.S.),Interpretations of Marx / edited with an introduction by Tom Bottomore.,
i11170475,"Oxford [Oxfordshire] : Clarendon Press ; New York : Oxford University Press, 1986.",171 G277,1,,  -  -    ,019824746X,Morals by agreement / David Gauthier.,X
i11170487,"Oxford [Oxfordshire] : Clarendon Press ; New York : Oxford University Press, 1987.",172 S956,0,,  -  -    ,198247516,The moral foundation of rights / L.W. Sumner.,
i11170499,"Cambridge [Cambridgeshire] ; Cambridge University Press, 1983-<1989 >",301.01 R939,0,,  -  -    ,0521249066 (v. 1);0521272513 (pbk. : v. 1),A treatise on social theory / W.G. Runciman.,
i11170530,"Cambridge, Mass. : MIT Press, c1990.",303.483 W726,6,,  -  -    ,026223145X,"Notes on the underground : an essay on technology, society, and the imagination / Rosalind Williams.",X
i11170657,"Berkeley : University of California Press, 1971, c1969.",338.9009 I27,0,,  -  -    ,0520013905;0520020332 (pbk.),The political economy of change / by Warren F. Ilchman and Norman Thomas Uphoff.,X
i11170724,"New York, N.Y. : ACM Press ; Reading, Mass. : Addison- Wesley Pub. Co., 1988.",004.16 H673,6,1,  -  -    ,201112590,"A History of personal workstations / Adele Goldberg, editor.",ONLY PRATT
i11171030,"New York : Harper & Row, c1989.",362.1968 D716,4,,  -  -    ,60160713,The broken cord / Michael Dorris ; with a foreword by Louise Erdrich.,
i11171121,"New York : Praeger, 1989.",324.73 M625,0,,  -  -    ,0275923517 (alk. paper);027592632X (pbk. : alk. paper),From whistle stop to sound bite : four decades of politics and television / Sig Mickelson.,X
i1117240x,"Cincinnati, Ohio : North Light Books, c1989.",006.6 C699R,3,1,  -  -    ,891342877,Ready-to-use layouts for desktop design / David Collier and Kay Floyd.,ONLY PRATT
i11172459,"Cincinnati, Ohio : North Light Books, c1989.",006.6 C699,22,,  -  -    ,891342850,Basic desktop design and layout / David Collier & Bob Cotton.,X
i11173208,"New York : Quorum Books, 1989.",662.66 A466,3,,  -  -    ,0899304079 (lib. bdg. : alk. paper),Alternative transportation fuels : an environmental and energy solution / edited by Daniel Sperling.,X
i11173221,"New York : Praeger, 1989.",333.73 P976,3,,  -  -    ,0275929914 (alk. paper),Public interest in the use of private lands / edited by Benjamin C. Dysart III and Marion Clawson.,X
i11173245,"New York : Viking Press, 1978, c1977.",372.222 G259,2,,  -  -    ,067052316X,The old school tie : the phenomenon of the English public school / Jonathan Gathorne-Hardy.,X
i11173269,"New York : Prentice Hall, c1989.",620.0042 L674,3,,  -  -    ,0133383105;0724804765 (pbk.);013338105,"Fundamentals of engineering design / W.P. Lewis, A.E. Samuel.",X
i11173294,"Oxford [England] : Clarendon Press ; New York : Oxford University Press, 1989.",553.282 M643,0,,  -  -    ,198544928,Illustrated glossary of petroleum geochemistry / Jennifer A. Miles.,
i11173312,"Columbia, S.C. : University of South Carolina Press, c1989.",501 P924,1,,  -  -    ,872496457,A rhetoric of science : inventing scientific discourse / by Lawrence J. Prelli.,X
i1117352x,"London ; Newbury Park, Calif. : Sage Publications, 1987.",338.9 G562,13,,  -  -    ,0803980590;0803980604 (pbk.),Global restructuring and territorial development / edited by Jeffrey Henderson and Manuel Castells.,X
i11173531,"Springfield, Ill., U.S.A. : Thomas, c1987.",616.8916 N963,9,,  -  -    ,398053391,The psychocybernetic model of art therapy / by Aina O. Nucho ; with forewords by Irene Jakab and Akhter Ashen.,ONLY PRATT
i11173658,"New York : Free Press ; Toronto : Colleir Macmillan Canada, c1990.",364.2 S628,2,,  -  -    ,29291518,Disorder and decline : crime and the spiral of decay in American neighborhoods / Wesley G. Skogan.,
i11175576,"New York : W. Morrow, c1990.",616.83 S651,0,,  -  -    ,688094945,Patenting the sun : polio and the Salk vaccine / Jane S. Smith.,X
i11175680,"New York : W.W. Norton, c1990.",305.800974 S632,3,,  -  -    ,393029026,The closest of strangers : liberalism and the politics of race in New York / Jim Sleeper.,X
i11175758,"Middletown, Conn. : Wesleyan University Press, 1989.",331.133 Q5,1,,  -  -    ,0819552143 : $35.00,"The Question of discrimination : racial inequality in the U.S. labor market / edited by Steven Shulman and William Darity, Jr.; essays by Robert Higgs ... [et al.].",X
i1117576x,"Philadelphia : Temple University Press, 1989.",331.21 A182,1,,  -  -    ,0877226210 (alk. paper),"Doing comparable worth : gender, class, and pay equity / Joan Acker.",X
i11175849,"Newbury Park, Calif. : Sage Publications, c1989.",384.558 V2,4,,  -  -    ,0803932995;0803933002 (pbk.),The VCR age : home video and mass communication / edited by Mark R. Levy.,X
i11176143,"Fort Worth : Holt, Reinhart, and Winston, c1990.",378.17 W234,1,,  -  -    ,30327881,"Student success : how to succeed in college and still have time for your friends / Tim Walter, Al Siebert.",
i11176234,"Washington, D.C. : American Association of Community and Junior Colleges, National Center for Higher Education, c1989.",370.11 I61,0,,  -  -    ,871171929,Integrating the humanities into associate degree occupational programs : final report of the Shared Vision Task Force [of the] National Council for Occupational Education and the Community College Humanities Association.,ONLY PRATT
i11176325,"Chichester, England : E. Horwood ; New York : Halsted Press, 1989.",523.1 W947,5,,  -  -    ,0745802230;047021239X (Halsted Press),At the edge of the universe / Alan Wright and Hilary Wright.,X
i11177007,"New York, Harper & Row [1973]",327.094 A341D,4,2,  -  -    ,60401710,A diplomatic history of Europe since the Congress of Vienna.,
i11177044,"New York : Norton, 1976, c1969.",327.73043 O32,1,,  -  -    ,393008010,"American appeasement : United States foreign policy and Germany, 1933-1938 / Arnold A. Offner.",
i11177081,"New York, N.Y., U.S.A. : Penguin, c1985.",327.73047 A456A,0,,  -  -    ,0140083375 (pbk.),Atomic diplomacy : Hiroshima and Potsdam : the use of the atomic bomb and the American confrontation with Soviet power / Gar Alperovitz.,X
i11177093,"Glenview, Ill. : Scott, Foresman, c1989.",327.73 N274,2,,  -  -    ,673396894,"United States foreign policy and world order / James A. Nathan, James K. Oliver.",
i11177299,"New York : Saunders College Pub., c1989.",621.382 C518,4,,  -  -    ,30056942,System and signal analysis / Chi-Tsong Chen.,
i11177901,"New York : Macmillan ; London : Collier Macmillan, c1990.",004.68 S782,6,1,  -  -    ,0024155314;0024154314,Local networks / William Stallings.,X
i11178292,"New York : Wiley, c1990.",530.1 R222,6,1,  -  -    ,471634182,Chaotic dynamics of nonlinear systems / S. Neil Rasband.,X
i11178358,"New York : Oxford University Press, 1989.",519.56 R275,0,,  -  -    ,0195056108 (alk. paper),"Smooth tests of goodness of fit / J.C.W. Rayner, D.J. Best.",
i11179284,"New York : Simon and Schuster, c1990.",650.1 K97,0,,  -  -    ,0671686259 : $18.95,The Light touch : how to use humor for business success / Malcolm L. Kushner.,X
i11179296,"Newton Abbot : David & Charles, c1990.",574.526 N595,59,1,  -  -    ,0715394614 : L.16.95 : CIP confirmed,The mighty rain forest : in association with Worldforest 90 / John Nichol.,
i1117979x,"Chichester ; New York : Wiley, c1978.",624.1771 C597,1,,  -  -    ,471996416,Computer aided structural design / D. Clarke.,
i11180055,"New York : Oxford University Press, 1989.",302.234 M787,1,,  -  -    ,0195049640 (alk. paper),"Target, prime time : advocacy groups and the struggle over entertainment television / Kathryn C. Montgomery.",X
i11180146,"Boston : Little, Brown, c1990.",363.7 M274,10,,  -  -    ,316545139,Green rage : radical environmentalism and the unmaking of civilization / Christopher Manes.,X
i11180158,"New York : St. Martin Press, 1990.",305.800973 S814,4,,  -  -    ,031205064X,Content of our character : a new vision of race in America / Shelby Steele.,X
i11180468,"Little Rock : August House Publishers, 1990.",378.1981097 B869,0,,  -  -    ,0874831616 (HB : acid-free);0874831547 (tpb. : acid-free),Piled higher and deeper : the folklore of student life / Simon J. Bronner.,X
i11180481,"New York : Greenwood Press, 1989.",331.133 L987,1,,  -  -    ,0313264961 (lib. bdg. : alk. paper),Invisible victims : white males and the crisis of affirmative action / Frederick R. Lynch.,X
i11180535,"New Brunswick, N.J. : Rutgers University Press, 1990.",305.31 S454,0,,  -  -    ,0813516196;081351620X (pbk.),"Slow motion : changing masculinities, changing men / Lynne Segal.",X
i11180559,"Baton Rouge : Louisiana State University Press, c1990.",305.800975 G618,6,,  -  -    ,0807115320 (alk. paper),"Black, white, and southern : race relations and southern culture, 1940 to the present / David R. Goldfield.",
i11180778,"New York : Praeger, 1989.",363.23 J13,1,,  -  -    ,0275929833 (alk. paper),"Minority group threat, crime, and policing : social context and social control / Pamela Irving Jackson.",X
i11180869,"New York, NY : Warner Books, c1990.",355.622 W423,1,,  -  -    ,446514527,Blank check : the Pentagon's black budget / by Tim Weiner.,
i11180870,"New York, NY : Warner Books, c1990.",355.622 W423,0,,  -  -    ,446514527,Blank check : the Pentagon's black budget / by Tim Weiner.,
i1118145x,"New Haven : Yale University Press, 1989.",378.001 O11,1,,  -  -    ,300043449,The voice of liberal learning : Michael Oakeshott on education / edited by Timothy Fuller.,X
i11181655,"Berkeley, CA : EarthWorks Press, c1989.",363.7 E12,16,1,  -  -    ,929634063,50 simple things you can do to save the earth / the Earth Works Group.,
i11181667,"Berkeley, CA : EarthWorks Press, c1989.",363.7 E12,14,,  -  -    ,929634063,50 simple things you can do to save the earth / the Earth Works Group.,
i11181928,"Chicago : Third World Press, c1990.",305.896073 M181,3,,  -  -    ,0883781352 (pbk.);0883781344,"Black men-- obsolete, single, dangerous? : Afrikan American families in transition : essays in discovery, solution and hope / by Haki R. Madhubuti.",X
i11181990,"New York : Morrow, c1990.",304.28 G558,1,,  -  -    ,0688072828 (alk. paper),When technology wounds : the human consequences of progress / Chellis Glendinning.,X
i11182003,"New York, N.Y. : Doubleday, c1989.",363.49 K59,4,,  -  -    ,385239068,After the ball : how America will conquer its fear and hatred of gays in the '90s / Marshall Kirk and Hunter Madsen.,
i11182052,"New York : Doubleday, 1990.",362.76 B564,4,1,  -  -    ,385410972,Betrayal : a report on violence toward children in today's world / edited by Caroline Moorehead.,X
i11182106,"Oxford ; New York : Oxford University Press, 1990.",330.904 W362,3,,  -  -    ,195208218,Wealth & poverty : an economic history of the twentieth century / edited by Sidney Pollard.,
i11182118,"New Haven : Yale University Press, c1990.",306.44 B265,2,,  -  -    ,300048521,The English-only question : an official language for Americans? / Dennis Baron.,X
i11182143,"Washington, DC : Smithsonian Books, c1990.",081 E22,0,,  -  -    ,089599027X (alk. paper),Editor's choice : Smithsonian : an anthology of the first two decades of Smithsonian magazine.,X
i11182167,"New York : Simon and Schuster, c1990.",081 B655,1,,  -  -    ,671707779,"Giants and dwarfs : essays, 1960-1990 / Allan Bloom.",X
i11182799,"New York : Norton, 1991.",303.44 L341,2,,  -  -    ,393029166,The true and only heaven : progress and its critics / Christopher Lasch.,X
i11182830,"Berkeley : University of California Press, c1989.",300.13 W855,0,,  -  -    ,0520065514 (alk. paper),Whose keeper? : social science and moral obligation / Alan Wolfe.,X
i11182854,"New York : Greenwood Press, 1990.",291.0973 J82,4,,  -  -    ,0313265992 (lib. bdg. : alk. paper),Holding fast/pressing on : religion in America in the 1980s / Erling Jorstad.,X
i11183676,"New York : Brunner/Mazel, c1987.",616.8916 O85,6,,  -  -    ,0876304781 (pbk.);0876304587 (hard),Using drawings in assessment and therapy : a guide for mental health professionals / by Gerald D. Oster and Patricia Gould.,X
i1118419x,"Cambridge, Mass. : MIT Press, 1990.",174.9004 F717,2,,  -  -    ,0262061317;0262560542 (pbk.),Computer ethics : cautionary tales and ethical dilemmas in computing / Tom Forester and Perry Morrison.,X
i11184267,"Washington, D.C. : National Geographic Society, 1990.",574.526 E53,28,2,  -  -    ,0870447904 (regular ed.);0870447955 (library ed.),"The Emerald realm : earth's precious rain forests / prepared by the Special Publications Division, National Geographic Society.",ONLY PRATT
i11184292,"Homewood, Ill. : Dow Jones-Irwin, c1990.",658.4038 V769,5,,  -  -    ,870946846,The information-based corporation : stakeholder economics and the technology investment / David R. Vincent.,X
i11184607,"Washington, D.C. : Congress of the U.S., Office of Technology Assessment, [1990]",629.253 R425,14,1,  -  -    ,,Replacing gasoline : alternative fuels for light-duty vehicles.,
i11185181,"Houston, Tex. : Gulf Pub. Co., 1991.",502 F533,0,,  -  -    ,872017869,"Rules of thumb for engineers and scientists / David Fisher, editor.",X
i11185247,"Bedford, Mass. : Digital Press, c1990.",621.39 Q1,7,,  -  -    ,1555580335,The matrix : computer networks and conferencing systems worldwide / John S. Quarterman.,X
i11185892,"New York : Columbia University Press, c1989.",567.91 A377,7,1,  -  -    ,023106666X,Dynamics of dinosaurs and other extinct giants / R. McNeill Alexander.,X
i11186562,"San Francisco : Harper & Row, c1990.",170 L674,5,,  -  -    ,62505211,A question of values : six ways we make the personal choices that shape our lives / Hunter Lewis.,
i11186574,"San Mateo, Calif. : Morgan Kaufmann, c1988.",658.4036 C738,1,,  -  -    ,934613575,Computer-supported cooperative work : a book of readings / edited by Irene Greif.,ONLY PRATT
i11186616,"New York, N.Y., U.S.A. : Plume, 1990.",371.028 G443,0,,  -  -    ,452264960,Dancing with your books : the Zen way of studying / J.J. Gibbs.,X
i11186628,"New York : Prentice Hall Press, c1990.",363.7392 Y73,2,,  -  -    ,130835102,Sowing the wind : reflections on the earth's atmosphere / Louise B. Young.,X
i11186641,"New York : Knopf : Distributed by Random House, c1990.",363.705 S817,16,,  -  -    ,394584317,Saving the earth : a citizen's guide to environmental action / by Will Steger and Jon Bowermaster ; illustrations by Mike Mikos.,X
i1118680x,"Reading, Mass. : Addison-Wesley, c1990.",551.48 B823,5,2,  -  -    ,201059223,Hydrology : an introduction to hydrologic science / Rafael L. Bras.,X
i11186811,"New York : Oxford University Press, 1990.",620.0042 S947,0,1,  -  -    ,0195043456 (alk. paper),The principles of design / Nam P. Suh.,X
i11186987,"New York : Fairchild Publications, c1986.",391.003 C143E,3,,  -  -    ,0870055194 (pbk.),Essential terms of fashion : a collection of definitions / Charlotte Mankey Calasibetta.,X
i11187499,"New York : Pantheon Books, c1983.",306.3 C968,5,,  -  -    ,039451131X;0394716116 (pbk.),"The Culture of consumption : critical essays in American history, 1880-1980 / edited by Richard Wightman Fox and T.J. Jackson Lears.",X
i11188509,"Gaithersburg, MD : U.S. Dept of Commerce, National Bureau of Standards ; Washington, DC : For sale by the Supt. of Docs., U.S. G.P.O., 1988.",324.6 S178,13,,  -  -    ,,"Accuracy, integrity, and security in computerized vote-tallying / Roy G. Saltman.",X
i11188881,"New York : Harper & Row, c1989.",398.20951 Y47,0,0,  -  -    ,0060267607;0060267615 (lib. bdg.),The rainbow people / Laurence Yep ; illustrated by David Wiesner.,X
i11188923,"New York : Wiley, c1989.",537.5 Y28,0,,  -  -    ,471609978,Quantum electronics / Amnon Yariv.,
i11188935,"Chichester, West Sussex, England ; New York : J. Wiley, c1991.",620.00285 A791,0,,  -  -    ,471926035,Artificial intelligence in engineering / edited by Graham Winstanley.,
i11190127,"Chapel Hill, NC : Ventana Press, c1990.",006.6 G676,13,,  -  -    ,940087502,"The gray book : designing in black and white on your computer / Michael Gosney, John Odam, Jim Schmal.",ONLY PRATT
i11191089,"Glasgow : Blackie ; New York : Van Nostrand Reinhold, 1990.",624.1834 R4619,3,,  -  -    ,442302983,Reinforced concrete deep beams / edited by F.K. Kong.,
i11191107,"New York : Wiley, c1990.",668.9 S521,2,,  -  -    ,471615323,"Giant molecules : essential materials for everyday living and problem solving / Raymond B. Seymour, Charles E. Carraher.",
i11191235,"Reading, Mass. : Addison-Wesley Pub. Co., c1991.",530 S439C7,3,4,  -  -    ,201172852,"College physics / Francis W. Sears, Mark W. Zemansky, Hugh D. Young.",
i11191296,"Boston, Mass. : PWS-Kent Pub. Co., c1990.",519.202 L313,2,,  -  -    ,534916546,Probability and statistics for modern engineering / Lawrence L. Lapin.,
i11191314,"Englewood Cliffs, N.J. : Prentice Hall, c1989.",621.366 V483L,1,,  -  -    ,135236304,Laser electronics / Joseph T. Verdeyen.,
i11191351,"Englewood Cliffs, N.J. : Prentice-Hall, c1987.",621.381535 I72O,3,,  -  -    ,136376614,Operational amplifier characteristics and applications / Robert G. Irvine.,
i11191363,"Boston : Houghton Mifflin Co., c1990.",621.382 Z66,1,,  -  -    ,395433134,"Principles of communications : systems, modulation, and noise / R.E. Ziemer, W.H. Tranter.",
i11191375,"Englewood Cliffs, N.J. : Prentice-Hall, 1990.",621.38152 S915S3,5,,  -  -    ,138229414,Solid state electronic devices / Ben G. Streetman.,
i11191399,"Boston, Mass. : Houghton Mifflin Co., c1990.",658 G852M,8,,  -  -    ,395433339,Management / Ricky W. Griffin.,
i11191685,"Englewood Cliffs, NJ : Prentice Hall, c1989.",621.381 N884,3,,  -  -    ,013382599X,Handbook of transducers / Harry N. Norton.,ONLY PRATT
i11191752,"New York : Morrow, c1989.",569 J65,0,,  -  -    ,688064922,Lucy's child : the discovery of a human ancestor / Donald Johanson and James Shreeve.,X
i11191764,"Englewood Cliffs, N.J. : Prentice Hall, c1989.",624.171 E36,5,1,  -  -    ,135674700,Mechanics of elastic structures : classical and finite element methods / Joe G. Eisley.,X
i1119179x,"New York : McGraw-Hill, c1990.",658.406 R286,7,,  -  -    ,70265003,Well made in America : lessons from Harley-Davidson on being the best / Peter C. Reid.,X
i11192306,"San Francisco : Harper & Row, c1990.",221.95 S387,15,,  -  -    ,0062507672 (alk. paper),The Old Testament speaks / Samuel J. Schultz.,ONLY PRATT
i11192719,"New York : Bergin & Garvey, 1990.",370.952 S372,4,,  -  -    ,0897892186 (lib. bdg. : alk. paper),Shogun's ghost : the dark side of Japanese education / Ken Schoolland.,X
i1119280x,"Boston : Focal Press, c1991.",371.3358 D366,2,,  -  -    ,0240800222 (pbk. : alk. paper),Instructional video / Stuart M. DeLuca.,X
i11192963,"New York : McGraw-Hill, c1983.",005.446 U58M,10,,  -  -    ,0070450013 (pbk.),"Introducing the UNIX system / Henry McGilton, Rachel Morgan.",X
i11192975,"Portland, OR : Management Information Source, 1989.",005.446 U58A,20,,  -  -    ,1558280170,Teach yourself UNIX / Ruth Ashley and Judi N. Fernandez.,ONLY PRATT
i11193025,"New York : Wiley, c1988.",620.00285 M132,10,,  -  -    ,0471625523 (pbk.),"Computing for engineers and scientists with Fortran 77 / Daniel D. McCracken, William I. Salmon.",
i11193037,"Englewood Cliffs, NJ : Prentice Hall, 1991.",629.83 K96A6,58,,  -  -    ,130510467,Automatic control systems / Benjamin C. Kuo.,
i11193086,"New York : Wiley, c1979.",624.068 C647,37,,  -  -    ,047104895X,"Construction project management / Richard H. Clough, Glenn A. Sears.",X
i11193360,"New York : Springer-Verlag, 1991.",620.1123 M993E3,3,,  -  -    ,0387973389 (New York);3540973389 (New York),"Engineering mechanics of materials / B.B. Muvdi, J.W. McNabb.",X
